Course,URL,instructor,Price (full),Price (discount),Rank
Microsoft Excel - Excel from Beginner to Advanced,www.udemy.com/course/microsoft-excel-2013-from-beginner-to-advanced-and-beyond/,"Kyle Pew, Office Newb LLC","₩165,000","₩13,200","Rating: 4.6 out of 54.6 - (89,141)"
Microsoft Excel - Advanced Excel Formulas & Functions,www.udemy.com/course/excel-for-analysts/,"Maven Analytics, Chris Dutton","₩192,500","₩13,200","Rating: 4.6 out of 54.6 - (20,582)"
Unlock Excel VBA and Excel Macros,www.udemy.com/course/excel-vba-and-macros-course/,Leila Gharani,"₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (12,670)"
Microsoft Excel - Data Analysis with Excel Pivot Tables,www.udemy.com/course/data-analysis-with-excel-pivot-tables/,"Maven Analytics, Chris Dutton","₩192,500","₩13,200","Rating: 4.6 out of 54.6 - (12,601)"
"Microsoft Excel - Data Visualization, Excel Charts & Graphs",www.udemy.com/course/advanced-excel-charts-graphs/,"Maven Analytics, Chris Dutton","₩192,500","₩13,200","Rating: 4.6 out of 54.6 - (5,387)"
"Microsoft Excel - Excel Power Query, Power Pivot & DAX",www.udemy.com/course/microsoft-excel-power-query-power-pivot-dax/,"Maven Analytics, Chris Dutton","₩192,500","₩13,200","Rating: 4.7 out of 54.7 - (5,569)"
"Excel Essentials: The Complete Excel Series - Level 1, 2 & 3",www.udemy.com/course/excel-essentials-the-complete-series-levels-1-2-3/,Alan Jarvis,"₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (11,738)"
Powerpoint 2016 2019 - Master powerpoint presentation,www.udemy.com/course/case-study-powerpoint-2013-presentation-slide-by-slide/,Andrzej Pach,"₩214,500","₩13,200","Rating: 4.4 out of 54.4 - (4,191)"
Master Microsoft Word Beginner to Advanced,www.udemy.com/course/microsoft-word-from-beginner-to-advanced-and-beyond/,Kyle Pew,"₩165,000","₩13,200","Rating: 4.6 out of 54.6 - (4,962)"
Microsoft Project ALL: BEGINNER to EXPERT 10 Projects 10 PDU,www.udemy.com/course/microsoft-project-tutorial/,Srikanth Shirodkar,"₩220,000","₩13,200","Rating: 4.4 out of 54.4 - (7,846)"
Excel Essentials for the Real World (Complete Excel Course),www.udemy.com/course/microsoft-excel-essentials/,Leila Gharani,"₩192,500","₩13,200","Rating: 4.6 out of 54.6 - (1,017)"
Visually Effective Excel Dashboards,www.udemy.com/course/excel-dashboards-reports/,Leila Gharani,"₩192,500","₩13,200","Rating: 4.6 out of 54.6 - (6,097)"
Microsoft Access 2016 Master Class: Beginner to Advanced,www.udemy.com/course/microsoftaccess/,"Joe Parys, Bruce Myron, Joe Parys Support","₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (7,924)"
