Course,URL,instructor,Price (full),Price (discount),Rank
Character Art School: Complete Character Drawing Course,www.udemy.com/course/character-art-school-complete-character-drawing/,Scott Harris,€194.99,€11.99,"Rating: 4.5 out of 54.5 - (34,326)"
The Ultimate Drawing Course - Beginner to Advanced,www.udemy.com/course/the-ultimate-drawing-course-beginner-to-advanced/,"Jaysen Batchelor, Quinton Batchelor",€149.99,€11.99,"Rating: 4.5 out of 54.5 - (76,762)"
Graphic Design Masterclass - Learn GREAT Design,www.udemy.com/course/graphic-design-masterclass-everything-you-need-to-know/,Lindsay Marsh,€194.99,€11.99,"Rating: 4.6 out of 54.6 - (5,968)"
Ultimate Photoshop Training: From Beginner to Pro,www.udemy.com/course/ultimate-photoshop-training-from-beginner-to-pro/,Cristian Doru Barin,€199.99,€11.99,"Rating: 4.6 out of 54.6 - (12,510)"
User Experience Design Essentials - Adobe XD UI UX Design,www.udemy.com/course/ui-ux-web-design-using-adobe-xd/,"Daniel Walter Scott, Instructor HQ",€199.99,€11.99,"Rating: 4.6 out of 54.6 - (12,483)"
Complete Blender Creator: Learn 3D Modelling for Beginners,www.udemy.com/course/blendertutorial/,"GameDev.tv Team, Rick Davidson",€194.99,€11.99,"Rating: 4.6 out of 54.6 - (33,320)"
Illustrator CC 2020 MasterClass,www.udemy.com/course/illustrator-cc-masterclass/,Martin Perhiniak,€199.99,€11.99,"Rating: 4.6 out of 54.6 - (18,355)"
The Ultimate Digital Painting Course - Beginner to Advanced,www.udemy.com/course/the-ultimate-digital-painting-course-beginner-to-advanced/,"Jaysen Batchelor, Austin Batchelor",€194.99,€11.99,"Rating: 4.5 out of 54.5 - (1,554)"
After Effects CC 2020: Complete Course from Novice to Expert,www.udemy.com/course/after-effects-kinetic-typography/,Louay Zambarakji,€199.99,€11.99,"Rating: 4.5 out of 54.5 - (14,281)"
Adobe Photoshop CC – Essentials Training Course,www.udemy.com/course/adobe-photoshop-cc-essentials-training-course/,"Daniel Walter Scott, Instructor HQ",€199.99,€11.99,"Rating: 4.7 out of 54.7 - (6,438)"
The Ultimate Character Design School - Beginner to Advanced,www.udemy.com/course/the-ultimate-character-design-school-beginner-to-advanced/,Jaysen Batchelor,€199.99,€11.99,Rating: 4.6 out of 54.6 - (749)
Character Art School: Complete Coloring and Painting Course,www.udemy.com/course/character-art-school-complete-coloring-and-painting/,Scott Harris,€194.99,€11.99,"Rating: 4.6 out of 54.6 - (3,069)"
Adobe Illustrator CC - Essentials Training Course,www.udemy.com/course/adobe-illustrator-course/,"Video School Online Inc, Phil Ebiner, Daniel Walter Scott, Instructor HQ",€199.99,€11.99,"Rating: 4.7 out of 54.7 - (5,681)"
User Experience (UX): The Ultimate Guide to Usability and UX,www.udemy.com/course/ultimate-guide-to-ux/,David Travis,€194.99,€48.75,"Rating: 4.6 out of 54.6 - (4,165)"
Photoshop CC 2020 MasterClass,www.udemy.com/course/photoshop-cc-masterclass/,Martin Perhiniak,€199.99,€11.99,"Rating: 4.6 out of 54.6 - (5,473)"
Adobe Photoshop CC – Advanced Training Course,www.udemy.com/course/adobe-photoshop-cc-advanced-training-course-tutorial/,"Daniel Walter Scott, Instructor HQ",€199.99,€11.99,"Rating: 4.7 out of 54.7 - (2,381)"
"CSS - The Complete Guide 2020 (incl. Flexbox, Grid & Sass)",www.udemy.com/course/css-the-complete-guide-incl-flexbox-grid-sass/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz",$199.99,$11.39,"Rating: 4.7 out of 54.7 - (5,734)"
The complete AutoCAD 2018-20 course,www.udemy.com/course/autocad-2018-course/,Jaiprakash Pandey,$29.99,$11.39,"Rating: 4.6 out of 54.6 - (7,109)"
Creating 3D environments in Blender,www.udemy.com/course/blender-environments/,"Rob Tuytel, Erik Selin",$194.99,$11.99,"Rating: 4.6 out of 54.6 - (4,986)"
Drawing and Painting on the iPad with Procreate,www.udemy.com/course/drawing-and-painting-on-the-ipad-with-procreate/,Brad Colbow,$19.99,$11.99,"Rating: 4.6 out of 54.6 - (7,048)"
Wordpress for Beginners - Master Wordpress Quickly,www.udemy.com/course/wordpress-for-beginners-course/,Andrew Williams,$194.99,$13.79,"Rating: 4.5 out of 54.5 - (9,836)"
Crash Course Electronics and PCB Design,www.udemy.com/course/crash-course-electronics-and-pcb-design/,Andre LaMothe,$99.99,$11.39,"Rating: 4.6 out of 54.6 - (3,313)"
Adobe InDesign CC - Essentials Training Course,www.udemy.com/course/indesign-tutorial-basics-course/,"Daniel Walter Scott, Instructor HQ",$199.99,$11.39,"Rating: 4.7 out of 54.7 - (5,786)"
"UX & Web Design Master Course: Strategy, Design, Development",www.udemy.com/course/ux-web-design-master-course-strategy-design-development/,Joe Natoli,$194.99,$11.39,"Rating: 4.5 out of 54.5 - (9,702)"
"Learn Photoshop, Web Design & Profitable Freelancing",www.udemy.com/course/learn-photoshop-web-design-profitable-freelancing/,Cristian Doru Barin,$199.99,$12.59,"Rating: 4.6 out of 54.6 - (4,615)"
Graphic Design Bootcamp: Part 1,www.udemy.com/course/graphic-design-for-beginners/,Derrick Mitchell,$199.99,$16.19,"Rating: 4.5 out of 54.5 - (10,910)"
Adobe Illustrator CC – Advanced Training Course,www.udemy.com/course/adobe-illustrator-cc-advanced-training/,"Daniel Walter Scott, Instructor HQ",$199.99,$11.39,"Rating: 4.7 out of 54.7 - (2,286)"
Environment Art School: Complete Perspective Drawing Course,www.udemy.com/course/perspective-art-school-environment-landscape-drawing-course/,Scott Harris,$199.99,$11.99,"Rating: 4.6 out of 54.6 - (1,220)"
The Complete Graphic Design Theory for Beginners Course,www.udemy.com/course/graphic-design-theory-for-beginners-course/,"Lindsay Marsh, Jeremy Deighan",$179.99,$19.19,"Rating: 4.5 out of 54.5 - (2,459)"
Web Design for Beginners: Real World Coding in HTML & CSS,www.udemy.com/course/web-design-for-beginners-real-world-coding-in-html-css/,Brad Schiff,$129.99,$11.39,"Rating: 4.6 out of 54.6 - (7,799)"
Manga Art School: Anime and Manga Character Drawing Course,www.udemy.com/course/manga-art-school-anime-and-manga-style-character-drawing/,Scott Harris,$199.99,$13.19,"Rating: 4.4 out of 54.4 - (1,821)"
Anatomy for Figure Drawing: Mastering the Human Figure,www.udemy.com/course/anatomy-for-figure-drawing-and-comics/,Neil Fontaine,$94.99,$12.59,"Rating: 4.4 out of 54.4 - (3,333)"
Maya for Beginners: Complete Guide to 3D Animation in Maya,www.udemy.com/course/autodesk-maya-3d-animation-course/,"Video School Online Inc, Lucas Ridley",$199.99,$11.99,"Rating: 4.6 out of 54.6 - (2,324)"
Pixel Art Master Course - Beginner to Professional/Freelance,www.udemy.com/course/pixel-art-master-course/,Mislav Majdandžić,$199.99,$11.99,"Rating: 4.5 out of 54.5 - (2,316)"
Graphic Design Masterclass: The Next Level,www.udemy.com/course/graphic-design-masterclass-the-next-level/,Lindsay Marsh,$179.99,$11.99,Rating: 4.4 out of 54.4 - (469)
Complete Beginner's Guide to Digital Art,www.udemy.com/course/digital-art-101-from-beginner-to-pro/,Rich Graysonn,$149.99,$11.99,"Rating: 4.2 out of 54.2 - (2,833)"
Sketch from A to Z (2019): Become an app designer,www.udemy.com/course/learnsketch3/,Joseph Angelo Todaro,$149.99,$11.99,"Rating: 4.7 out of 54.7 - (5,453)"
The Digital Painting MEGA Course: Beginner to Advanced,www.udemy.com/course/the-digital-painting-mega-course-beginner-to-advanced/,Austin Batchelor,$199.99,$11.99,"Rating: 4.6 out of 54.6 - (2,944)"
Revit Architecture I Course Complete Beginners Training,www.udemy.com/course/revit-architecture-i/,Webelocity Designs,$199.99,$11.99,"Rating: 4.5 out of 54.5 - (1,193)"
After Effects CC Masterclass: Learn After Effects Today!,www.udemy.com/course/after-effects-cc/,"Phil Ebiner, Video School Online Inc",$199.99,$11.99,"Rating: 4.5 out of 54.5 - (3,876)"
After Effects - Motion Graphics & Data Visualization,www.udemy.com/course/animated-infographic-video-data-visualisation/,"Daniel Walter Scott, Instructor HQ",$194.99,$11.99,"Rating: 4.7 out of 54.7 - (2,540)"
Adobe Premiere Pro CC: Video Editing in Adobe Premiere Pro,www.udemy.com/course/adobe-premiere-pro-cc-2017-video-editing/,Louay Zambarakji,$199.99,$11.99,"Rating: 4.7 out of 54.7 - (3,031)"
Landing Page Design & Conversion Rate Optimization 2018,www.udemy.com/course/landing-page-design-best-practices/,Isaac Rudansky,$199.99,$11.99,"Rating: 4.7 out of 54.7 - (5,197)"
Learn Figma - UI/UX Design Essential Training,www.udemy.com/course/learn-figma/,Caleb Kingston,$119.99,$11.99,"Rating: 4.5 out of 54.5 - (1,978)"
