Course,URL,instructor,Price (full),Price (discount),Rank
EFT  & TFT Tapping Practitioner Certification (ACCREDITED),www.udemy.com/course/eft-tft-tapping-practitioner-certification-beginner-pro-eft/,Graham Nicholls,$194.99,$11.99,"Rating: 4.6 out of 54.6 - (2,576)"
NLP Practitioner & NLP Master Practitioner Cert (ACCREDITED),www.udemy.com/course/nlp-practitioner-master-practitioner-certification-course/,Graham Nicholls,$199.99,$11.99,"Rating: 4.6 out of 54.6 - (1,216)"
How to Draw From Beginner to Master,www.udemy.com/course/how-to-draw-from-beginner-to-master/,Joseph Patric Daniels,$199.99,$11.99,"Rating: 4.7 out of 54.7 - (1,321)"
100% Official NLP Practitioner Certification ABNLP (assoc),www.udemy.com/course/nlp-practitioner-neuro-linguistic-programming-certification-abnlp/,"Matthew Barnett, NLPIncorporated Certified NLP Training Institute",$149.99,$11.99,"Rating: 4.6 out of 54.6 - (3,109)"
The Art & Science of Drawing / BASIC SKILLS,www.udemy.com/course/the-art-and-science-of-drawing/,Brent Eviston,$34.99,$11.99,"Rating: 4.6 out of 54.6 - (5,030)"
"Procreate: Draw, Sketch, Paint, and Design on Your iPad",www.udemy.com/course/procreate-draw-sketch-paint-and-design-on-your-ipad/,"Video School Online Inc, Jeremy Hazel",$199.99,$11.99,"Rating: 4.5 out of 54.5 - (1,224)"
The Colored Pencil Drawing Course,www.udemy.com/course/the-colored-pencil-course/,Matthew Fussell,$34.99,$11.99,"Rating: 4.4 out of 54.4 - (2,294)"
HOW TO PAINT FROM BEGINNER TO MASTER,www.udemy.com/course/how-to-paint-from-beginner-to-master/,Joseph Patric Daniels,$179.99,$11.99,"Rating: 4.7 out of 54.7 - (1,021)"
The Art & Science of Figure Drawing: GESTURE,www.udemy.com/course/figuredrawing/,Brent Eviston,$99.99,$11.99,"Rating: 4.6 out of 54.6 - (1,348)"
Emotional Intelligence (EQ) Practitioner Cert (ACCREDITED),www.udemy.com/course/emotional-intelligence-practitioner-certification/,Graham Nicholls,$199.99,$11.99,Rating: 4.5 out of 54.5 - (490)
How To Make Soap - Homemade Soap Making for Beginners,www.udemy.com/course/how-to-make-soap/,Shona O'Connor,$124.99,$11.99,"Rating: 4.5 out of 54.5 - (1,478)"
Complete Day Trading : Stock Trading With Technical Analysis,www.udemy.com/course/day-trading-strategies-day-trading-with-technical-analysis/,"Jyoti Bansal (NCFM,NISM Certified Technical Analyst & Investment Adviser ), Jyoti Bansal Analysis",$199.99,$11.99,Rating: 4.6 out of 54.6 - (958)
Masterclass of Realistic Drawing and Shading Human Features,www.udemy.com/course/masterclass-of-realistic-drawing-and-shading-human-features/,"Ian Xiang, Ava Moradi",$149.99,$11.99,Rating: 4.5 out of 54.5 - (385)
The Art & Science of Drawing / FORM & SPACE,www.udemy.com/course/the-art-science-of-drawing-weeks-3-4-form-space/,Brent Eviston,$44.99,$11.99,"Rating: 4.8 out of 54.8 - (1,154)"
Dr. Ian Dunbar's SIRIUS® Dog Trainer Academy - All 4 Days,www.udemy.com/course/sirius-dog-trainer-academy-4days/,Ian Dunbar,$199.99,$11.99,"Rating: 4.5 out of 54.5 - (1,486)"
Meditation Practitioner / Teacher Certification (ACCREDITED),www.udemy.com/course/meditation-practitioner-teacher-certification-accredited/,Graham Nicholls,$199.99,$11.99,Rating: 4.7 out of 54.7 - (444)
Strategic Life Coaching Practitioner Cert (ACCREDITED),www.udemy.com/course/strategic-life-coaching-practitioner-certification-begin-pro/,Graham Nicholls,€199.99,€11.99,Rating: 4.6 out of 54.6 - (333)
BEGINNERS Watercolor. Get clear on the basics and just paint,www.udemy.com/course/painting-for-the-petrified/,Nicola A Blakemore,€99.99,€11.39,"Rating: 4.4 out of 54.4 - (1,245)"
Inside Your Dog's Mind with Victoria Stilwell,www.udemy.com/course/insideyourdogsmind/,Victoria Stilwell,€199.99,€13.19,"Rating: 4.1 out of 54.1 - (1,718)"
Anime Drawing for Beginners,www.udemy.com/course/anime-drawing-for-beginners/,Pluvias .,€54.99,€14.99,"Rating: 4.5 out of 54.5 - (1,440)"
The Beginner's Guide to Digital Art with Procreate on iPad!,www.udemy.com/course/procreate-guide/,Kurt Michael Russell,€49.99,€11.99,"Rating: 4.5 out of 54.5 - (1,405)"
The Art & Science of Figure Drawing: VOLUME & STRUCTURE,www.udemy.com/course/asfd-volume-structure/,Brent Eviston,€99.99,€11.39,Rating: 4.7 out of 54.7 - (211)
Mindfulness Based Cognitive Therapy Practitioner ACCREDITED,www.udemy.com/course/mindfulness-based-cognitive-therapy-practitioner-cert/,Graham Nicholls,€199.99,€11.99,Rating: 4.4 out of 54.4 - (210)
The Basics of Household Wiring. The Electrical System A to Z,www.udemy.com/course/learn-the-basics-of-household-wiring/,Terry Peterman,€99.99,€11.39,Rating: 4.3 out of 54.3 - (769)
