Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Become a Calculus 1 Master,www.udemy.com/course/calculus1/,Krista King,199.99,11.99,"4.6(4,513 ratings)",Teaching & Academics,Math,Calculus,"35,850",English,"Learn everything from Calculus 1, then test your knowledge with 600+ practice questions",12/2019,12/30/19
Become a Calculus 2 Master,www.udemy.com/course/calculus-2/,Krista King,199.99,11.99,"4.7(1,649 ratings)",Teaching & Academics,Math,Calculus,"23,237",English,"Learn everything from Calculus 2, then test your knowledge with 830+ practice questions",12/2019,12/30/19
Become a Calculus 3 Master,www.udemy.com/course/calculus-3/,Krista King,199.99,11.99,4.6(940 ratings),Teaching & Academics,Math,Calculus,"17,454",English,"Learn everything from Calculus 3, then test your knowledge with 780+ practice questions",12/2019,12/30/19
INTUITION MATTERS! - Applied Calculus for Engineers-Complete,www.udemy.com/course/intuition-matters-applied-calculus-for-engineers-complete/,Mark Misin,199.99,11.99,4.7(107 ratings),Teaching & Academics,Math,Calculus,"1,070",English,"Calculus + Engineering + PID: Functions, Limits, Derivatives, Vectors, differential equations, integrals: BEST CALCULUS",10/2019,12/30/19
Business Calculus for Beginners,www.udemy.com/course/business-calculus-course/,Luis Irizarry,199.99,11.99,4.8(114 ratings),Teaching & Academics,Math,Calculus,581,English,The #1 online business calculus course on the Web! Learn business calculus the easy way with mnemonics (memory tricks).,7/2017,12/30/19
Advanced Calculus/Real Analysis with the Math Sorcerer,www.udemy.com/course/advanced-calculusreal-analysis-with-the-math-sorcerer/,The Math Sorcerer,19.99,11.99,4.7(19 ratings),Teaching & Academics,Math,Calculus,179,English,Selected Topics in Advanced Calculus/Real Analysis with tons of Beautiful Proofs:),6/2019,12/30/19
Pre Calculus Mastered,www.udemy.com/course/precalculus-/,Miran Fattah,149.99,11.99,4.4(59 ratings),Teaching & Academics,Math,Calculus,490,English,"Become an Expert on a Wide Range of Functions, Trigonometry, Sequence & Series, Conic Sections and other Precalc topics",12/2019,12/30/19
Calculus III,www.udemy.com/course/calculus-iii/,Shayne Vargo,19.99,11.99,5.0(5 ratings),Teaching & Academics,Math,Calculus,64,English,Multivariate Calculus,8/2019,12/30/19
Calculus I (Differential Calculus),www.udemy.com/course/calculus-i-differential-calculus/,Math Fortress,19.99,11.99,4.9(59 ratings),Teaching & Academics,Math,Calculus,869,English,Videos on a first course in calculus (Differential Calculus).,4/2017,12/30/19
Calculus III (Multivariable Calculus),www.udemy.com/course/calculus-iii-multivariable-calculus/,Math Fortress,19.99,11.99,4.5(53 ratings),Teaching & Academics,Math,Calculus,"1,424",English,Videos on a third course in calculus (Multivariable Calculus).,8/2019,12/30/19
Calculus/Analytic Geometry II,www.udemy.com/course/calculus_analytic-geometry-ii/,Shayne Vargo,19.99,11.99,5.0(21 ratings),Teaching & Academics,Math,Calculus,133,English,A Video Lecture Series,2/2019,12/30/19
Calculus II (Integral Calculus),www.udemy.com/course/calculus-ii-integral-calculus/,Math Fortress,19.99,11.99,4.6(37 ratings),Teaching & Academics,Math,Calculus,"1,399",English,Videos on a second course in calculus (Integral Calculus).,11/2018,12/30/19
Calculus 1 with the Math Sorcerer,www.udemy.com/course/calculus-1-with-the-math-sorcerer/,The Math Sorcerer,19.99,11.99,5.0(4 ratings),Teaching & Academics,Math,Calculus,46,English,The ULTIMATE Calculus 1 Course! Hundreds of Videos and Tons of Assignments with Solutions:),7/2019,12/30/19
Calculus 1 - Limits and Continuity,www.udemy.com/course/calculus-1-limits-and-continuity/,Julio Gonzalez,199.99,11.99,4.7(30 ratings),Teaching & Academics,Math,Calculus,260,English,"Limits of Square Roots, Fractions, Rational, Trigonometric and Absolute Value Functions.",5/2017,12/30/19
Calculus 1 Mastered,www.udemy.com/course/calculus-1-mastered/,Miran Fattah,149.99,11.99,4.2(12 ratings),Teaching & Academics,Math,Calculus,167,English,"Become an Expert on Limits, Continuity, Derivatives and its Applications",12/2019,12/30/19
Learn Calculus 2 & 3 from scratch to Advanced,www.udemy.com/course/calculus-2-calculus-3/,Moein Ud Din,199.99,11.99,4.7(6 ratings),Teaching & Academics,Math,Calculus,"3,912",English,"Calculus 2 & 3 through animation,explanations,plenty of solved examples to help you in exam",10/2019,12/30/19
Vectors for Math and Calculus: A Complete & Practical Course,www.udemy.com/course/calculus-the-complete-vectors-master-class/,Estefania Cassingena Navone,19.99,11.39,4.4(12 ratings),Teaching & Academics,Math,Calculus,621,English,A deep dive into the fundamentals of vectors for math and calculus through hands-on practice and engaging visuals.,11/2019,12/30/19
AP Calculus AB -  So Easy A Child Could Do It,www.udemy.com/course/ap-calculus-ab-made-easy/,Corey Moore,199.99,50.00,3.9(4 ratings),Teaching & Academics,Math,AP Calculus,33,English,Your Journey Begins Today,2/2018,12/30/19
ABCs of Calculus,www.udemy.com/course/abcs-of-calculus/,Allen Parr,49.99,11.39,4.8(5 ratings),Teaching & Academics,Math,Calculus,121,English,Become a Calculus Master!,2/2017,12/30/19
Calculus 1 Made Easy,www.udemy.com/course/calculus-ab/,Alireza Eshghi,199.99,11.39,4.8(17 ratings),Teaching & Academics,Math,Calculus,93,English,"Learn Calculus 1, then test your knowledge on 200+ multiple choice questions",6/2019,12/30/19
