Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Mastering Brushstrokes - Part 1,www.udemy.com/course/mastering-brushstrokes-part1/,Jill Poyerd,19.99,11.39,4.6(930 ratings),Lifestyle,Arts & Crafts,Painting,"5,964",English,"Master key brushstrokes that lie at the core of watercolor, oil, and acrylic painting.",10/2019,12/31/19
Discover How to Draw and paint Comics,www.udemy.com/course/learn-to-draw-and-paint/,Neil Fontaine,64.99,11.39,4.2(918 ratings),Design,Graphic Design,Drawing,"16,715",English,"Learn to draw and paint; from your imagination, guaranteed.",12/2015,12/31/19
Mastering Brushstrokes - Part 2,www.udemy.com/course/mastering-brushstrokes-part-2/,Jill Poyerd,19.99,11.39,4.5(183 ratings),Lifestyle,Arts & Crafts,Painting,"3,858",English,"Master key brushstrokes that lie at the core of watercolor, oil, and acrylic painting.",4/2019,12/31/19
OIL PAINTING FROM BEGINNER TO MASTER,www.udemy.com/course/still-life-painting/,Joseph Patric Daniels,154.99,11.99,4.5(206 ratings),Lifestyle,Arts & Crafts,Painting,"2,111",English,HOW TO PAINT FROM BEGINNER TO MASTER,8/2019,12/31/19
Art Fundamentals: Foundations of Painting and Drawing Course,www.udemy.com/course/art-fundamentals-drawing-and-painting-essentials/,Scott Harris,199.99,11.39,4.3(671 ratings),Design,3D & Animation,Painting,"4,005",English,"Learn the principles underlying how to draw, how to paint and how to communicate visually.",12/2019,12/31/19
Intro to Abstract Painting #1 and #2,www.udemy.com/course/how-to-paint-abstracts/,Andy Morris,99.99,15.59,4.2(677 ratings),Lifestyle,Arts & Crafts,Abstract Painting,"7,201",English,Painting Acrylic Abstract Art; Find your Creativity with easy to follow Demos on how I create popular abstract paintings,10/2019,12/31/19
Art for Beginners & Kids: 8 Drawing & Mixed-Media Projects,www.udemy.com/course/beginner-art-class/,Lori Lee Ebiner,199.99,11.39,4.6(91 ratings),Lifestyle,Arts & Crafts,Art for Kids,552,English,"The Perfect Class to Learn Drawing, Painting, Watercolor, Pastel and Mixed Media Art Skills for Kids & Beginners.",11/2018,12/31/19
Learn to Paint With Impact,www.udemy.com/course/learn-to-paint-with-impact/,Malcolm Dewey,89.99,13.79,4.5(397 ratings),Lifestyle,Arts & Crafts,Painting,"3,354",English,From ordinary to stunning paintings! What makes a painting stand out from the rest? Learn how to add impact to your art.,6/2018,12/31/19
How to Loosen Up Your Painting,www.udemy.com/course/how-to-loosen-up-your-painting/,Malcolm Dewey,84.99,11.39,4.5(108 ratings),Lifestyle,Arts & Crafts,Painting,"1,029",English,Learn to Paint in a Loose Style with Oils or Acrylics,3/2019,12/31/19
Abstract Painting - Going Big,www.udemy.com/course/abstact-painting-going-big/,Andy Morris,99.99,13.19,4.3(135 ratings),Lifestyle,Arts & Crafts,Abstract Painting,"2,618",English,Learn How to Stretch and Paint Large Acrylic Abstract Paintings Economically,10/2019,12/31/19
"Paint TREES in watercolor,easily. Video demos show you how.",www.udemy.com/course/paint-trees-with-ease-my-simple-video-demos-show-you-how/,Nicola A Blakemore,49.99,11.39,4.5(149 ratings),Lifestyle,Arts & Crafts,Painting,"1,957",English,"Paint trees in watercolor with confidence. Clear video demos show you how to paint a variety of trees, common & exotic.",8/2019,12/31/19
Learn how to paint Byzantine Icons,www.udemy.com/course/learn-how-to-paint-spiritual-images-byzantine-icons/,Filip Gherghisan,199.99,16.19,4.3(87 ratings),Lifestyle,Arts & Crafts,Painting,487,English,Byzantine icons from scratch,5/2019,12/31/19
Digital Head and Portrait Painting,www.udemy.com/course/digital-head-and-portrait-painting/,Ryan Nimtz,149.99,15.59,4.2(176 ratings),Design,Game Design,Painting,"11,150",English,Learn how to draw and paint the human head like a pro!,1/2018,12/31/19
Exciting 7 Step Method to Abstract Painting,www.udemy.com/course/7-step-method-to-abstract-painting/,Andy Morris,99.99,11.39,4.5(148 ratings),Lifestyle,Arts & Crafts,Abstract Painting,734,English,"Discover a Unique and Fun method to creating abstract art, using my 7 Step Approach.",10/2019,12/31/19
learn alcohol ink and mixed media on canvas,www.udemy.com/course/learn-alcohol-ink-and-mixed-media-on-canvas/,Stacey Oflanagan,0.0,29.99,4.8(21 ratings),Personal Development,Creativity,Painting,136,English,Alcohol and acrylics on canvas,9/2019,12/31/19
Learn how to PLAN & paint a watercolor from your PHOTOS.,www.udemy.com/course/learn-how-to-plan-paint-a-watercolor-from-your-photos/,Nicola A Blakemore,39.99,11.39,5.0(1 rating),Lifestyle,Arts & Crafts,Painting,314,English,"This will help you make a great composition from a photo. How tp make changes, solve problems, select colours & paint.",11/2019,12/31/19
How to Use a Painting Knife for Amazing Paintings,www.udemy.com/course/how-to-use-a-painting-knife-for-amazing-paintings-easy/,Malcolm Dewey,24.99,11.99,4.6(23 ratings),Lifestyle,Arts & Crafts,Painting,159,English,Easy Techniques to Add Energy and Interest to Your Paintings,4/2019,12/31/19
