Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Learn & Master Sign Language,www.udemy.com/course/learnandmastersignlanguage/,Legacy Learning Systems,0.0,49.99,4.7(339 ratings),Teaching & Academics,Language,Sign Language,"1,768",English,American Sign Language,11/2014,01/01/20
Breakthrough BSL,www.udemy.com/course/breakthrough-bsl/,Olly Richards,99.99,11.39,4.2(14 ratings),Teaching & Academics,Language,Sign Language,105,English,Learn the basics of BSL & hold meaningful conversations with deaf people in everyday situations,12/2018,01/01/20
Visual Sign Language,www.udemy.com/course/visual-sign-language/,Deaf Instructor (ASL),0.0,19.99,4.8(9 ratings),Teaching & Academics,Language,Sign Language,82,English,American Sign Language,12/2019,01/01/20
SASL 101: South African Sign Language for beginners,www.udemy.com/course/sasl-101-south-african-sign-language-for-beginners/,Karabo Mogonwe,24.99,11.39,0.0(0 ratings),Teaching & Academics,Language,Sign Language,7,English,Learn basic communication in South African Sign Language,10/2019,01/01/20
Indian Sign Language,www.udemy.com/course/indian-sign-language/,Deaf Instructor (ASL),19.99,18.99,5.0(1 rating),Personal Development,Motivation,Sign Language,6,English,Signer / Interpreter,11/2019,01/01/20
First Grade Signing without Sight Words,www.udemy.com/course/swswfirstgrade/,Rose Glazener,19.99,11.39,5.0(1 rating),Teaching & Academics,Language,Sign Language,5,English,"First Grade Dolch Sight Words combined with cooresponding ASL signs for a more meaningful, multisensory experience",8/2018,01/01/20
Master Emotions in 2019 with EFT for Deaf & Hard of Hearing,www.udemy.com/course/deaf-people-can-boost-confidence-now/,Alan Kirwan,34.99,11.39,4.4(25 ratings),Personal Development,Personal Transformation,Sign Language,859,English,If you are Deaf you can learn to take control over you emotions become your own therapist and heal your life,6/2019,01/01/20
Bhagavad Gita As It Is in Sign Language,www.udemy.com/course/bhagavad-gita-as-it-is-in-sign-language/,Hare Krishna Deaf Organisation,19.99,11.39,5.0(2 ratings),Lifestyle,Other,Sign Language,8,English,The summary of all eighteen chapters of the Bhagavad Gita As It Is in British Sign Language (BSL),6/2018,01/01/20
Baby Sign Language (Indian Sign),www.udemy.com/course/baby-sign-language-indian-sign/,Deaf Instructor (ASL),19.99,18.99,0.0(0 ratings),Personal Development,Parenting & Relationships,Sign Language,154,English,Basic Signs for Parents and Children,10/2019,01/01/20
Cours LSF bébé tout le vocabulaire autour du bébé,www.udemy.com/course/littlebunbaolsf-bebe/,Marie LittleBunBao,0.0,24.99,4.8(392 ratings),Formations et diplÃ´mes,Langues,"Langue des signes
 ",2Â 521,FranÃ§ais,75 signes du quotidien du bÃ©bÃ© pour signer avec lui,8/2018,01/01/20
Vocabulaire LSF du Bambin,www.udemy.com/course/littlebunbao-lsf-vocabulaire-du-bambin/,Marie LittleBunBao,0.0,24.99,4.9(53 ratings),Formations et diplÃ´mes,Langues,Langue des signes,974,FranÃ§ais,90 signes autour du Bambin en langue des signes,12/2018,01/01/20
Cours Langue des Signes Les émotions + bonus,www.udemy.com/course/littlebunbaolsf_emotion/,Marie LittleBunBao,0.0,24.99,4.8(53 ratings),Formations et diplÃ´mes,Langues,Langue des signes,771,FranÃ§ais,40 Ã©motions en Langue des Signes explications dÃ©taillÃ©es en video,8/2018,01/01/20
Cours de base pour commencer la LSF + Alphabet,www.udemy.com/course/littlebunbao-lsf-histoire/,Marie LittleBunBao,0.0,24.99,4.9(143 ratings),Formations et diplÃ´mes,Langues,Langue des signes,478,FranÃ§ais,Apprenez l'alphabet en LSF dÃ©couvrez la difficile histoire des Sourds et de la LSF,8/2018,01/01/20
Comptines LSF bébé,www.udemy.com/course/littlebunbao-comptinelsf/,Marie LittleBunBao,0.0,24.99,4.7(32 ratings),Formations et diplÃ´mes,Langues,Langue des signes,480,FranÃ§ais,6 comptines signÃ©s pour Ã©veiller amuser et apaiser votre bÃ©bÃ©,9/2018,01/01/20
Les animaux en Langue des Signes,www.udemy.com/course/littlebunbaolsf-animaux/,Marie LittleBunBao,0.0,24.99,4.9(21 ratings),Formations et diplÃ´mes,Langues,Langue des signes,417,FranÃ§ais,65 Animaux en LSF,10/2018,01/01/20
