Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Revit Architecture I Course Complete Beginners Training,www.udemy.com/course/revit-architecture-i/,Webelocity Designs,199.99,11.99,4.5(993 ratings),Design,Architectural Design,Revit,"8,131",English,Building Information Modeling: Autodesk Revit Training : BIM Autodesk Revit Software Tutorial: Revit Architecture 2019,11/2019,01/01/20
Autodesk Revit - beginner to an intermediate level,www.udemy.com/course/autodesk-revit-for-beginners-up-to-intermediate-level/,S15 Studio,49.99,11.99,"4.5(1,344 ratings)",Design,Architectural Design,Revit,"5,324",English,"Everything you need to know to get started with Revit 2016, 2017, 2018, 2019 & 2020!",7/2018,01/01/20
Revit Architecture II Course Complete Intermediate Training,www.udemy.com/course/revit-architecture-intermediate/,Webelocity Designs,199.99,11.99,4.4(191 ratings),Design,Architectural Design,Revit,"3,246",English,Building Information Modeling : Autodesk Revit Training : BIM Autodesk Revit Software Tutorial : Revit Architecture 2019,11/2019,01/01/20
Revit Architecture III Complete Advanced Features Course,www.udemy.com/course/revit-architecture-iii/,Webelocity Designs,199.99,11.99,4.6(70 ratings),Design,Architectural Design,Revit,"2,242",English,Building Information Modeling : Autodesk Revit Training : BIM Autodesk Revit Software Tutorial : Revit Architecture 2019,11/2019,01/01/20
Revit Structure 2018 from Zero to Hero,www.udemy.com/course/revit-structure-2018-from-zero-to-hero/,Munir Hamad,19.99,11.99,4.3(734 ratings),IT & Software,Other,Revit,"2,924",English,"Covering essentials, intermediate, and advanced features of Revit Structure 2018",11/2017,01/01/20
Revit MEP 2019 Essentials and Intermediate,www.udemy.com/course/revit-mep-2019-essentials-and-intermediate/,Munir Hamad,19.99,11.99,4.4(194 ratings),IT & Software,Other,Revit,907,English,"Covering Essentials, and Intermediate features of Revit MEP 2019",12/2018,01/01/20
Learning Autodesk Revit MEP 2016,www.udemy.com/course/learning-autodesk-revit-mep-2016/,Infinite Skills,49.99,11.99,4.5(642 ratings),Design,Other,Revit,"2,556",English,"Building Information Modeling for Mechanical, Electrical, and Plumbing Engineers",1/2017,01/01/20
Revit 2019 Architectural Course For Beginner With Project,www.udemy.com/course/revit2017/,Awais Jamil,39.99,11.99,4.5(574 ratings),Design,Architectural Design,Revit,"3,061",English,Project based Revit Course,1/2018,01/01/20
Learn to program the Revit API by Boost Your BIM,www.udemy.com/course/revitapi/,Harry Mattison,0.0,194.99,4.4(170 ratings),Design,Design Tools,Revit,678,English,"Learn how to customize, automate, and improve Autodesk Revit software.",3/2019,01/01/20
Revit Structure from Scratch,www.udemy.com/course/revit-structure-from-zero-to-expert/,Creative Engineering Center,119.99,11.99,4.4(62 ratings),Teaching & Academics,Engineering,Revit,256,English,The Advanced Revit structure Course,8/2019,01/01/20
