Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Aromatherapy- Using Essential Oils For Natural Living,www.udemy.com/course/aromatherapy-how-to-use-essential-oils-in-your-everyday-life/,Mark Perren-Jones,194.99,18.59,"4.5(2,456 ratings)",Health & Fitness,General Health,Aromatherapy,"13,864",English,"Use Aromatherapy To Blend Essential Oils By The Notes, Beauty Products, Cleaning Products, Balms, Rubs And Much More!",12/2019,12/29/19
Professional Aromatherapy  Course - Aromatherapy for All,www.udemy.com/course/certified-aromatherapy-diploma-course-level-1/,Tania Magdalene,189.99,19.79,"4.5(2,091 ratings)",Personal Development,Creativity,Aromatherapy,"10,178","English
 ","Aromatherapy - Learn everything you need to know to understand the basics of Aromatherapy, Level 1 Course",12/2019,12/29/19
Clinical Aromatherapy-Treat Health Conditions Naturally,www.udemy.com/course/aromatherapy-how-to-use-essential-oils-therapeutically/,Mark Perren-Jones,199.99,14.99,4.7(335 ratings),Health & Fitness,General Health,Aromatherapy,"1,855",English,"Learn how to use aromatherapy and essential oils to become healthier, happier and feel more energetic naturally (4 CEU)",12/2019,12/29/19
Professional  Aromatherapy For Healthy Living - Level 2,www.udemy.com/course/certified-aromatherapy-for-healthy-living-level-2-diploma/,Tania Magdalene,199.99,11.99,4.6(483 ratings),Personal Development,Career Development,Aromatherapy,"3,492",English,"Train to become an Professional Aromatherapy Advisor, the next step in your journey with essential oils and aromatherapy",12/2019,12/29/19
Fully Accredited Professional Aromatherapy Diploma Course,www.udemy.com/course/fully-accredited-professional-aromatherapy-course/,Dr Karen E Wells,94.99,11.99,4.2(421 ratings),Health & Fitness,General Health,Aromatherapy,"2,165",English,"Learn to use the wonderful tools of Aromatherapy Essential Oils to Relax, Calm and De-Stress Your Clients!",11/2019,12/29/19
Aromatherapy-Clean Your Home Chemically Free Simply,www.udemy.com/course/aromatherapy-learn-how-to-clean-your-whole-house-naturally/,Mark Perren-Jones,194.99,11.39,4.6(106 ratings),Health & Fitness,General Health,Aromatherapy,819,English,"Using Aromatherapy And Essential Oils, Make Your Own 100% Natural Cleaning Products To Clean Your Entire Home Easily",12/2019,12/29/19
Aromatherapy Acupressure For Emotional Wellbeing,www.udemy.com/course/aromatherapy-acupressure-for-emotional-wellbeing/,Mark Perren-Jones,194.99,13.79,4.8(40 ratings),Health & Fitness,General Health,Aromatherapy,320,English,Use Aromatherapy Essential Oils on Acupressure Points to Reduce Stress Levels and Feel Happier and Healthier Emotionally,12/2019,12/29/19
Professional Aromatherapy Course - Making Essential Oils,www.udemy.com/course/certified-aromatherapy-diploma-make-your-own-essential-oils/,Tania Magdalene,169.99,16.19,4.6(41 ratings),Health & Fitness,General Health,Aromatherapy,302,English,"Learn 12 Different Methods To Create Your Own Aromatherapy Essential Oil Products at Home, from perfumes to sprays.",12/2019,12/29/19
Aromatherapy - Essential Oils for Health Certificate Course,www.udemy.com/course/aromatherapy-how-to-use-essential-oils-for-health-wellness/,Jennifer Schroeder,94.99,11.99,4.3(147 ratings),Lifestyle,Other,Aromatherapy,919,English,Learn the techniques used by aromatherapists and herbalists for using essential oils for health benefits - Accredited,2/2019,12/29/19
Aromatherapy-Using Essential Oils For Your Children,www.udemy.com/course/aromatherapy-using-essential-oils-for-your-children/,Mark Perren-Jones,199.99,11.39,4.8(8 ratings),Health & Fitness,General Health,Aromatherapy,95,English,A complete course on how to use aromatherapy essential oils to treat children and babies emotionally and physically,11/2019,12/29/19
