Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
MINDFULNESS MEDITATION with Jack Kornfield,www.udemy.com/course/mindfulness-meditation-jack-kornfield/,"Jack Kornfield, Ph.D.",49.99,11.99,4.5(315 ratings),Personal Development,Personal Transformation,Meditation,"1,749",English,Core Practices For Living Wisely,10/2019,12/31/19
Meditation Practitioner / Teacher Certification (ACCREDITED),www.udemy.com/course/meditation-practitioner-teacher-certification-accredited/,Graham Nicholls,199.99,11.99,4.7(330 ratings),Lifestyle,Other,Meditation,"1,997", English,A fully Accredited Meditation Practitioner / Teacher Certification course taking you from beginner to professional level,12/2019,12/31/19
Learn Meditation with Certification to Guide + 10 MP3 Audios,www.udemy.com/course/learn-to-meditate/,Melissa Crowhurst,104.99,11.99,"4.7(1,227 ratings)",Health & Fitness,Meditation, ,"6,031",English,"Learn meditation for stress relief, mindfulness, anxiety + more! Includes 10 guided audios & Meditation Certificate â¥",11/2019,12/31/19
"Sounds True's Freedom to Choose Something Different, Part 1",www.udemy.com/course/freedom-to-choose-something-different-by-pema-chodron-pt-1/,Pema Chödrön,199.99,11.99,"4.6(6,486 ratings)",Personal Development,Personal Transformation,Meditation,"37,193",English,Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,7/2016,12/31/19
Power of the Mind in Health and Healing,www.udemy.com/course/power-of-the-mind-in-health-and-healing/,"Keith R. Holden, M.D.",149.99,11.99,4.6(908 ratings),Personal Development,Personal Transformation,Meditation,"9,664",English,A science-based course about using the power of your mind to heal your body and maximize your intuition.,10/2019,12/31/19
Meditation for Beginners: How to Meditate Deeply & Quickly,www.udemy.com/course/meditation-for-beginners-learn-to-be-free-from-anxiety-now/,Ken Wells,199.99,11.99,4.4(803 ratings),Health & Fitness,Meditation, ,"18,506",English,"Meditation Techniques to Relieve Stress, Anxiety & Improve Your Health in 5 Minutes per Day - Learn Meditation Easily",8/2018,12/31/19
Mindfulness for Anxiety and Sleep - with Tara Brach,www.udemy.com/course/heal-anxiety-sleep-easily-tara-brach/,"Tara Brach, Ph.D.",49.99,11.99,4.5(434 ratings),Personal Development,Personal Transformation,Fear,"2,500",English,Learn Practices that Help Reduce Stress and Calm Fears,5/2019,12/31/19
How To Create & Sell Your Own Guided Meditations from Home,www.udemy.com/course/how-to-create-and-sell-your-own-meditation-audios-from-home/,Billy Allen,199.99,11.99,4.6(734 ratings),Personal Development,Creativity,Meditation,"8,050",English,Create Meditation Music and Leverage Digital Technology to Create and Sell Meditation Audios on Any Topic You Choose,9/2018,12/31/19
Yoga Nidra Facilitators Course: Teacher Training Program,www.udemy.com/course/yoga-nidra-facilitators-course-teacher-training-program/,Tripura Yoga,44.99,11.99,4.4(97 ratings),Health & Fitness,Yoga,Meditation,655,English,Learn To Impart The Inner Spiritual Experience To Your Students And Clients,4/2019,12/31/19
"Sounds True's Freedom to Choose Something Different, Part 2",www.udemy.com/course/freedom-to-choose-something-different-by-pema-chodron-pt-2/,Pema Chödrön,199.99,11.99,4.7(975 ratings),Personal Development,Personal Transformation,Meditation,"11,992",English,Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,7/2016,12/31/19
Fully Accredited Complete Meditation Certification Diploma,www.udemy.com/course/complete-meditation-for-all-fully-accredited-course/,Dr Karen E Wells,94.99,11.99,4.5(532 ratings),Personal Development,Personal Transformation,Meditation,"2,491",English,"Meditation for the Self Or For Teaching Others. How to easily gain peace, calm and relaxation and say goodbye to stress!",11/2019,12/31/19
Taoist Meditation Course & Guided Meditation,www.udemy.com/course/taoist-meditation-course-taoism-guided-meditation/,Master Gu,44.99,11.99,4.5(321 ratings),Health & Fitness,Meditation, ,"1,598",English,"Master Gu, Taoist Wellness Master from the Wudang Mountains, teaches Taoist meditation",5/2018,12/31/19
Meditation and the Evolution of Consciousness with Daaji,www.udemy.com/course/the-evolution-of-consciousness-heartfulness-meditation/,Kamlesh D. Patel,19.99,11.99,"4.5(1,556 ratings)",Personal Development,Personal Transformation,Consciousness,"7,660",English,"Guided heartfulness meditation for beginners |Learn to meditate for happiness, improved well being and reducing stress",10/2017,12/31/19
Meditation and Mudras,www.udemy.com/course/meditation-mudras/,Lisa Powers,199.99,11.99,4.7(417 ratings),Personal Development,Personal Transformation,Meditation,"3,528",English,"How to develop a powerful, therapeutic meditation practice",2/2018,12/31/19
Master Meditation - Creating & Selling Meditation Recordings,www.udemy.com/course/master-meditation-creating-selling-meditation-recordings/,Dr Karen E Wells,94.99,11.99,4.1(33 ratings),Marketing,Product Marketing,Meditation,331,English,"Ignite Your Create Spark! Easy Tools To Create, Sell & Promote Your Own Professional Meditation or Hypnosis Recordings!",11/2019,12/31/19
Sacred Sound & Breath Meditation,www.udemy.com/course/sound-breath-meditation/,Lisa Powers,49.99,11.99,4.7(244 ratings),Personal Development,Personal Transformation,Meditation,"2,232",English,An Experiential Journey,1/2018,12/31/19
Awakening - A complete meditation and mind training course,www.udemy.com/course/meditation-course/,Michaël Bijker,199.99,11.39,5.0(14 ratings),Health & Fitness,Meditation, ,191,English,Learn the art of meditation and mastery of the mind.,12/2019,12/31/19
Sounds True Presents: Good Medicine,www.udemy.com/course/good-medicine-by-pema-chodron/,Pema Chödrön,79.99,13.79,"4.6(1,016 ratings)",Personal Development,Personal Transformation,Meditation,"7,422",English,Pema Chodron on How to Turn Pain into Compassion Through the Practice of Meditation,12/2015,12/31/19
Meditation For Warriors - Subjective Pathworking Meditation,www.udemy.com/course/warrior-pathworking/,Chris Pizzo,99.99,11.39,4.8(20 ratings),Health & Fitness,Meditation, ,412,English,"Meditation & imagery techniques, quests, and journeys to explore, repair, and protect the fortress that is your mind.",11/2017,12/31/19
OCTASCENSION PRACTICE BASIC LEVEL,www.udemy.com/course/octascension-practice-basic-level/,Demian Haye Magic Vibrations Healing,79.99,11.39,4.9(12 ratings),Personal Development,Personal Transformation,Meditation,107,English,"A daily spiritual practice to Connect, Purify and Expand",11/2019,12/31/19
Chakras Ascension Codes : Part 1,www.udemy.com/course/chakras-ascension-codes-part-1/,Demian Haye Magic Vibrations Healing,39.99,11.39,4.7(50 ratings),Personal Development,Personal Transformation,Meditation,267, English,Learn powerful DNA activation codes to purify and activate your 7 main chakras,1/2019,12/31/19
Chakras Activation part 2,www.udemy.com/course/chakras-activation-part-2/,Demian Haye Magic Vibrations Healing,49.99,11.39,4.9(41 ratings),Health & Fitness,Meditation, ,237,English,"Learn powerful DNA activation codes to activate your underground, higher and secondary chakras !",2/2019,12/31/19
Certified Discover How to Chakra Dance and do Meditation,www.udemy.com/course/chakra-dance-and-meditate-the-fun-way-to-renewed-health/,Sharon Ramel,94.99,11.39,4.3(116 ratings),Health & Fitness,Meditation,Chakra,"2,159",English,Chakra dancing releases your stress plus discover how mindfulness meditation leads to calmness and deep peace within,11/2019,12/31/19
Flourishing in Stressful Times - with Tara Brach,www.udemy.com/course/flourishing-in-stressful-times-with-tara-brach/,"Tara Brach, Ph.D.",49.99,11.39,"4.2(1,017 ratings)",Health & Fitness,Meditation,Stress Management,"5,881",English,"Transform anger & anxiety into resilience & creative energy through the practice of compassion, mindfulness & meditation",12/2018,12/31/19
Complete Energy Healing + Reiki + Meditation Certification,www.udemy.com/course/iamhealingprogram/,Mohmood Valimohamed,179.99,11.39,4.9(40 ratings),Personal Development,Other,Meditation,201,English,"IAM Healing Program to heal yourself, family, friends and paying clients - Complete Universal Certification Program",12/2019,12/31/19
Diploma in Meditation|Meditation for Beginner to Advanced,www.udemy.com/course/diploma-in-meditationmeditation-for-beginner-to-advanced/,Akash Sehrawat,199.99,11.39,4.1(168 ratings),Personal Development,Religion & Spirituality,Meditation,"5,002",English,"Learn Meditation Techniques to reduce stress, anxiety, increase focus productivity and experience calmness joy and bliss",11/2019,12/31/19
The Art of Mindfulness Meditation:  Mindfulness Made Simple,www.udemy.com/course/mindfulness-meditation/,Ken Wells,199.99,11.39,4.4(227 ratings),Health & Fitness,Meditation,Mindfulness,"10,285",English,Mindfulness Training System - How to Meditate Without Silencing Your Mind - Meditation Techniques for Everyone,8/2018,12/31/19
Energize Your Life - Complete Wellbeing Certification Course,www.udemy.com/course/energize-your-life-complete-wellbeing-program/,Ashwani Deswal,44.99,11.39,4.9(8 ratings),Personal Development,Personal Transformation,Meditation,"1,100",English,"No other course offers such a massive collection of most powerful ancient tools for Health, Mindfulness & Self Mastery",12/2019,12/31/19
Advanced Guided Meditations!,www.udemy.com/course/advanced-guided-meditations/,NIKOLAOS BARALOS,39.99,11.39,4.7(73 ratings),Personal Development,Religion & Spirituality,Meditation,593,English,Manifest your Divine Self and purify your Soul!,11/2019,12/31/19
Certified Teen Meditation Teacher,www.udemy.com/course/certified-teen-meditation-teacher/,"Mellisa Dormoy, CHt",199.99,11.39,5.0(63 ratings),Teaching & Academics,Teacher Training,Meditation,333,English,Become a Teen Meditation Teacher with ShambalaKids,5/2018,12/31/19
Yoga Nidra - Conscious Sleep Practice,www.udemy.com/course/yoga-nidra-conscious-sleep-practice/,Stasia Bliss,99.99,13.79,4.1(138 ratings),Health & Fitness,Meditation, ,892,English,Use the Tantric art of Yoga Nidra to clear unwanted subconscious patterns & create new ones while deepening awareness.,11/2018,12/31/19
