Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
The Complete Finance Manager Course 2019,www.udemy.com/course/the-complete-finance-manager-course/,365 Careers,194.99,11.39,"4.4(1,376 ratings)",Business,Finance,Financial Management,"12,459",English,"Financial Management, ERP systems, Accounting, Capital budgeting, Presentation design, Management, and Negotiation",11/2019,01/01/20
Investment Analysis & Portfolio Management - Core Finance,www.udemy.com/course/investment-analysis-portfolio-management/,Fervent #LearnWithDistinction,179.99,11.39,4.5(402 ratings),Business,Finance,Financial Analysis,"3,059",English,Financial Analysis Done Right - Rigorously Analyse Investments & Manage Portfolios using ExcelÂ® & Google Sheets,12/2019,01/01/20
Financial Management A Complete Study for CA/CMA/CS/CFA/ACCA,www.udemy.com/course/financial-management-a-complete-study/,"Raja Natarajan, B.Com., PGDBA, FCA",199.99,11.39,4.3(700 ratings),Business,Finance,Financial Management,"7,148",English,500+ lectures & case studies for CA IPCC / CFA / CS Final / CMA Inter / MBA Finance / B. Com Final Exams & Professionals,12/2019,01/01/20
Advanced Financial Management for CA/CMA/CFA/ACCA/CS/MBA,www.udemy.com/course/advanced-financial-management-a-comprehensive-study/,"Raja Natarajan, B.Com., PGDBA, FCA",199.99,11.39,4.3(166 ratings),Business,Finance,Financial Management,"3,057",English,Expose yourself to advanced concepts in Financial Management & Prepare confidently for for CA / CS / CFA /CPA Exams,11/2019,01/01/20
Chief Financial Officer Leadership Program,www.udemy.com/course/financialanalysis/,"Blair Cook CPA, CA MBA Jen Nicholson CPA, CA",49.99,11.39,4.5(254 ratings),Business,Management,Financial Management,"2,583",English,An ever expanding program of courses helping financial professionals aspire to the top levels of financial leadership,8/2019,01/01/20
Cost Accounting and Financial Management - A Complete Study,www.udemy.com/course/cost-accounting-and-financial-management-a-complete-study/,"Raja Natarajan, B.Com., PGDBA, FCA",199.99,11.39,4.4(72 ratings),Business,Finance,Financial Management,"1,024",English,Learn theory and practical concepts in Cost Accounting and Financial Management with loads of video lectures,11/2019,01/01/20
Nonprofit Financial Management,www.udemy.com/course/bolderbiz_nonprofit-finance/,Bolder Business,39.99,11.39,3.4(50 ratings),Teaching & Academics, Teacher Training,Financial Management,283,English,"Strategies, Techniques, and Tips",4/2016,01/01/20
Consolidated Financial Statements A Complete Study,www.udemy.com/course/consolidated-financial-statements/,"Raja Natarajan, B.Com., PGDBA, FCA",149.99,11.39,3.9(25 ratings),Business,Finance,Financial Management,124,English,Step by Step course to learn preparation of Consolidated Financial Statements,11/2019,01/01/20
Investment Banking Restructuring - CDRs & Distress Valuation,www.udemy.com/course/corporate-financial-restructuring/,Institute of Investment Banking,119.99,11.39,2.5(21 ratings),Business,Finance,Financial Management,"3,283",English,Master restructuring framework and build a step-by-step three-statement bankruptcy model with real life case study,11/2018,01/01/20
Sales Training: Close More Sales with Your Clients (Part 2),www.udemy.com/course/close-the-sale-part-two-get-clients-to-ask-for-the-solution/,Jim Teteak,199.99,11.39,4.9(7 ratings),Business,Sales,Financial Management,99,"English
 ","Sales tips and sales techniques to close an investment, insurance, or planning sale with ease",11/2017,01/01/20
Personal Finance and Money Management for Beginners,www.udemy.com/course/money-management-for-those-just-getting-started/,"William ""Cal"" Hyslop",19.99,11.39,4.6(2 ratings),Finance & Accounting,Finance,Financial Management,227,English,"Begin Building a Better Financial Future Through Financial Management, Budgeting, Saving, and Investing",12/2019,01/01/20
Cold Calling: Sales Training to Develop Your Calling Style,www.udemy.com/course/financial-advisor-phoning-develop-your-unique-calling-style/,Jim Teteak,199.99,11.39,4.3(16 ratings),Business,Finance,Financial Management,108,English,Use Your Calling and Sales Skills to Quickly Fill Your Calendar with People Who Are Ready for Business,10/2017,01/01/20
Fact Finding Part Two: The Sale is Made in the Fact Finder,www.udemy.com/course/fact-finding-part-two-the-sale-is-made-in-the-fact-finder/,Jim Teteak,199.99,11.39,4.8(3 ratings),Business,Sales,Financial Management,47,English,Create a sense of purpose and urgency for your financial management clients,11/2017,01/01/20
Crash Course on Cost of Capital and Capital Structuring,www.udemy.com/course/crash-course-on-cost-of-capital-and-capital-structuring/,"Raja Natarajan, B.Com., PGDBA, FCA",24.99,11.39,4.6(129 ratings),Business,Finance,Financial Management,"12,101",English,Understand the importance of Cost of Capital and Capital Structure,5/2018,01/01/20
Fix Your Finances: Four Ways to Change Spending Behavior,www.udemy.com/course/fixyourfinances/,Peter Dunn,29.99,11.39,4.9(49 ratings),Personal Development,Personal Finance,Financial Management,235,English,"Curbing poor spending habits is just the beginning. In this course, you'll learn how to create healthy habits that last.",1/2016,01/01/20
Financial Management Risk and Return For Securities,www.udemy.com/course/risk-and-return-finance/,Sana Nazir,29.99,11.39,4.1(40 ratings),Business,Finance,Financial Management,"3,684",English,Learn the concepts for the essence of Finance that are risk and return for stocks and also practice them on Excel.,2/2016,01/01/20
Financial Management for CA Inter Exams (ICAI New Syllabus),www.udemy.com/course/financial-management-for-ca-inter-exams-icai-new-syllabus/,"Raja Natarajan, B.Com., PGDBA, FCA",199.99,11.99,5.0(1 rating),Business,Finance,Financial Management,46,English,A Complete Course on Financial Management following ICAI New Syllabus,11/2019,01/01/20
Finance for Freedom: Master Your Finances in 30 days,www.udemy.com/course/finance-for-freedom/,Joe Withrow,84.99,11.99,4.1(73 ratings),Personal Development,Personal Finance,Financial Management,"3,165",English,Break Free of the Rat-Race with Financial Education,7/2019,01/01/20
"Money, Spending and Reconciling",www.udemy.com/course/keeping-track-of-your-money/,Luis Rodriguez,19.99,11.99,3.6(2 ratings),Business,Finance,Financial Management,"1,007",English,Keeping Track of Your Money or How Do I Balance My Checkbook,3/2019,01/01/20
Happy Path FIRE - Financial Independence Retire Early,www.udemy.com/course/happy-path-fire-financial-independence-retire-early/,Laks Vajjhala,149.99,11.99,5.0(1 rating),Personal Development,Personal Finance,Financial Management,15,English,"Learn how to achieve Financial Independence and Retire Early the Easy, Fast and Safe way.",9/2019,01/01/20
Financial Statement Fundamentals for Small Biz & Investors,www.udemy.com/course/financial-statement-fundamentals/,Axel Tracy,29.99,11.99,4.3(5 ratings),Business,Finance,Financial Management,788,English,How to Understand the 'Story' of Any Business at Any Time and Improve Your Biz or Investment Results for Real Outcomes.,1/2016,01/01/20
Financial Management,www.udemy.com/course/financial-management-l/,Rowan Malherbe,99.99,11.99,4.3(6 ratings),Business,Finance,Financial Management,195,English,Let's learn how to become a Finance Manager and tools required to become the best in the field of Financial Management,6/2018,01/01/20
Financial Advisor Training: Attract New Investment Assets,www.udemy.com/course/attract-new-investment-assets/,Jim Teteak,19.99,11.99,4.8(2 ratings),Business,Finance,Financial Management,17,English,Get Them to Turn Over Their Nest Eggs to You,8/2018,01/01/20
Sales Training: Master Your Competitive Advantage,www.udemy.com/course/master-your-competitive-advantage-financial-advisors/,Jim Teteak,199.99,11.99,4.5(1 rating),Business,Finance,Financial Management,19,English,Sales Tips and Sales Techniques to Communicate with Clients in a Way that Aligns Values,12/2017,01/01/20
MONEY - Personal Financial Literacy for High School Students,www.udemy.com/course/money-personal-fiancial-literacy-for-high-school-students/,Debra Avara,44.99,11.99,2.5(1 rating),Personal Development,Personal Finance,Financial Management,12,English,Designed for grades 9 - 12,10/2018,01/01/20
Financial Management Made Easy for All,www.udemy.com/course/financial-management-made-easy-for-all/,Dr. Ma'en Al Qatamin,19.99,11.99,4.7(4 ratings),Business,Finance,Financial Management,29,English,"A simple, innovative, and engaging approach to demystify the concepts of finance",5/2017,01/01/20
How to Manage Your Money - Financial Independence & Security,www.udemy.com/course/wealth-management/,Alex Javad,194.99,48.75,4.3(7 ratings),Personal Development,Personal Finance,Financial Management,17,English,Build Wealth with Simple Financial Management Practices & Tools,6/2017,01/01/20
Interest Rate Hedging explained,www.udemy.com/course/interest-rate-hedging-explained/,Valentin Cioraneanu,164.99,41.25,0.0(0 ratings),Business,Finance,Financial Management,2,English,A comprehensive guide to hedging the interest rate exposure,4/2019,01/01/20
Corporate Finance Masterclass,www.udemy.com/course/corporate-finance-masterclass/,Samir Asaf,199.99,11.99,0.0(0 ratings),Finance & Accounting,Finance,Financial Management,5,English,Learn how corporate finance adds value to the firm,11/2019,01/01/20
Performance Management,www.udemy.com/course/performance-management-m/,Rowan Malherbe,99.99,11.99,0.0(0 ratings),Business,Finance,Financial Management,10,English,Let's learn about how you can use performance management to enhance efficiency within a company and make it grow further,6/2018,01/01/20
Sales Production Tools: Maximize Your Sales Efficiency,www.udemy.com/course/maximize-your-efficiency-tools-for-the-financial-advisor/,Jim Teteak,199.99,11.99,0.0(0 ratings),Business,Sales,Financial Management,17,English,"Double your sales production, and work two months less a year.",11/2017,01/01/20
Rack Up Repeat Sales: Stay Relevant With Your Clients,www.udemy.com/course/rack-up-repeat-sales-part-two/,Jim Teteak,199.99,11.99,0.0(0 ratings),Business,Sales,Financial Management,13,English,Stay Relevant with Indispensable Information in your Client Reviews,12/2017,01/01/20
Sales Training: Elite Production Part 1,www.udemy.com/course/elite-production-be-in-the-top-1-of-financial-advisors/,Jim Teteak,199.99,11.99,5.0(1 rating),Business,Sales,Financial Management,16,English,Sales Tips and Sales Techniques to Get Your Clients To Quadruple Their Savings With You,12/2017,01/01/20
Financial Statements 101,www.udemy.com/course/financialstatements101/,Todd Frazier,49.99,11.99,4.4(6 ratings),Business,Finance,Financial Management,27,English,Learn how to read and understand your financial statements,9/2018,01/01/20
Certified Trust and Financial Advisor (CTFA) practice exams,www.udemy.com/course/certified-trust-and-financial-advisor-ctfa-practice-exams-a/,Marvin White,39.99,11.99,4.5(1 rating),Business,Finance,Financial Management,21,English,Pass the CTFA certification on the first attempt. 692 questions,2/2019,01/01/20
Sales Practice Management: Reduce Your Stress,www.udemy.com/course/reduce-your-stress-financial-advisor-practice-management/,Jim Teteak,199.99,11.99,3.1(2 ratings),Business,Sales,Financial Management,20,English,Sales tips and Sales Techniques to Double Your Production and Profits While Working Smarter,11/2017,01/01/20
Sales Training: Elite Production Part 2,www.udemy.com/course/elite-production-be-in-the-top-1-of-advisors-part-two/,Jim Teteak,199.99,11.99,0.0(0 ratings),Business,Finance,Financial Management,14,English,Sales Tips and Sales Techniques to Start to Think and Act like a Billionaire,12/2017,01/01/20
Avoid Nightmare Tax Audits by Organizing Your Finances,www.udemy.com/course/how-to-organize-your-money-easily-using-quicken-software/,Gabriel Hernandez,29.99,11.99,4.8(3 ratings),Business,Finance,Financial Management,145,English,Your Step-By-Step Guide to Quicken Mastery,12/2017,01/01/20
The Ultimate Beginners' Guide to Handling Finances,www.udemy.com/course/the-ultimate-beginners-guide-to-handling-finances/,James Gutteridge,19.99,11.99,4.5(10 ratings),Personal Development,Personal Finance,Financial Management,62,English,Get your first job | Start getting rich now |Avoid debt |Understand tax |Live beyond average | Know secrets of the rich,1/2015,01/01/20
Sales Training: Master Your Emotional Intelligence,www.udemy.com/course/master-your-emotional-intelligence-financial-advisors/,Jim Teteak,199.99,11.99,3.5(1 rating),Business,Finance,Financial Management,22,English,Allow Sales Success to Come to You,12/2017,01/01/20
Certified Trust and Financial Advisor (CTFA) Practice Exam,www.udemy.com/course/certified-trust-and-financial-advisor-ctfa-practice-exam-g/,Certification Zone Plus,19.99,11.99,0.0(0 ratings),IT & Software,IT Certification,Financial Management,2,English,Want to pass your CTFA exam in the first attempt?Practice with 300 Real Certified Trust and Financial Advisor question,7/2019,01/01/20
