Course,URL,instructor,Price (full),Price (discount),Rank,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
"The Complete Personal Finance Course: Save,Protect,Make More",www.udemy.com/course/the-complete-personal-finance-course-save-protect-make-more/,Chris Haroun,199.99,11.39,"4.5(2,846 ratings)",Business,Finance,Personal Finance,"27,469",English,"3 Courses in 1! Save,Protect & Make More! By an Award Winning MBA Professor, VC & Best Selling Online Business Teacher.",11/2019,12/31/19
Personal Finance Masterclass - Easy Guide to Better Finances,www.udemy.com/course/personal-finance-masterclass/,Phil Ebiner,99.99,13.19,"4.2(1,296 ratings)",Personal Development,Personal Finance, ,"30,790",English,"Your complete personal finance guide to understanding finances. Save more, invest smarter, reduce loans, retire earlier!",1/2018,12/31/19
The Core Four of Personal Finance,www.udemy.com/course/the-core-four-of-personal-finance-basics/,"BrainyMoney and Son Han, CFA, CPA",29.99,11.39,"4.4(1,546 ratings)",Personal Development,Personal Finance, ,"18,698",English,Learn the core four pillars of personal finance. Get and stay motivated!,11/2019,12/31/19
Psychology of Financial Success: Master Personal Finance,www.udemy.com/course/psychology-of-financial-success/,Frank Valentine,29.99,11.39,4.8(47 ratings),Personal Development,Personal Finance, ,"1,193",English,Learn how to achieve financial success. Become financially stable and reach financial freedom. Master personal finance.,12/2019,12/31/19
"Altcoin Ratings, Reviews, & Price Analysis System",www.udemy.com/course/the-bulls-ratings-reviews-course/,The Bearable Bull,19.99,11.39,4.3(51 ratings),Personal Development,Personal Finance, ,126,English,*I'M NOT A FINANCIAL ADVISER & THIS IS NOT FINANCIAL ADVICE*,12/2019,12/31/19
Acorns' Guide to Personal Finance,www.udemy.com/course/acorns-guide-to-personal-finance/,Jennifer Barrett,74.99,11.39,"4.4(2,327 ratings)",Personal Development,Personal Finance,Debt,"22,049",English,"5 Steps to Building Wealth: Budget Better, Pay Off Debt Faster, Save and Earn More Money and Invest Wisely",1/2018,12/31/19
Get Out Of Debt Fast—A Proven Plan to Stay Debt-Free Forever,www.udemy.com/course/get-out-of-debt-fast/,"Laura Adams, MBA",199.99,50.00,4.6(95 ratings),Personal Development,Personal Finance,Debt,588,English,"Pay off credit cards, student loans, auto loans, mortgages and take control of every debt you owe for financial fitness.",1/2018,12/31/19
Personal Finance Mastery: The 6-Phase Personal Finance Plan,www.udemy.com/course/personal-finance-mastery-the-6-phase-personal-finance-plan/,Jari Roomer,199.99,11.39,4.4(76 ratings),Personal Development,Personal Finance, ,561,English,"Master the Top 'Hacks' of the Wealthy: Automatize Your Finances, Let your Money Work FOR You & Build Long-Lasting Wealth",11/2018,12/31/19
Millionaire University,www.udemy.com/course/millionaire-university/,Craig Beck,199.99,11.39,4.6(88 ratings),Lifestyle,Other,Personal Finance,547,English,How to Become Rich,2/2017,12/31/19
Personal Financial Well-Being,www.udemy.com/course/personal-financial-well-being/,Richard Okumoto,0.0,19.99,4.3(668 ratings),Personal Development,Personal Finance, ,"4,045",English,Understanding Your Financial Life,7/2018,12/31/19
Finance 101: Financial Skills for the Real World,www.udemy.com/course/finance-101-financial-skills-for-the-real-world/,365 Careers,194.99,13.19,4.6(321 ratings),Business,Finance,Personal Finance,"4,591",English,Understand and Learn How to Apply the Core Principles of Finance In a Couple of Hours,10/2019,12/31/19
