Course,URL,instructor,Price (full),Price (discount),Rank
The Complete Financial Analyst Course 2020,www.udemy.com/course/the-complete-financial-analyst-course/,365 Careers,194.99,9.99,"4.5(25,169 ratings)"
The Complete SQL Bootcamp,www.udemy.com/course/the-complete-sql-bootcamp/,Jose Portilla,194.99,9.99,"4.6(48,263 ratings)"
An Entire MBA in 1 Course:Award Winning Business School Prof,www.udemy.com/course/an-entire-mba-in-1-courseaward-winning-business-school-prof/,Chris Haroun,199.99,9.99,"4.5(29,615 ratings)"
The Complete Financial Analyst Training & Investing Course,www.udemy.com/course/the-complete-financial-analyst-training-and-investing-course/,Chris Haroun,199.99,9.99,"4.5(11,165 ratings)"
PMP Exam Prep Seminar -  PMBOK Guide 6,www.udemy.com/course/pmp-pmbok6-35-pdus/,Joseph Phillips,199.99,9.99,"4.6(34,900 ratings)"
The Business Intelligence Analyst Course 2020,www.udemy.com/course/the-business-intelligence-analyst-course-2018/,365 Careers,199.99,9.99,"4.5(10,153 ratings)"
Tableau 10 A-Z: Hands-On Tableau Training For Data Science!,www.udemy.com/course/tableau10/,Kirill Eremenko,199.99,9.99,"4.6(36,666 ratings)"
Microsoft Power BI - A Complete Introduction,www.udemy.com/course/powerbi-complete-introduction/,Manuel Lorenz,199.99,9.99,"4.5(22,762 ratings)"
Beginner to Pro in Excel: Financial Modeling and Valuation,www.udemy.com/course/beginner-to-pro-in-excel-financial-modeling-and-valuation/,365 Careers,194.99,9.99,"4.5(17,566 ratings)"
SQL - MySQL for Data Analytics and Business Intelligence,www.udemy.com/course/sql-mysql-for-data-analytics-and-business-intelligence/,365 Careers,194.99,9.99,"4.6(11,741 ratings)"
Python for Finance: Investment Fundamentals & Data Analytics,www.udemy.com/course/python-for-finance-investment-fundamentals-data-analytics/,365 Careers,194.99,9.99,"4.5(9,672 ratings)"
Become a Product Manager | Learn the Skills & Get the Job,www.udemy.com/course/become-a-product-manager-learn-the-skills-get-a-job/,Cole Mercer,194.99,9.99,"4.5(19,100 ratings)"
Microsoft Power BI - Up & Running With Power BI Desktop,www.udemy.com/course/microsoft-power-bi-up-running-with-power-bi-desktop/,Maven Analytics,199.99,9.99,"4.6(9,703 ratings)"
How to Start an Amazon FBA Store on a Tight Budget,www.udemy.com/course/sell-on-amazon-as-small-start-up/,Theo McArthur,179.99,9.99,"4.6(15,397 ratings)"
The Complete Investment Banking Course 2020,www.udemy.com/course/the-complete-investment-banking-course-2016/,365 Careers,194.99,9.99,"4.5(12,527 ratings)"
The Complete Foundation Stock Trading Course,www.udemy.com/course/foundation-course/,Mohsen Hassan,199.99,9.99,"4.6(6,926 ratings)"
"Introduction to Finance, Accounting, Modeling and Valuation",www.udemy.com/course/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,Chris Haroun,199.99,9.99,"4.4(9,900 ratings)"
The Ultimate Hands-On Hadoop - Tame your Big Data!,www.udemy.com/course/the-ultimate-hands-on-hadoop-tame-your-big-data/,Sundog Education by Frank Kane,189.99,9.99,"4.5(17,285 ratings)"
Fundamentals of Analyzing Real Estate Investments,www.udemy.com/course/real-estate-investment-analysis/,Symon He,199.99,9.99,"4.5(6,273 ratings)"
Agile Crash Course: Agile Project Management; Agile Delivery,www.udemy.com/course/agile-crash-course/,Mauricio Rubio - Agile Guru & Founder of AgileKB | Ureducation,199.99,9.99,"4.3(15,949 ratings)"
Ninja Writing: The Four Levels Of Writing Mastery,www.udemy.com/course/ninja-writing-the-four-levels-of-writing-mastery/,Shani Raja,199.99,9.99,"4.4(7,680 ratings)"
The Last Amazon FBA Course - [ 2020 ] Private Label Guide,www.udemy.com/course/how-to-sell-on-amazon-fba/,Brock Johnson,199.99,9.99,"4.7(1,115 ratings)"
Forex Trading A-Z™ - With LIVE Examples of Forex Trading,www.udemy.com/course/forex-trading/,Kirill Eremenko,194.99,9.99,"4.6(11,562 ratings)"
The Complete Presentation and Public Speaking/Speech Course,www.udemy.com/course/the-complete-presentation-and-public-speaking-speech-course/,Chris Haroun,199.99,9.99,"4.4(6,332 ratings)"
Business Analysis Fundamentals,www.udemy.com/course/business-analysis-ba/,The BA Guide | Jeremy Aschenbrenner,199.99,9.99,"4.5(14,656 ratings)"
The Complete Communication Skills Master Class for Life,www.udemy.com/course/the-complete-communication-skills-master-class-for-life/,TJ Walker,199.99,9.99,"4.3(3,370 ratings)"
The Complete Shopify Aliexpress Dropship course,www.udemy.com/course/the-complete-shopify-aliexpress-dropship-course/,Tim Sharp,199.99,9.99,"4.5(9,937 ratings)"
Tableau 10 Advanced Training: Master Tableau in Data Science,www.udemy.com/course/tableau10-advanced/,Kirill Eremenko,199.99,9.99,"4.7(7,901 ratings)"
The Complete Business Plan Course (Includes 50 Templates),www.udemy.com/course/the-complete-business-plan-course/,Chris Haroun,199.99,9.99,"4.5(1,598 ratings)"
The Complete Digital Marketing Guide - 18 Courses in 1,www.udemy.com/course/digital-marketing-guide/,Robin & Jesper | Digital Marketing Professionals,199.99,9.99,"4.5(2,732 ratings)"
"The Complete Personal Finance Course: Save,Protect,Make More",www.udemy.com/course/the-complete-personal-finance-course-save-protect-make-more/,Chris Haroun,199.99,9.99,"4.5(2,896 ratings)"
Advanced Stock Trading Course + Strategies,www.udemy.com/course/advanced-course-plus-strategies/,Mohsen Hassan,199.99,9.99,"4.6(1,828 ratings)"
