Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
RESTful Web Service with Java JAX-RS. Create & Deploy to AWS,www.udemy.com/course/create-restful-web-service-api-for-your-mobile-app/,Sergey Kargopolov,"¥18,000","¥1,320",Rating: 4.4 out of 54.4 - (342),"[(/user/sergeykargopolov/, Sergey Kargopolov)]",Development,Software Engineering,Java,"1,861",English,* Create REST API with JAX-RS and Jersey * Build Restful Web Service * Deploy to AWS * Implement CRUD with Hibernate *,11/2018,01/27/20
DAX Power Pivot - 10 Easy Steps for Beginners,www.udemy.com/course/dax-power-pivot-data-modelling-in-excel-2016-and-exercises/,Gilly Dow,"¥21,000","¥1,270",Rating: 4.6 out of 54.6 - (432),"[(/user/gilly-dow/, Gilly Dow)]",Development,Other,Power Pivot,"2,075",English,Learn how to build DAX functions in PowerPivot with Excel 2016. Reinforce and embed with practice exercises/solutions,3/2019,01/27/20
The Java Spring Tutorial: Learn Java's Popular Web Framework,www.udemy.com/course/javaspring/,John Purcell,"¥4,200","¥1,270","Rating: 4.5 out of 54.5 - (4,126)","[(/user/johnpurcell/, John Purcell)]",Development,Programming Languages,Spring Framework,"30,211",English,"Learn the hottest, most in-demand Java web framework, including web programming with Spring MVC and Hibernate. Lifetime access with no subscription on Udemy.",1/2016,01/27/20
An Introduction to the Ethernet/IP Protocol,www.udemy.com/course/an-introduction-to-the-ethernetip-protocol/,Emile Ackbarali,"¥4,200","¥1,320",Rating: 4.5 out of 54.5 - (52),"[(/user/emileackbarali/, Emile Ackbarali)]",Development,Other,SCADA,296,English,Learn the fundamentals of the Ethernet/IP protocol using both a theoretical and practical approach,10/2019,01/27/20
Applied Time Series Analysis and Forecasting with R Projects,www.udemy.com/course/r-applied-time-series-analysis-forecasting-r-projects-r-tutorials/,R-Tutorials Training,"¥11,400","¥1,270",Rating: 4.3 out of 54.3 - (325),"[(/user/rtutorials/, R-Tutorials Training)]",Development,Data Science,Forecasting Model,"2,451",English,Use R to work on real world time series analysis and forecasting examples. Applied data science with R.,7/2018,01/27/20
Kotlin Coroutines For Android Development Masterclass,www.udemy.com/course/coroutines-for-kotlin-android-development-masterclass/,Anushka Madusanka,"¥12,000","¥1,380",Rating: 4.5 out of 54.5 - (51),"[(/user/anushkamadusanka/, Anushka Madusanka)]",Development,Mobile Apps,Android Development,190,English,Master Kotlin Coroutines today. Learn best practices of multi threading and asynchronous programming in Android.,12/2019,01/27/20
Advanced Laravel and Vuejs - Build a Youtube clone,www.udemy.com/course/build-a-youtube-clone/,Kati Frantz,"¥24,000","¥1,380",Rating: 4.7 out of 54.7 - (83),"[(/user/kati-frantz/, Kati Frantz)]",Development,Web Development,Laravel,"9,666",English,"Learn the advanced concepts of the laravel and vuejs frameworks, and also build a complete real world project",7/2019,01/27/20
CSS Grid & Flexbox - The Ultimate Course Build +10 Projects,www.udemy.com/course/css-grid-flexbox-the-ultimate-course-build-10-projects/,Juan Pablo De la torre Valdez,"¥24,000","¥1,380",Rating: 4.3 out of 54.3 - (137),"[(/user/juanpablodelatorrevaldez/, Juan Pablo De la torre Valdez)]",Development,Web Development,CSS Grid,"1,174",English,Create Modern Web Layouts w/ CSS Grid & Flexbox While Building +10 Real World Projects - SASS & CSS Transitions Included,11/2019,01/27/20
Test Driven Web Application Development with Spring & React,www.udemy.com/course/test-driven-web-application-development-with-spring-react/,Basar Buyukkahraman,"¥13,200","¥1,380",Rating: 4.7 out of 54.7 - (27),"[(/user/basar-buyukkahraman/, Basar Buyukkahraman)]",Development,Software Engineering,Web App Development,856,English,"Learn by Doing - Spring, React and Test Driven Development (JUnit, Mockito, Jest, React Testing Library)",1/2020,01/27/20
C# and .NET Core for Beginners,www.udemy.com/course/c-and-net-core-for-beginners/,Pontus Wittenmark,"¥24,000","¥1,380",Rating: 4.5 out of 54.5 - (167),"[(/user/pontus-wittenmark/, Pontus Wittenmark)]",Development,Programming Languages,C#,"4,573",English,Learn C# and .NET Core from scratch,11/2018,01/27/20
The Complete jQuery Course - Beginner to Professional,www.udemy.com/course/jquery-course/,Laurence Svekis,"¥24,000","¥1,380",Rating: 4.5 out of 54.5 - (146),"[(/user/lars51/, Laurence Svekis)]",Development,Web Development,jQuery,"4,236",English,Exercises Included with Source Code. Learn how to create Dynamic and Interactive web content with ease using jQuery,11/2019,01/27/20
"Instagram Clone w/ Swift 4, Firebase and Push Notifications",www.udemy.com/course/instagram-clone-w-swift-4-firebase-and-push-notifications/,Stephan Dowless,"¥24,000","¥1,440",Rating: 4.5 out of 54.5 - (200),"[(/user/stephan-dowless/, Stephan Dowless)]",Development,Mobile Apps,Swift,764,English,Create a complete working version of Instagram using Swift 4 and Firebase. Learn how to build your own social network!,12/2019,01/27/20
Rest API/Web Services testing with SoapUI+Realtime scenarios,www.udemy.com/course/web-services-testing-with-soap-ui/,Sashi R,"¥24,000","¥1,380","Rating: 4.4 out of 54.4 - (1,008)","[(/user/sasidhar-6/, Sashi R)]",Development,Software Testing,SoapUI,"4,793",English,Highest Rated Soap UI Course #1 7000+ Students ::Web Service Testing+Groovy script+Real-time Project+Interview Questions,1/2020,01/27/20
"SAP® Netweaver Gateway - Basics, Architecture and CRUD oData",www.udemy.com/course/sap-netweaver-gateway-for-sapui5-sap-fiori-and-sap-hana/,"UI5 Community Network, Ajay Nayak","¥11,400","¥1,380",Rating: 4.0 out of 54.0 - (387),"[(/user/nuno54/, UI5 Community Network), (/user/ajaynayak8/, Ajay Nayak)]",Development,Other,NetWeaver,"2,231",English,"Go from Zero to Hero in SAP Gateway! Create your first end-to-end service scenario with SAP ERP, HANA ,SAPUI5 & Fiori.",12/2018,01/27/20
Learning C# Design Patterns,www.udemy.com/course/learning-c-design-patterns/,Infinite Skills,"¥6,000","¥1,380",Rating: 4.5 out of 54.5 - (449),"[(/user/infiniteskills/, Infinite Skills)]",Development,Other,Design Pattern,"3,342",English,"A Developer's Guide to Creational, Structural, Behavioural and MVC Patterns",1/2017,01/27/20
Microsoft Excel for Construction Management,www.udemy.com/course/microsoft-excel-for-construction-management/,James Gedney-Higham,"¥18,000","¥1,380",Rating: 4.6 out of 54.6 - (32),"[(/user/james-gedney-higham/, James Gedney-Higham)]",Development,Other,Excel,"3,757",English,"Learn to use Excel as a construction professional, start at the basics all the way to advanced formulas and visuals.",1/2020,01/27/20
SQL Server High Availability and Disaster Recovery (HA/DR),www.udemy.com/course/sqlserverhadrdeepdive/,Edwin M Sarmiento,"¥24,000","¥1,380",Rating: 4.5 out of 54.5 - (439),"[(/user/edwinsarmiento/, Edwin M Sarmiento)]",Development,Databases,SQL Server,"3,780",English,Dive deep into how SQL Server works to implement an effective high availability and disaster recovery solution.,7/2018,01/27/20
Master ASP.NET Core 2.2 Razor Pages,www.udemy.com/course/aspnet-core-razor-pages/,Bhrugen Patel,"¥24,000","¥1,380",Rating: 4.3 out of 54.3 - (316),"[(/user/bhrugenpatel/, Bhrugen Patel)]",Development,Web Development,ASP.NET Core,"1,661","English
 ",Learn the latest buzz around Razor Pages in ASP.NET Core from beginner to advance concepts. Master ASP.NET Core Razor,8/2019,01/27/20
Ruby on Rails REST API: The Complete Guide,www.udemy.com/course/ruby-on-rails-api-the-complete-guide/,Sebastian Wilgosz,"¥7,200","¥1,380",Rating: 4.0 out of 54.0 - (135),"[(/user/sebastian-wilgosz/, Sebastian Wilgosz)]",Development,Web Development,Ruby on Rails,840,English,Create complete REST-ful API application using Test Driven Development!,4/2019,01/27/20
Servlets and JSPs Tutorial: Learn Web Applications With Java,www.udemy.com/course/javawebtut/,John Purcell,"¥4,200","¥1,380","Rating: 4.6 out of 54.6 - (1,331)","[(/user/johnpurcell/, John Purcell)]",Development,Web Development,Servlet,"16,800",English,Learn how to create dynamic websites using the Java programming language with this java web application tutorial,4/2016,01/27/20
Complete JDBC Programming Part-1,www.udemy.com/course/complete-jdbc-programming-part-1/,DURGASOFT DURGA,"¥6,000","¥1,380",Rating: 4.7 out of 54.7 - (353),"[(/user/durgasoft-2/, DURGASOFT DURGA)]",Development,Other,JDBC,"1,566",English,Direct Class Room Videos To give Left and Right Anywhere about Java Database Programming,7/2019,01/27/20
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,www.udemy.com/course/aspnet-mvc-5-project-cms-and-shopping-cart-with-paypal/,Vojislav Kovacevic,€19.99,€10.44,Rating: 4.3 out of 54.3 - (481),"[(/user/dzimidula/, Vojislav Kovacevic)]",Development,Web Development,ASP.NET MVC,"2,360",English,A practical course in ASP.NET MVC 5 with Entity Framework and Bootstrap that teaches asp net mvc with ef from scratch,7/2019,01/27/20
Azure Serverless Functions and Logic Apps,www.udemy.com/course/azure-serverless/,"Scott Duffy  • 200,000+ Students, Software Architect.ca",€49.99,€10.44,Rating: 4.0 out of 54.0 - (429),"[(/user/scottduffy2/, Scott Duffy  • 200,000+ Students), (/user/scott-duffy-4/, Software Architect.ca)]",Development,Web Development,Microsoft Azure,"2,993",English,"Learn about the new Serverless model for Cloud Apps, using Azure Functions, Logic Apps, and Event Grid.",1/2020,01/27/20
Relational Database Design,www.udemy.com/course/relational-database-design/,Ben Brumm,€49.99,€10.44,"Rating: 4.1 out of 54.1 - (1,638)","[(/user/benitprofessional/, Ben Brumm)]",Development,Databases,Database Design,"9,741",English,Learn how to create an effective relational database design to use in your IT career or even a personal project.,9/2014,01/27/20
Unity : Beginner to Advanced - Complete Course,www.udemy.com/course/unity-master-video-game-development-the-complete-course/,"Dragan Neskovic, Jasmin Skamo",€199.99,€10.44,"Rating: 4.0 out of 54.0 - (1,555)","[(/user/dragan-neskovic/, Dragan Neskovic), (/user/jasmin-skamo/, Jasmin Skamo)]",Development,Game Development,Game Development Fundamentals,"90,769",English,Master Video Game development from the ground up using Unity and C#. Learn and understand how games are made.,7/2017,01/27/20
SQL Tuning,www.udemy.com/course/sql-tuning/,Amarnath Reddy,€99.99,€10.44,Rating: 3.8 out of 53.8 - (995),"[(/user/amarnathrpanyam/, Amarnath Reddy)]",Development,Other,SQL,"7,156",English,Learn how to formulate and tune SQL statements for optimal performance,7/2015,01/27/20
BI Developer : Learn ( Power BI |SSIS |SSRS |SSAS|DW|T-SQL ),www.udemy.com/course/bi-developer-learn-power-bi-ssis-ssrs-ssasdwt-sql/,Bluelime Learning Solutions,€139.99,€10.44,Rating: 4.0 out of 54.0 - (56),"[(/user/javascript-academy/, Bluelime Learning Solutions)]",Development,Other,Microsoft Power BI,"2,708",English,Gain Business Intelligence from Transforming Data,8/2019,01/27/20
Introduction to JavaScript Object Notation (JSON),www.udemy.com/course/json-training-a-javascript-object-notation-course/,Marie Taylor,€19.99,€10.44,Rating: 4.2 out of 54.2 - (430),"[(/user/marietaylor3/, Marie Taylor)]",Development,Programming Languages,JSON,"3,747",English,,11/2015,01/27/20
Master the Art of Writing Clean Code in C#,www.udemy.com/course/clean-code-csharp/,Engineer Spock,€69.99,€10.44,Rating: 4.3 out of 54.3 - (148),"[(/user/eliasfofanov/, Engineer Spock)]",Development,Programming Languages,C#,"1,423",English,Learn how to write clean and maintainable code in C# as bequeathed by Uncle Bob. Learn how to perform refactoring in C#.,8/2019,01/27/20
How to Build an Instagram Clone w/ React Native & Firebase,www.udemy.com/course/part-1-how-to-build-instagram-react-native-firebase/,Tim Moreton,€149.99,€37.50,Rating: 3.7 out of 53.7 - (88),"[(/user/timmoreton/, Tim Moreton)]",Development,Mobile Apps,Firebase,308,English,"Learn how to build an Instagram clone with React Native Expo, Firebase, Redux & React Navigation",4/2019,01/27/20
"Java EE with Vaadin, Spring Boot and Maven",www.udemy.com/course/java-ee-with-vaadin-spring-boot-and-maven/,Holczer Balazs,€199.99,€10.44,Rating: 4.1 out of 54.1 - (849),"[(/user/holczerbalazs/, Holczer Balazs)]",Development,Other,Java EE,"4,848",English,"Vaadin Framework, Spring, Spring Security, Spring Boot, Maven, JPA, JBoss - WildFly",4/2019,01/27/20
Learn to Create & Publish Games for Mobile,www.udemy.com/course/unitymobile/,James Doyle,€149.99,€10.44,Rating: 4.2 out of 54.2 - (167),"[(/user/james-doyle-4/, James Doyle)]",Development,Game Development,Mobile Game Development,"1,049",English,Mobile development made easy. Learn C# using Unity and create & publish your own mobile game,4/2018,01/27/20
Python Programming for Beginners - Learn in 100 Easy Steps,www.udemy.com/course/python-tutorial-for-beginners/,in28Minutes Official,€199.99,€10.44,"Rating: 4.4 out of 54.4 - (1,897)","[(/user/in28minutes/, in28Minutes Official)]",Development,Programming Languages,Python,"40,048",English,Python for Absolute Beginners. Learn Python Programming using a Step By Step Approach with 200+ code examples.,1/2020,01/27/20
Part 1 and Part 2 Certification Exam Strategy,www.udemy.com/course/study-togaf/,"Scott Duffy  • 200,000+ Students, Software Architect.ca",€64.99,€10.44,Rating: 4.0 out of 54.0 - (470),"[(/user/scottduffy2/, Scott Duffy  • 200,000+ Students), (/user/scott-duffy-4/, Software Architect.ca)]",Development,Software Engineering,TOGAF 9 Foundation,"4,634",English,"How to study for the TOGAF® 9.1 Level 1 and Level 2 Exams, or the TOGAF Combined Exam",11/2019,01/27/20
Docker from A to Z™: Swarm + Jenkins,www.udemy.com/course/a-practical-guide-to-docker-swarm-and-jenkins/,"James Kayes-Smith, Samy Mkacher",€19.99,€10.44,"Rating: 4.0 out of 54.0 - (1,409)","[(/user/james-kayes-smith/, James Kayes-Smith), (/user/samymkacher/, Samy Mkacher)]",Development,Development Tools,Jenkins,"11,821",English,"In this Docker complete training, you'll master Docker with Jenkins, DevOps and AWS.",3/2018,01/27/20
The Complete Universal Windows Platform (UWP) Course,www.udemy.com/course/complete-uwp-course/,"CubeTech Academy, LLC.",€149.99,€10.44,Rating: 4.1 out of 54.1 - (277),"[(/user/cubetech/, CubeTech Academy, LLC.)]",Development,Other,Universal Windows Platform,"1,340",English,"Start exploring the wider world of Universal Windows Platform (Windows 10), and build robust and scalable apps.",12/2019,01/27/20
ASP.Net MVC Quick Start,www.udemy.com/course/aspnet-mvc-quick-start/,Brian Gorman,€79.99,€10.44,"Rating: 4.5 out of 54.5 - (1,839)","[(/user/briangorman/, Brian Gorman)]",Development,Web Development,ASP.NET MVC,"18,223",English,"Build your own public-facing CRUD (Create, Read, Update, Delete) website w/MVC and Entity Framework in a weekend.",11/2019,01/27/20
Ready for Production with Spring Boot Actuator,www.udemy.com/course/ready-for-production-with-spring-boot-actuator/,John Thompson,"₩60,500","₩13,200",Rating: 4.3 out of 54.3 - (142),"[(/user/john-thompson-2/, John Thompson)]",Development, Web Development,Spring Boot,"1,618",English,Manage your Spring Boot Applications in Production with Spring Boot Actuator,11/2019,01/27/20
"Make 2D, 3D & RPG Games in Unity®: C# & 3D Model Masterclass",www.udemy.com/course/unitygamesrpg/,"Mammoth Interactive, John Bura","₩220,000","₩13,200",Rating: 4.0 out of 54.0 - (93),"[(/user/mammoth-interactive/, Mammoth Interactive), (/user/johnbura/, John Bura)]",Development,Game Development,Game Development Fundamentals,"1,195",English,"Build VR games & an RPG in Unity®! Create game art from scratch in Blender, learn to code in C#, & build virtual reality",6/2019,01/27/20
Complete Java Tutorial Step by Step - become a programmer,www.udemy.com/course/complete-java-tutorial-step-by-step/,Shibaji Paul,"₩220,000","₩13,200",Rating: 4.3 out of 54.3 - (18),"[(/user/shibajipaul/, Shibaji Paul)]",Development,Programming Languages,Java,179,English,"Learn Java to become Industry ready programmer. Acquire skills in Java to face job interviews, develop Android apps.",1/2020,01/27/20
Ultimate Web Developer Course Build 10 Websites from Scratch,www.udemy.com/course/ultimate-web-developer-course-build-10-websites-from-scratch/,Laurence Svekis,"₩220,000","₩13,200",Rating: 4.3 out of 54.3 - (366),"[(/user/lars51/, Laurence Svekis)]",Development,Web Development, ,"11,066",English,"Build 10+ complete websites from scratch, supercharge your portfolio learn how to create websites",11/2019,01/27/20
Stylized Game Art: Character Sculpting for Video Games,www.udemy.com/course/stylized-game-art-character-sculpting-for-video-games/,Class Creatives,"₩220,000","₩13,200",Rating: 4.6 out of 54.6 - (10),"[(/user/class-creatives/, Class Creatives)]",Development,Game Development,Character Sculpting,137,English,"Modern Nextgen Fundamental Workflow Development: Thor Overwatch Style with Zbrush, PBR, Maya, Substance, Unity, Unreal",1/2020,01/27/20
"REST API Testing, Automation via POSTMAN + real Google API",www.udemy.com/course/rest-api-testing-automation-via-postman-git-jenkins-jira/,Sergei Semenov,"₩27,500","₩13,200",Rating: 4.4 out of 54.4 - (184),"[(/user/sergey-3/, Sergei Semenov)]",Development,Software Testing,Postman,699,English,"REAL TEST PROJECT! + Test JavaScript, JSON Schema Validation, Collection, Monitor, Mock Server, GIT, JENKINS, API NASA",10/2019,01/27/20
Learning Data Modeling,www.udemy.com/course/learning-data-modeling/,Infinite Skills,"₩55,000","₩13,200",Rating: 3.8 out of 53.8 - (378),"[(/user/infiniteskills/, Infinite Skills)]",Development,Other,Data Modeling,"3,354",English,A step by step guide to data modeling concepts and best practices underpinning sound database design.,1/2017,01/27/20
The Complete VMware Horizon 7: Beginner to Advanced: 3-in-1,www.udemy.com/course/the-complete-vmware-horizon-7-beginner-to-advanced-3-in-1/,Packt Publishing,"₩220,000","₩13,200",Rating: 3.5 out of 53.5 - (118),"[(/user/packtpublishing/, Packt Publishing)]",Development,Development Tools,VMware Horizon,710,English,"Design, architect, implement, and deploy your VDI with VMware Horizon 7
 ",8/2018,01/27/20
Learn to build 40 2D and 3D games in Unity®!,www.udemy.com/course/learn-to-build-40-2d-and-3d-games-in-unity/,"Mammoth Interactive, John Bura","₩220,000","₩13,200",Rating: 4.6 out of 54.6 - (21),"[(/user/mammoth-interactive/, Mammoth Interactive), (/user/johnbura/, John Bura)]",Development,Game Development,Unity,329,English,Build your first simple games by learning fast game development. Learn to code in C# today with efficient projects!,2/2019,01/27/20
Oracle GoldenGate 12c Fundamentals,www.udemy.com/course/oracle-goldengate-12c-fundamentals/,Ahmed Baraka,"₩154,000","₩38,500",Rating: 4.4 out of 54.4 - (311),"[(/user/a-baraka/, Ahmed Baraka)]",Development,Other,Oracle GoldenGate,"1,277",English,Build and manage an Oracle 12c GoldenGate configuration,12/2019,01/27/20
Learn Power BI Fast,www.udemy.com/course/learn-power-bi-fast/,Parker Stevens,"₩110,000","₩13,200",Rating: 4.4 out of 54.4 - (500),"[(/user/parker-stevens-2/, Parker Stevens)]",Development,Databases,Microsoft Power BI,"4,276",English,Build a professional Power BI report in less than 2 hours. Learn data visualization basics and advanced techniques.,2/2018,01/27/20
Golang: Introduction to REST API JWT auth with Golang,www.udemy.com/course/build-jwt-authenticated-restful-apis-with-golang/,Mike M,"₩22,000","₩13,200",Rating: 4.1 out of 54.1 - (160),"[(/user/mikiasmohamed/, Mike M)]",Development,Web Development,Go Programming Language,"1,153",English,Golang: Intro to JWT Auth with Golang (Go programming language),12/2019,01/27/20
Data Science & Machine Learning : Hands on Data Science 2020,www.udemy.com/course/data-science-with-python-and-pandas/,"Ankit Mistry, Data Science & Machine Learning Academy by Ankit Mistry","₩22,000","₩13,200",Rating: 4.3 out of 54.3 - (369),"[(/user/ankitmistry/, Ankit Mistry), (/user/ankit-mistry-5/, Data Science & Machine Learning Academy by Ankit Mistry)]",Development,Data Science, ,"6,542",English,"Numpy, Pandas, Matplotlib, Scikit-Learn, WebScraping, Data Science, Machine Learning, Pyspark, statistics, Data Science",1/2020,01/27/20
Leaflet for Beginners,www.udemy.com/course/leaflet-for-beginners/,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix","₩55,000","₩13,200",Rating: 4.2 out of 54.2 - (191),"[(/user/eduonix/, Eduonix Learning Solutions), (/user/eduonix-tech/, Eduonix-Tech .), (/user/samy-77/, Samy Eduonix)]",Development,Web Development,Leaflet,"12,006",English,Complete guide for building map rich applications using Leaflet,12/2018,01/27/20
All You Need to Know About ITSM Processes In ServiceNow,www.udemy.com/course/itsm-processes-in-servicenow/,Revanth Sodavaram Muni,"₩38,500","₩13,200",Rating: 4.0 out of 54.0 - (367),"[(/user/revanth-sodavaram-muni/, Revanth Sodavaram Muni)]",Development,Other,ServiceNow,"1,759",English,Understand the Core ITSM Processes in ServiceNow,2/2018,01/27/20
Building An E-Commerce Store Using Java Spring Framework,www.udemy.com/course/building-an-e-commerce-store-using-java-spring-framework/,Le Deng,"₩104,500","₩13,200","Rating: 3.8 out of 53.8 - (1,016)","[(/user/ledeng/, Le Deng)]",Development,Web Development,Spring Framework,"4,454",English,"Hands-on experience with Spring MVC, Spring Data, Hibernate, JPA, Spring Security, Spring Webflow and more",12/2016,01/27/20
"Subquery Magic: Write awesome SQL, Master T-SQL Sub Queries",www.udemy.com/course/sub-query-magic-write-t-sql-subqueries-using-sql-server/,Kris Wenzel,$124.99,$11.99,Rating: 4.7 out of 54.7 - (175),"[(/user/kriswenzel2/, Kris Wenzel)]",Development,Databases,T-SQL,"2,232",English,Take the mystery out of subqueries & take your SQL to the next level. Use SQL Server & write data driven nested queries.,6/2019,01/27/20
Introduction to WebRTC,www.udemy.com/course/introduction-to-webrtc/,Infinite Skills,$49.99,$11.99,Rating: 4.3 out of 54.3 - (356),"[(/user/infiniteskills/, Infinite Skills)]",Development,Other,WebRTC,"1,496",English,Fundamentals of Real Time Communication on the Web through Simple APIs,1/2017,01/27/20
Automating QGIS 3.xx with Python,www.udemy.com/course/automating-qgis-3xx-with-python/,Michael Miller,$99.99,$25.00,Rating: 4.5 out of 54.5 - (36),"[(/user/michael-miller-7/, Michael Miller)]",Development,Other,QGIS,189,English,Taking your QGIS skills to the next level,11/2019,01/27/20
Hello! Programming with Python for Kids and Beginners,www.udemy.com/course/hello-python-programming-story-1/,Animate U,$19.99,$11.99,Rating: 4.6 out of 54.6 - (318),"[(/user/atsupy33/, Animate U)]",Development,Programming Languages,Python,"4,517",English,"Beginner, Basics, Foundation, Code, Coding, Graphics, Game, Data, Computer Science, Scratch, Kids, Teens, K12, Children",9/2018,01/27/20
Clustering & Classification With Machine Learning In Python,www.udemy.com/course/clustering-classification-with-machine-learning-in-python/,Minerva Singh,$199.99,$11.99,Rating: 4.3 out of 54.3 - (130),"[(/user/minervasingh/, Minerva Singh)]",Development,Data Science,Machine Learning,"2,375",English,Harness The Power Of Machine Learning For Unsupervised & Supervised Learning In Python,12/2019,01/27/20
Implementing Serverless Microservices Architecture Patterns,www.udemy.com/course/implementing-serverless-microservices-architecture-patterns/,Packt Publishing,$124.99,$11.99,Rating: 3.8 out of 53.8 - (77),"[(/user/packtpublishing/, Packt Publishing)]",Development,Programming Languages,Microservices,"1,275",English,The perfect course to implementing Microservices using Serverless Computing on AWS,6/2018,01/27/20
Data Structures and Algorithms In Python,www.udemy.com/course/data-structures-algorithms-in-python/,Deepali Srivastava,$149.99,$11.99,Rating: 4.3 out of 54.3 - (287),"[(/user/deepalisrivastava/, Deepali Srivastava)]",Development,Software Engineering,Data Structures,"1,339",English,Data Structures and Algorithms in Python programming for coding interviews questions/Linked list/Trees/hashing/sorting,12/2019,01/27/20
Azure Machine Learning using Cognitive Services,www.udemy.com/course/azure-machine-learning-using-cognitive-services/,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",$99.99,$11.99,Rating: 4.5 out of 54.5 - (74),"[(/user/learn-programming-academy/, Tim Buchalka's Learn Programming Academy), (/user/eduardorosasosorno/, Eduardo Rosas)]",Development,Web Development,Microsoft Azure,983,English,"Learn the Azure Machine Learning Studio, Azure Bot Service, Video Indexing service, Computer Vision for OCR and more!",12/2019,01/27/20
Machine Learning with Python|Business Applications|AI Robot,www.udemy.com/course/machine-learning-with-python-intelligent-gaming-robot/,"United Engineering, YouCan Academy",$199.99,$11.99,Rating: 3.9 out of 53.9 - (13),"[(/user/engineering-united/, United Engineering), (/user/youcan-academy/, YouCan Academy)]",Development,Data Science,Machine Learning,182,English,Machine Learning Zero to Hero for the Reinforcement learning & Classification Algorithms (Build Machine Leaning robot),11/2019,01/27/20
Python for Geospatial,www.udemy.com/course/pyspatial/,Arthur Lembo,$49.99,$11.99,Rating: 4.0 out of 54.0 - (254),"[(/user/art-lembo/, Arthur Lembo)]",Development,Other,Python,"2,444",English,"learn to write Python scripts for ArcGIS, QGIS, Postgres, and other geospatial software",6/2017,01/27/20
JavaScript & LeetCode | The Ultimate Interview Bootcamp,www.udemy.com/course/ultimate-javascript-leetcode-interview-bootcamp/,Kevin Nguyen,$199.99,$11.99,Rating: 4.5 out of 54.5 - (315),"[(/user/e86e635b-3dba-4118-860e-ec6b76a956db/, Kevin Nguyen)]",Development,Software Engineering,Engineering Interview,"32,650",English,Learn *all* the best practical tricks/techniques to solve those pesky interview problems so you can land that dream job!,12/2019,01/27/20
"The Python Masterclass: Build AI, ML and TensorFlow Models",www.udemy.com/course/pythonmammothinteractive/,"Mammoth Interactive, John Bura",$199.99,$11.99,Rating: 4.6 out of 54.6 - (17),"[(/user/mammoth-interactive/, Mammoth Interactive), (/user/johnbura/, John Bura)]",Development,Data Science,Python,306,English,"Learn to analyze data to make decisions and predict the future. Use project tools with Android support, Python and Java.",11/2018,01/27/20
WordPress for eCommerce: Build online stores with WordPress,www.udemy.com/course/wordpress-ecommerce/,Tanzeel Ur Rehman,$199.99,$11.99,Rating: 4.6 out of 54.6 - (656),"[(/user/tanzeelurrehman3/, Tanzeel Ur Rehman)]",Development,E-Commerce,WordPress for Ecommerce,"18,457",English,"A step-by-step guide for Mastering WordPress | Build, Setup and customize eCommerce websites using WordPress.",8/2019,01/27/20
A Beginner's Guide to a Microservices Architecture,www.udemy.com/course/a-beginners-guide-to-a-microservices-architecture/,Idan Gabrieli,$159.99,$11.99,Rating: 4.2 out of 54.2 - (104),"[(/user/idangabrieli/, Idan Gabrieli)]",Development,Other,Microservices,"6,562",English,"Learn the Microservices overall Architecture, Building Blocks, Key Advantages, Challenges and Industry Case Studies",11/2019,01/27/20
Firebase Authentication & Security Complete Guide,www.udemy.com/course/firebase-authentication/,Full-Stack Code Camp,$199.99,$11.99,Rating: 4.7 out of 54.7 - (43),"[(/user/fullstackcodecamp/, Full-Stack Code Camp)]",Development,Web Development,Firebase,386,English,"Authenticate users with email, Google, Facebook, Twitter and Github. Learn Authorization by building a ""To do list"" app",2/2019,01/27/20
Introduction to AWS IoT,www.udemy.com/course/introduction-to-aws-iot/,"Venkatesh Varadachari, Sahithi Venna",$199.99,$11.99,Rating: 4.4 out of 54.4 - (20),"[(/user/venkateshvaradachari/, Venkatesh Varadachari), (/user/sahithi-venna/, Sahithi Venna)]",Development,Other,Amazon AWS,192,English,Learn to develop IoT Projects using Amazon Web Services,10/2019,01/27/20
Generate and visualize data in Python and MATLAB,www.udemy.com/course/suv-data-mxc/,Mike X Cohen,"₩33,000","₩13,200",Rating: 4.7 out of 54.7 - (146),"[(/user/mike-x-cohen/, Mike X Cohen)]",Development,Data Science, ,"5,780",English,"Learn how to simulate and visualize data for data science, statistics, and machine learning in MATLAB and Python",1/2020,01/27/20
Survival Analysis in R,www.udemy.com/course/survival-analysis-in-r/,R-Tutorials Training,"₩115,500","₩13,200",Rating: 4.4 out of 54.4 - (90),"[(/user/rtutorials/, R-Tutorials Training)]",Development,Data Science,R,510,English,"Use R to master survival analysis, duration analysis, event time analysis or reliability analysis.",4/2019,01/27/20
"REST API Design, Development, Security, Testing & Management",www.udemy.com/course/api-analysis-design-development-testing-and-management/,Sanjay Bharatiya,"₩49,500","₩13,200",Rating: 4.3 out of 54.3 - (25),"[(/user/sanjay-bharatiya/, Sanjay Bharatiya)]",Development,Other,API,199,English,"REST API Design - Swagger/Open API, API Develop - Spring Boot/Java, API Management - Apigee Gateway, API Security - JWT",1/2020,01/27/20
