Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
ComputerCavalry: IT Help Desk Training for IT Professionals!,www.udemy.com/course/computercavalry-it-helpdesk/,Korey Sheppard,"₩22,000","₩13,200",Rating: 4.5 out of 54.5 - (234),"[(/user/korey-sheppard/, Korey Sheppard)]",IT & Software,Operating Systems,Technical Support,"2,614",English,Help Desk Training for IT Professionals is a 10 lecture course that provides valuable work experience to beginners in IT,9/2017,01/27/20
Learn Linux User Space Debugging,www.udemy.com/course/learn-linux-user-space-debugging/,Linux Trainer,"₩22,000","₩13,200",Rating: 3.1 out of 53.1 - (2),"[(/user/linux-trainer/, Linux Trainer)]",IT & Software,Operating Systems,Linux,25,English,Linux User Space Debugging,11/2019,01/27/20
Lean Six Sigma Yellow Belt Online Course,www.udemy.com/course/fast-track-lean-six-sigma/,Nilakantasrinivasan Janakiraman,"₩44,000","₩13,200",Rating: 4.3 out of 54.3 - (436),"[(/user/nilakantasrinivasanjanakiraman/, Nilakantasrinivasan Janakiraman)]",Business,Operations,Lean Six Sigma Yellow Belt,"1,745",English,"Prepare to Obtain Yellow Belt Certification - Get awesome Jobs, Promotions and Pay hikes like an MBA. ASQ / IASSC CSSYB",11/2019,01/27/20
Mastering Vyatta Firewall! (Beginner to Advanced),www.udemy.com/course/mastering-vyatta-firewall-beginner-to-advanced/,Lamur Richnl,"₩22,000","₩13,200",Rating: 4.6 out of 54.6 - (59),"[(/user/lamurrichnl/, Lamur Richnl)]",IT & Software,Network & Security,Firewall,"2,294",English,"From small to Fortune 500 companies, are connected and protected by Vyatta!!!.",11/2015,01/27/20
Information Security for  IT Professionals,www.udemy.com/course/information-security-for-professionals/,Rahul Jamgade,"₩49,500","₩13,200",Rating: 4.4 out of 54.4 - (13),"[(/user/rahul-jamgade-2/, Rahul Jamgade)]",IT & Software,Network & Security,Information Security,396,English,Information Security for beginners and intermediate Level,10/2019,01/27/20
PMP - Project Management Professional - Mock Test,www.udemy.com/course/pmp-project-management-professional-exam/,BINKIS DEV,฿600,฿360,Rating: 4.7 out of 54.7 - (2),"[(/user/binkis-dev/, BINKIS DEV)]",IT & Software,IT Certification,PMP,23,English,PMP - Certification Exam | Unique & Latest Questionnaires,10/2019,01/27/20
Microsoft MTA Security Fundamentals 98-367: Test Prep,www.udemy.com/course/microsoft-technology-associate-security-fundamentals-course/,MASTER I.T. Professional,"฿3,800",฿360,Rating: 4.5 out of 54.5 - (33),"[(/user/master-it/, MASTER I.T. Professional)]",IT & Software,IT Certification,Microsoft 98-367,118,English,Security Fundamentals Test Preparation Course,6/2018,01/27/20
Xilinx VIVADO Beginner Course for FPGA Development in VHDL,www.udemy.com/course/vhdl-programming-with-xilinx-vivado-and-zynq-fpga/,Digitronix Nepal,"฿5,200",฿360,Rating: 3.3 out of 53.3 - (25),"[(/user/digitronix-nepal/, Digitronix Nepal)]",IT & Software,Hardware,Zynq FPGA,227,English,"Learn how to Create VHDL Design,Simulation Testbench & Implementation with Xilinx VIVADO & FPGA: from Basic to Advanced.",1/2019,01/27/20
Build your Lab to practice any course - Beginner to Advanced,www.udemy.com/course/build-your-lab-to-practice-any-course-beginner-to-advanced/,"ICTTX ', Bassam Darweesh","฿2,000",฿360,Rating: 4.7 out of 54.7 - (5),"[(/user/icttx/, ICTTX '), (/user/bassam-darweesh-32/, Bassam Darweesh)]",IT & Software,Network & Security,Network Administration,"1,184",English,Learn how to create your own lab and network at home for practicing any Course,11/2019,01/27/20
Home Automation projects with NodeMCU ESP8266 & iOS 11,www.udemy.com/course/making-home-automation-iot-projects-with-nodemcu-ios-11/,Jeffrey Huang,"฿1,400",฿360,Rating: 3.9 out of 53.9 - (70),"[(/user/jeffrey-huang-9/, Jeffrey Huang)]",IT & Software,Hardware,Home Automation,"5,560",English,Learn how to easily make Home Automation projects with Basic Electronic Components,2/2018,01/27/20
VMware vSAN 6.7 Specialist 2019 - 5V0-21.19 Practice Exam,www.udemy.com/course/vmware-vsan-67-specialist-exam-2019-5v0-2119-practice-exam/,Luxman Thangarajah,฿800,฿360,Rating: 3.0 out of 53.0 - (19),"[(/user/luxman-thangarajah/, Luxman Thangarajah)]",IT & Software,IT Certification,VMware Vsan,66,English,Pass on your first try! Preparing you for the real exam,8/2019,01/27/20
ASIS International - Certified Protection Professional (CPP),www.udemy.com/course/asis-international-certified-protection-professional-cpp/,Mayank Singh,฿800,฿360,Rating: 5.0 out of 55.0 - (1),"[(/user/mayank-singh-40/, Mayank Singh)]",IT & Software,IT Certification,Security Certification,24,English,Pass ASIS CPP Exam on the first attempt. 4 Practice test with 400+ unique Questions and Answers.,7/2019,01/27/20
Professional Scrum Master Practice Exam PSM1,www.udemy.com/course/professional-scrum-master-practice-exam-psm1/,Hussain Mansoor,฿600,฿360,Rating: 3.9 out of 53.9 - (21),"[(/user/hussain-mansoor-4/, Hussain Mansoor)]",IT & Software,IT Certification,Professional Scrum Master (PSM),360,English,Agile Scrum Master (PSM1) Certification practice,9/2019,01/27/20
CEH v10 Exam 312-50 - 600 Practice Exam Questions & dumps,www.udemy.com/course/ceh-v10-exam-312-50-600-practice-exam-questions-dumps/,James Bolton,฿600,฿360,Rating: 4.0 out of 54.0 - (3),"[(/user/james-bolton-33/, James Bolton)]",IT & Software,IT Certification,Certified Ethical Hacker (CEH),26,English,Certified Ethical Hacker Exam Practice Simulation,11/2019,01/27/20
Cisco CCNP Switch (300-115) Practice Test : Updated 2020,www.udemy.com/course/cisco-ccnp-switch-300-115-practice-test-new-updated-2019/,Mehul Patel,"฿1,000",฿360,Rating: 4.9 out of 54.9 - (4),"[(/user/mehul-patel-43/, Mehul Patel)]",IT & Software,IT Certification,CCNP Routing and Switching,22,English,New Updated Best CCNP Switch Practice Exams to test your knowledge and passing your real Cisco exam in first attempt,1/2020,01/27/20
Learning Ethical Hacking From Professionals - Systems,www.udemy.com/course/complete-professional-ethical-hacking-course/,Eduardo ORENES,"฿4,200",฿360,Rating: 4.4 out of 54.4 - (40),"[(/user/eduardoorenes/, Eduardo ORENES)]",IT & Software,Network & Security,Ethical Hacking,390,English,Ethical Hacking for Beginners - Learn Ethical Hacking and Penetration Testing from Scratch! - Book included!,4/2019,01/27/20
Palo Alto Networks certified Sec Eng (PCNSE) practice test,www.udemy.com/course/paloalto-networks-certified-sec-eng-pcnse-practice-test/,Braxon Academy,฿600,฿360,Rating: 3.8 out of 53.8 - (25),"[(/user/f8c49aec-55d9-4aa7-961c-5507189e89a3/, Braxon Academy)]",IT & Software,Network & Security,PCNSE,178,English,Build confidence and pass PCNSE exam with these practice test at first try with these 100 Questions. (With Explanations),10/2018,01/27/20
PL-900 Exam: Microsoft Power Platform Fundamentals 2019,www.udemy.com/course/pl-900-exam-microsoft-power-platform-fundamentals-2019/,Ashish Rana,"฿1,600",฿360,Rating: 2.7 out of 52.7 - (4),"[(/user/ashish-rana-55/, Ashish Rana)]",IT & Software,IT Certification,Microsoft Certification,19,English,Right time to get your Power Platform certification as future is for No-Code applications.,12/2019,01/27/20
Introduction to Cyber Security,www.udemy.com/course/introduction-to-cyber-security/,e-Learning PRO,"฿3,800",฿360,Rating: 4.1 out of 54.1 - (41),"[(/user/ahmad-obaidi/, e-Learning PRO)]",IT & Software,Network & Security,Cyber Security,589,English,Covers the fundamentals of information and cyber security.,8/2018,01/27/20
Networking Fundamentals - Cisco CCNA,www.udemy.com/course/network-fundamentals/,Sam Fitzgerald,"฿5,800",฿360,Rating: 4.2 out of 54.2 - (46),"[(/user/networkingstepbystep2/, Sam Fitzgerald)]",IT & Software,IT Certification,IT Networking Fundamentals,277,English,"Networking Fundamentals Taught Efficient, Quick, Painless, & Easy To Understand - Unlike The Other Guys",8/2018,01/27/20
70-767 Implementing a SQL Data Warehouse Practice Test,www.udemy.com/course/70-767-implementing-a-sql-data-warehouse-practice-test/,Wei Yun Wang,"฿5,400",฿360,Rating: 0.0 out of 50.0 - (0),"[(/user/wei-yun-wang-2/, Wei Yun Wang)]",IT & Software,IT Certification,Microsoft Certification,21,English,70-767 Certification preparation,11/2019,01/27/20
IP Addressing for Beginners - CCNA Preparation,www.udemy.com/course/ip-addressing-for-beginners-ccna-preparation/,Armin Sarajlic,"₩104,500","₩13,200",Rating: 4.8 out of 54.8 - (57),"[(/user/armin-sarajlic/, Armin Sarajlic)]",IT & Software,IT Certification,Network Infrastructure,"1,833",English,Everything a beginner needs to know about IP addresses and basics of Network Communication.,4/2017,01/27/20
Six Sigma Black Belt Training,www.udemy.com/course/six-sigma-black-belt-training/,OTIFAS Six Sigma,"₩22,000","₩13,200",Rating: 4.1 out of 54.1 - (22),"[(/user/rajagopal4/, OTIFAS Six Sigma)]",Business,Operations,Six Sigma Black Belt,257,English,Upgrading your Six Sigma Green Belt training into Six Sigma Black Belt,6/2014,01/27/20
Case Studies of Award-Winning XSS Attacks: Part 1,www.udemy.com/course/case-studies-of-award-winning-xss-attacks-part-1/,Dawid Czagan,"₩110,000","₩13,200",Rating: 4.0 out of 54.0 - (14),"[(/user/dawidczagan/, Dawid Czagan)]",IT & Software,Network & Security,Bug Bounty,148,English,Learn How to Find Award-Winning XSSs in Modern Web Applications,3/2019,01/27/20
Surviving Digital Forensics: Windows Explorer,www.udemy.com/course/surviving-digital-forensics-proving-file-knowledge-part-1/,Michael Leclair,"₩44,000","₩13,200",Rating: 4.2 out of 54.2 - (33),"[(/user/michaelleclair2/, Michael Leclair)]",IT & Software,Network & Security,Computer Forensics,428,English,Learn how to prove file use & knowledge with evidence from Windows Explorer,6/2014,01/27/20
Huawei | HCIA-Routing & Switching V2.5  (H12-211),www.udemy.com/course/huawei-hcia-routing-switching-v25-h12-211/,Karan Singhal,"₩27,500","₩13,200",Rating: 3.6 out of 53.6 - (14),"[(/user/karan-singhal-4/, Karan Singhal)]",IT & Software,IT Certification,Huawei Certification,38,English,Pass Huawei H12-211 Exam on the first attempt. 2 Practice Test with 190+ unique Questions and Answers.,7/2019,01/27/20
LPIC-1 Practice Exams|Get LPIC-1 Certified Easily For 2019,www.udemy.com/course/lpic-1-practice-examsget-lpic-1-certified-easily-for-2017/,Inspiring Generations Academy,0,"₩38,500",Rating: 4.2 out of 54.2 - (22),"[(/user/inspiring-generations-academy/, Inspiring Generations Academy)]",IT & Software,IT Certification,LPIC-1: Linux Administrator,904,English,Final Prep For The LPIC-1 | Test Your Knowledge | Pass The First Time |,11/2019,01/27/20
ISACA CRISC Certification Exam - Practice Test,www.udemy.com/course/isaca-crisc-5-certification-exam-practice-test/,Vicky Rajagopal,"₩22,000","₩13,200",Rating: 3.8 out of 53.8 - (21),"[(/user/prabhu-vignesh/, Vicky Rajagopal)]",IT & Software,IT Certification,CRISC,194,English,ISACA CRISC Certification Exam - Practice Test - Certified in Risk and Information Systems Control (CRISC),7/2017,01/27/20
"3 in 1 IoT Bundle : Arduino Uno, ESP8266 and Raspberry Pi",www.udemy.com/course/learn-iot/,Python Pros,"₩214,500","₩13,200",Rating: 3.5 out of 53.5 - (119),"[(/user/python-from-ui5cn/, Python Pros)]",IT & Software,Hardware,Internet Of Things,521,English,Learn and Understand the Inner working of Most Popular Devices and Hardware for Making IoT Usecases Come to Life,12/2017,01/27/20
Microsoft 70-467 Designing Intelligence Solutions w/SQL 2012,www.udemy.com/course/microsoft-70-467-designing-business-intelligence-solution/,Stone River eLearning,"₩220,000","₩13,200",Rating: 4.0 out of 54.0 - (49),"[(/user/marktrego/, Stone River eLearning)]",IT & Software,IT Certification,Business Intelligence,366,English,Designing Business Intelligence Solutions with Microsoft SQL Server 2012,12/2016,01/27/20
Master VHDL Design for use in FPGA and VLSI Digital Systems,www.udemy.com/course/vhdl-design-and-modeling-of-digital-systems/,"Clyde R. Visser, P.E.","₩137,500","₩13,200",Rating: 3.9 out of 53.9 - (107),"[(/user/clydervisserpe/, Clyde R. Visser, P.E.)]",IT & Software,Hardware,FPGA,"1,916",English,VHDL Design and Modeling Tutorial for both the beginner and experienced Programmer using a Xilinx FPGA Development Board,1/2020,01/27/20
1 Hr Scrum Master™  Certification Prep-Pass on your 1st try!,www.udemy.com/course/scrum-master-exam-prep/,Hiro Takashimya,"₩22,000","₩13,200",Rating: 4.4 out of 54.4 - (13),"[(/user/tam-doan-4/, Hiro Takashimya)]",IT & Software,IT Certification,Professional Scrum Master (PSM),47,English,"Stop looking further, this course will help you achieve your PSM™ Scrum Certification",1/2020,01/27/20
CISSP Certification Domain 1 & 2: The Complete Course,www.udemy.com/course/cybersecurity-cissp-domain-1-2/,CISSP Zone,"₩220,000","₩13,200",Rating: 5.0 out of 55.0 - (4),"[(/user/cisspzone/, CISSP Zone)]",IT & Software,IT Certification,Cyber Security,23,English,This course (Domain 1 & 2) covers many of the foundational concepts of information systems security.,12/2019,01/27/20
1Z0-160 Oracle Database Cloud Service,www.udemy.com/course/1z0-160-oracle-database-cloud-service/,Deepak Brahmbhatt,"₩60,500","₩13,200",Rating: 4.0 out of 54.0 - (9),"[(/user/deepak-brahmbhatt/, Deepak Brahmbhatt)]",IT & Software,IT Certification,Oracle Database,43,English,Certify as an Oracle Database Cloud Service architect and generate a strong annual salary,7/2019,01/27/20
Ardunio Robotics with ROS : Mastering Mobile Robots,www.udemy.com/course/mastering-mobile-robot-with-ros-ardunio-car-sensors-to-ros/,Muhammad Luqman,"₩220,000","₩13,200",Rating: 3.4 out of 53.4 - (28),"[(/user/e8894488-eb79-45f5-aef1-f3a8733b6f43/, Muhammad Luqman)]",IT & Software,Hardware,Robotics,"2,369",English,Advance Mobile Robotics and understanding using Ros with ESP8266 Wifi module.,12/2019,01/27/20
"Mastering Putty for beginners (+ Session Manager, MobaXTerm)",www.udemy.com/course/mastering-putty-for-beginners/,GlobalETraining.com | Train Your Brain,"₩82,500","₩13,200",Rating: 4.1 out of 54.1 - (37),"[(/user/global-e-training/, GlobalETraining.com | Train Your Brain)]",IT & Software,Operating Systems,Crafting,"2,380",English,Handy little tool to quickly launch SSH sessions to UNIX/Linux Servers. PLUS.. Amazon AWS Linux Virtual Machine Setup!,3/2019,01/27/20
1z0-960:Oracle Financials Cloud General Ledger Certification,www.udemy.com/course/1z0-960oracle-financials-cloud-general-ledger-certification/,Fusion Experts,0,"¥4,200",Rating: 3.9 out of 53.9 - (9),"[(/user/cloud-hcm-experts/, Fusion Experts)]",IT & Software,IT Certification,Oracle Cloud,48,English,Practice and prepare for 1Z0-960: Oracle Financials Cloud: GL 2017 Implementation Essentials with 105 questions,11/2018,01/27/20
ISACA CISA: Certified Information Systems Auditor Exam Prep,www.udemy.com/course/pass-cisa/,"Ucertified 57,000+ Students 102 Courses","¥24,000","¥1,380",Rating: 3.6 out of 53.6 - (62),"[(/user/lab-it-management/, Ucertified 57,000+ Students 102 Courses)]",IT & Software,IT Certification, CISA,"6,427",English,Pass ISACA CISA IT Certification by Practicing On Mock Simulation Exams Test Questions,10/2017,01/27/20
Introduction To Cybersecurity,www.udemy.com/course/introduction-to-cybersecurity/,MERAH Nasreddine,"¥12,000","¥1,380",Rating: 4.0 out of 54.0 - (19),"[(/user/merah-nasreddine/, MERAH Nasreddine)]",IT & Software,Network & Security,Cyber Security,85,English,"This course is designed to introduce students, professionals and the community to the exciting field of cybersecurity",3/2018,01/27/20
Microsoft 70-412: Configuring Advanced Windows Server 201...,www.udemy.com/course/ms70-412configuring-advanced-windows-server-2012-servicesr2/,Stone River eLearning,"¥24,000","¥1,380",Rating: 3.4 out of 53.4 - (49),"[(/user/marktrego/, Stone River eLearning)]",IT & Software,IT Certification,Windows Server,707,English,Microsoft 70-412: Configuring Advanced Windows Server 2012 Services R2,8/2017,01/27/20
ARM Cortex-M  (TM4C123)  Complete TIMERS Cookbook,www.udemy.com/course/arm-cortex-m-complete-timers-cookbook/,Israel Gbati,"¥6,000","¥1,380",Rating: 3.9 out of 53.9 - (47),"[(/user/israel-gbati-2/, Israel Gbati)]",IT & Software,Hardware,ARM Cortex-M,479,English,Build Hardware Drivers and API's using TIMERS,10/2019,01/27/20
The Road to Ethical Hacking - Beginner to Expert!: 3-in-1,www.udemy.com/course/the-road-to-ethical-hacking-beginner-to-expert-3-in-1/,Packt Publishing,"¥24,000","¥1,380",Rating: 4.1 out of 54.1 - (9),"[(/user/packtpublishing/, Packt Publishing)]",IT & Software,Network & Security,Ethical Hacking,69,English,A Step by Step Guide to learn the latest Ethical Hacking Concepts and clear Ethical Hacking Examination!,11/2018,01/27/20
C Programming Basics For Microcontrollers & Embedded System,www.udemy.com/course/c-programming-for-microcontrollers/,"Educational Engineering Team, Ashraf Said","¥12,000","¥1,380",Rating: 4.0 out of 54.0 - (83),"[(/user/educational-engineering-team/, Educational Engineering Team), (/user/ashraf-said-6/, Ashraf Said)]",IT & Software,Hardware,Microcontroller,"11,702",English,Go from zero to hero in programming with C and C# Languages and start your Microcontroller Journey,2/2019,01/27/20
LPIC-1 (Exam 102 v5) : System Administrator Certification,www.udemy.com/course/lpic-1-exam-102-v5-system-administrator-certification/,"TEST4U Testing, Training, Evaluation Platform","¥4,800","¥1,440",Rating: 5.0 out of 55.0 - (2),"[(/user/test4u-2/, TEST4U Testing, Training, Evaluation Platform)]",IT & Software,IT Certification,LPIC-1: Linux Administrator,21,English,"65 Assignments with instant assessment using TEST4U, 2 Practice tests (containing 67 questions in total), 15 Lectures",7/2019,01/27/20
Intro to Cyber Security Certification - Security+ Boot Camp,www.udemy.com/course/securityplustraining/,Chad Russell,"¥11,400","¥1,380",Rating: 4.3 out of 54.3 - (618),"[(/user/chad-russell-2/, Chad Russell)]",IT & Software,IT Certification,CompTIA Security+,"10,246",English,Get a brief introduction to the Cyber Security Industry and Security+ Certification,7/2016,01/27/20
1Z0-1009: Oracle Global Human Resources Cloud implementation,www.udemy.com/course/1z0-1009-oracle-global-human-resources-cloud-implementation/,Karan Singhal,"¥3,600","¥1,380",Rating: 3.5 out of 53.5 - (16),"[(/user/karan-singhal-4/, Karan Singhal)]",IT & Software,IT Certification,Oracle Certification,62,English,Crack Oracle Certification for Global HR Cloud Implementation Essentials 1Z0-1009 Exam.,7/2019,01/27/20
SQL Server 2014: Management Studio,www.udemy.com/course/sql-server-2014-management-studio/,Integrity Training,"¥24,000","¥1,380",Rating: 4.2 out of 54.2 - (12),"[(/user/integtrity-training/, Integrity Training)]",IT & Software,Operating Systems,DbContext,55,English,Management Studio,4/2019,01/27/20
Real Application Cluster (RAC) on Oracle Cloud with hands-on,www.udemy.com/course/oracle-12coracle-real-application-cluster/,Zulqarnain Hayat,"¥12,000","¥1,380",Rating: 3.8 out of 53.8 - (43),"[(/user/fa77478d-0a0d-41bc-b21d-75e79b13dda5/, Zulqarnain Hayat)]",IT & Software,Network & Security,Cluster Analysis,162,English,"An extensive course of 21 lectures, 2 hours of video-based sessions on all about managing Oracle cloud RAC databases,12c",12/2019,01/27/20
Network Monitoring Using Nagios,www.udemy.com/course/network-monitoring-using-nagios/,ZAKARIA BOUIZAR,"¥3,600","¥1,380",Rating: 4.2 out of 54.2 - (49),"[(/user/bouizar-zakaria/, ZAKARIA BOUIZAR)]",IT & Software,Network & Security,Network Monitoring,304,English,Learn how to monitor your infrastructure equipments using Nagios,7/2017,01/27/20
The Complete Salesforce Administrator Certification Guide,www.udemy.com/course/the-complete-salesforce-administrator-certification-guide/,Spencer Lowry,"¥7,800","¥1,380",Rating: 3.7 out of 53.7 - (68),"[(/user/spencerlowry/, Spencer Lowry)]",IT & Software,IT Certification,Salesforce Certified Administrator,"8,888",English,Learn How to Acquire an Admin 201 Certification!,9/2018,01/27/20
Programming Network Applications in Java,www.udemy.com/course/programming-network-applications-in-java/,Cyber Quince,"¥6,000","¥1,380",Rating: 4.3 out of 54.3 - (30),"[(/user/cyberquince/, Cyber Quince)]",IT & Software,Network & Security,Network Programming,"3,923",English,TCP and UDP sockets in Java,3/2019,01/27/20
Network Socket programming in C Practical Way,www.udemy.com/course/network-socket-programming-in-c-practical-way/,THE MMZ,"¥2,400","¥1,440",Rating: 3.7 out of 53.7 - (51),"[(/user/themmz/, THE MMZ)]",IT & Software,Network & Security,Socket Programming,"1,737",English,C is a powerful language and must be learned to write your own Network,11/2019,01/27/20
CCNA Security 210-260 - IINS v 3.0 - PART 5/6,www.udemy.com/course/ccna-security-210-260-iins-v-30-part-56/,sikandar Shaik,€199.99,€11.99,Rating: 4.5 out of 54.5 - (53),"[(/user/sikandar2/, sikandar Shaik)]",IT & Software,IT Certification,Cisco CCNA,437,English,Cryptography - Virtual Private Network - IPSec Site to Site VPN - Remote Access VPN - SSL VPN,12/2017,01/27/20
CCNP ROUTE 300-101 Deep Dive:,www.udemy.com/course/ccnp-rs-route-300-101-deep-dive-with-baldev/,Baldev Singh,€99.99,€11.99,Rating: 4.4 out of 54.4 - (118),"[(/user/baldevsinghdeshwal/, Baldev Singh)]",IT & Software,IT Certification,CCNP Routing and Switching,634,English,CCNP R&S ROUTE 300-101 Deep Dive: With Baldev,3/2017,01/27/20
Cisco CCNA ICND2 (200-105): Practice Exams,www.udemy.com/course/cisco-ccna-icnd2-practice-tests/,Matt Carey,€99.99,€11.99,Rating: 3.6 out of 53.6 - (41),"[(/user/mattcarey4/, Matt Carey)]",IT & Software,IT Certification,Cisco CCNA,141,English,These CCNA test questions are very close to what you will see on the actual CCNA ICND2 exam. *Current for 2020,9/2018,01/27/20
Master Microsoft Dynamics 365 Unified Service Desk (USD),www.udemy.com/course/mb2-718-microsoft-dynamics-365-for-customer-service-part-4/,Online CRM Training (3E Consulting Private Limited),€99.99,€11.99,Rating: 4.3 out of 54.3 - (32),"[(/user/online-crm-training/, Online CRM Training (3E Consulting Private Limited))]",IT & Software,IT Certification,Microsoft Dynamics 365,285,English,Learn About Managing Unified Service Desk (USD) in Microsoft Dynamics 365 And Become An Expert!,8/2019,01/27/20
How to build a perfect lab at home and gain some experience,www.udemy.com/course/how-to-build-a-perfect-lab-at-home-and-gain-some-experience-ccna-cisco/,Marious Kuriata,€24.99,€11.99,Rating: 4.4 out of 54.4 - (52),"[(/user/marious/, Marious Kuriata)]",IT & Software,IT Certification,Cisco CCNA,247,English,"Learn how to create a network and lab at home for any Cisco exam. A custom-made rack for CCENT, CCNA, and other exams",10/2017,01/27/20
"ISACA CISA Practice Exams (Domains 1, 2 and 3) - 2019",www.udemy.com/course/cisa-2019/,PrepCert Academy,€19.99,€11.99,Rating: 3.7 out of 53.7 - (7),"[(/user/5492069130c92/, PrepCert Academy)]",IT & Software,Network & Security,CISA,341,English,Crack CISA exam on your first attempt with this 690 UNIQUE Real Questions from 2019,7/2019,01/27/20
"Network Security,Firewall, VPN and CCNA tests",www.udemy.com/course/network-associate-security/,NewWay Academy,€149.99,€11.99,Rating: 4.1 out of 54.1 - (36),"[(/user/ahmed-mahmoud-ismaiel/, NewWay Academy)]",IT & Software,Network & Security,Network Security,"3,728",English,"principles of network security,Cyber Security, Firewall technologies , Network address > Discount coupon: SALES9.99",11/2019,01/27/20
Building an Architectural Walkthrough Using Unity,www.udemy.com/course/building-an-architectural-walkthrough-using-unity/,Packt Publishing,€84.99,€11.99,Rating: 4.1 out of 54.1 - (55),"[(/user/packtpublishing/, Packt Publishing)]",IT & Software,Hardware,Unity,432,"English
 ",Walk around in your own architectural design with the Unity Game Authoring system,8/2015,01/27/20
Case Studies of Award-Winning XSS Attacks: Part 2,www.udemy.com/course/case-studies-of-award-winning-xss-attacks-part-2/,Dawid Czagan,€99.99,€11.99,Rating: 4.1 out of 54.1 - (12),"[(/user/dawidczagan/, Dawid Czagan)]",IT & Software,Network & Security,Bug Bounty,132,English,Learn How to Find Award-Winning XSSs in Modern Web Applications,3/2019,01/27/20
Cryptography with Python,www.udemy.com/course/cryptography-with-python/,Packt Publishing,€124.99,€11.99,Rating: 3.7 out of 53.7 - (28),"[(/user/packtpublishing/, Packt Publishing)]",IT & Software,Network & Security,Cryptography,238,English,"Encrypt, evaluate, compare, and attack your data",12/2017,01/27/20
AZ-400 Azure DevOps Solutions Certification - Practice Tests,www.udemy.com/course/az-400-azure-devops-solutions-certification-practice-tests/,EXAM SUCCESS,€199.99,€11.99,Rating: 3.5 out of 53.5 - (5),"[(/user/santu-ghosh-5/, EXAM SUCCESS)]",IT & Software,IT Certification,Microsoft AZ-400,67,English,Microsoft AZ-400 Practice Exam - Microsoft Azure DevOps Solutions,1/2020,01/27/20
DevOps Engineer Training - 31 Hours - Learnoa Certification,www.udemy.com/course/devops-engineer-28-hrs-learnoa-certification/,Learnoa .com,€114.99,€28.75,Rating: 0.0 out of 50.0 - (0),"[(/user/learnoa/, Learnoa .com)]",IT & Software,IT Certification,DevOps,20,English,DevOps,7/2019,01/27/20
CEHv10 Practice Tests with explanations,www.udemy.com/course/cehv10-practice-tests-with-explanations/,Apoorvaa Joshi,€24.99,€11.99,Rating: 4.3 out of 54.3 - (11),"[(/user/apoorvaa-joshi/, Apoorvaa Joshi)]",IT & Software,Network & Security,Certified Ethical Hacker (CEH),81,English,EC Council Certified | CEH,6/2019,01/27/20
Cisco CCNA Labs with Packet Tracer,www.udemy.com/course/cisco-ccna-labs-with-packet-tracer/,Matt Carey,€99.99,€11.99,Rating: 4.2 out of 54.2 - (24),"[(/user/mattcarey4/, Matt Carey)]",IT & Software,IT Certification,Cisco CCNA,208,English,Learn how to configure Cisco devices with Cisco Packet Tracer and prepare for the CCNA exam. *Current for CCNA in 2020,7/2019,01/27/20
The Complete CompTIA IT Fundamentals FC0-U61 Prep Test,www.udemy.com/course/the-complete-comptia-it-fundamentals-fc0-u51-prep-test/,Phillip Roos,€19.99,€11.99,Rating: 3.7 out of 53.7 - (55),"[(/user/phillip-roos/, Phillip Roos)]",IT & Software,IT Certification,IT Fundamentals,277,English,"Study, Practice and Prepare for you CompTIA IT Fundamentals Certification exam. Be Ready and start your IT Career.",9/2019,01/27/20
MTA 98-383 Introduction to Programming Using HTML and CSS,www.udemy.com/course/mta-98-383-introduction-to-programming-using-html5-and-css3/,"TEST4U Testing, Training, Evaluation Platform",€39.99,€11.99,Rating: 4.2 out of 54.2 - (5),"[(/user/test4u-2/, TEST4U Testing, Training, Evaluation Platform)]",IT & Software,IT Certification,Microsoft Certification,33,English,"162 Assignments with instant assessment using TEST4U, 2 Practice tests (containing 102 questions in total)",12/2019,01/27/20
Cisco Networking LABS Crash Course for the CCNA,www.udemy.com/course/cisco-networking-crash-course/,Lazaro Diaz,"¥24,000","¥1,440",Rating: 4.7 out of 54.7 - (26),"[(/user/infothenetworkingdoctorscom/, Lazaro Diaz)]",IT & Software,IT Certification,Cisco CCNA,169,English,This course has all the labs you need to practice for a Cisco cert & real world,6/2018,01/27/20
CompTIA CySA+ Video Training Series (with Charles Judd),www.udemy.com/course/cysa-video-training/,"Kevin Wallace Training, LLC","¥12,000","¥1,440",Rating: 4.6 out of 54.6 - (20),"[(/user/kevinwallace6/, Kevin Wallace Training, LLC)]",IT & Software,Network & Security,Cyber Security,110, English,Get Ready to Crush Your CS0-001 Exam!,10/2018,01/27/20
Risk Management - Introduction to Risk ( ISACA - CRISC ),www.udemy.com/course/isaca-crisc-risk-management-introduction-to-risk-isaca-crisc/,J.C. Networking,"¥7,200","¥1,440",Rating: 3.7 out of 53.7 - (5),"[(/user/jc-networking/, J.C. Networking)]",IT & Software,IT Certification,CRISC,26,English,This is the first course in the series for ISACA CRISC exam preparation.,1/2020,01/27/20
