Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Photography Masterclass: A Complete Guide to Photography,www.udemy.com/course/photography-masterclass-complete-guide-to-photography/,"Phil Ebiner, William Carnahan, Video School Online Inc, Sam Shimizu-Jones","₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (26,509)","[(/user/philipebiner2/, Phil Ebiner), (/user/william-carnahan/, William Carnahan), (/user/phil-ebiner/, Video School Online Inc), (/user/samshimizujones2/, Sam Shimizu-Jones)]",Photography,Photography Fundamentals,Photography,"139,752",English,The Best Online Professional Photography Class: How to Take Amazing Photos for Beginners & Advanced Photographers,1/2020,01/27/20
Premiere Pro CC for Beginners: Video Editing in Premiere,www.udemy.com/course/adobe-premiere-pro-video-editing/,"Phil Ebiner, Video School Online Inc","₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (12,958)","[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Video Design,Adobe Premiere,"147,929",English,Learn how to edit videos in Adobe Premiere Pro with these easy-to-follow Premiere Pro video editing tutorials.,11/2019,01/27/20
Adobe Lightroom Classic CC & CC: Photo Editing Masterclass,www.udemy.com/course/adobe-lightroom/,"Phil Ebiner, Rapid Growth Coaching Top 10% on Udemy, Video School Online Inc","₩220,000","₩13,200","Rating: 4.3 out of 54.3 - (4,784)","[(/user/philipebiner2/, Phil Ebiner), (/user/jonhaase2/, Rapid Growth Coaching Top 10% on Udemy), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Photography Tools,Adobe Lightroom,"49,583",English,"Your complete guide to editing beautiful photos in Adobe Lightroom Classic CC and Adobe Lightroom CC, both versions!",3/2019,01/27/20
iPhone Photography | Take Professional Photos On Your iPhone,www.udemy.com/course/iphonephotography/,Dale McManus,"₩55,000","₩13,200","Rating: 4.7 out of 54.7 - (5,784)","[(/user/dale-mcmanus/, Dale McManus)]",Photography,Digital Photography,iPhone Photography,"18,406",English,Your Online Guide to Taking Stunning iPhone Photography Like a Professional Digital Photographer,3/2019,01/27/20
The Complete Video Production Bootcamp,www.udemy.com/course/video-production-bootcamp/,"Phil Ebiner, William Carnahan, Sam Shimizu-Jones, Video School Online Inc","₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (4,744)","[(/user/philipebiner2/, Phil Ebiner), (/user/william-carnahan/, William Carnahan), (/user/samshimizujones2/, Sam Shimizu-Jones), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Video Design,Video Production,"58,369",English,"Make better videos with the ultimate course on video production, planning, cinematography, editing & distribution.",11/2018,01/27/20
Night Photography: You Can Shoot Stunning Night Photos,www.udemy.com/course/night-photography/,"Phil Ebiner, William Carnahan, Sam Shimizu-Jones, Video School Online Inc","₩110,000","₩13,200",Rating: 4.5 out of 54.5 - (995),"[(/user/philipebiner2/, Phil Ebiner), (/user/william-carnahan/, William Carnahan), (/user/samshimizujones2/, Sam Shimizu-Jones), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Digital Photography,Night Photography,"41,837",English,You will shoot amazing night photos that impress your family and friends with this complete night photography course!,3/2019,01/27/20
Adobe Lightroom CC Masterclass: Complete Photo Editing Guide,www.udemy.com/course/adobe-lightroom-classic-cc-photo-editing-course/,"Phil Ebiner, Video School Online Inc","₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (1,031)","[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Photography Tools,Adobe Lightroom,"14,066",English,Learn how to make your photos look amazing with this Adobe Lightroom Classic CC and Lightroom CC photo editing course.,1/2020,01/27/20
Complete Filmmaker Guide: Become an Incredible Video Creator,www.udemy.com/course/incrediblevideocreator/,Julian Melanson,"₩220,000","₩13,200","Rating: 4.3 out of 54.3 - (2,143)","[(/user/julian-melanson/, Julian Melanson)]",Photography,Video Design,Video Production,"13,613",English,Get 7 Years of Filmmaking Experience - Everything from Pre-Production to Editing - in 5 Hours,9/2018,01/27/20
VIDEO STORYTELLING. Creative Excellence Class,www.udemy.com/course/videography-storytelling/,Andrew St.Pierre White,"₩165,000","₩13,200",Rating: 4.5 out of 54.5 - (559),"[(/user/andrewstpierrewhite/, Andrew St.Pierre White)]",Photography,Video Design,Storytelling,"2,861",English,"Creative videography, storytelling, shooting and editing in an easy to follow course for intermediates and beginners.",12/2019,01/27/20
The Complete Final Cut Pro X Course Beginner To Intermediate,www.udemy.com/course/finalcutproxcourse/,"Joe Parys, Joe Parys Support","₩220,000","₩13,200","Rating: 4.4 out of 54.4 - (1,052)","[(/user/josephparys/, Joe Parys), (/user/joe-parys-academy/, Joe Parys Support)]",Photography,Video Design,Final Cut Pro,"13,244",English,In this complete course students will learn how to edit their videos using Final Cut Pro X from beginner to intermediate,1/2020,01/27/20
Color Grading with Da Vinci Resolve:  Beginner to Advanced,www.udemy.com/course/color-grading-with-da-vinci-resolve-beginner-to-advanced/,Matthew Falconer,"₩165,000","₩13,200",Rating: 4.6 out of 54.6 - (661),"[(/user/matthew-falconer-2/, Matthew Falconer)]",Photography,Video Design,Color Grading,"4,414",English,Learn to grade like a professional with hands-on projects and guidance!,11/2019,01/27/20
Film using ANY Camera! Basics of Shooting Video Correctly,www.udemy.com/course/videocamerabasics/,Gene Nagata,0,"₩55,000",Rating: 4.7 out of 54.7 - (540),"[(/user/gene-nagata/, Gene Nagata)]",Photography,Video Design,Videography,"1,145",English,"Complete guide to filming on a Phone, DSLR, Mirrorless, or Cinema Camera",7/2019,01/27/20
Beginner Nikon Digital SLR (DSLR) Photography,www.udemy.com/course/jp-nikon-dslr-for-beginners/,JP Teaches Photo .,"₩33,000","₩13,200","Rating: 4.6 out of 54.6 - (3,891)","[(/user/jppullos/, JP Teaches Photo .)]",Photography,Digital Photography,DSLR,"21,077",English,Learn how to use your camera intuitively. Learn through doing rather than memorizing.,12/2013,01/27/20
Affinity Photo: Solid Foundations,www.udemy.com/course/affinityphoto-solid-foundations/,Simon Foster,"₩110,000","₩13,200","Rating: 4.5 out of 54.5 - (3,081)","[(/user/simonfoster4/, Simon Foster)]",Photography,Photography Fundamentals,Affinity Photo,"10,946",English,The best selling beginners guide to Affinity Photo - complete with a 50 page PDF to aid your study!,8/2019,01/27/20
Video Editing in DaVinci Resolve 15:  Beginner to Advanced,www.udemy.com/course/davinci-resolve-15-course/,Louay Zambarakji,"₩220,000","₩13,200",Rating: 4.5 out of 54.5 - (919),"[(/user/ultimateresults/, Louay Zambarakji)]",Photography,Video Design,DaVinci Resolve,"7,511",English,Learn Video Editing in DaVinci Resolve 15 with Color Correction & Color Grading & Visual Effects in DaVinci Resolve 15,1/2020,01/27/20
GIMP 2.10 Masterclass: From Beginner to Pro Photo Editing,www.udemy.com/course/gimp-photo-editing/,Michael Davies,"₩220,000","₩13,200",Rating: 4.5 out of 54.5 - (828),"[(/user/2b39512c-33f6-4b09-8c91-1e67b993c803/, Michael Davies)]",Photography,Digital Photography,GIMP,"3,709",English,GIMP 2.10 Complete Guide - Learn the Free Photo Editor GIMP. Go From a Beginner to Pro in Photo Editing & Graphic Design,1/2020,01/27/20
Mastering Architecture and Real Estate Photography,www.udemy.com/course/mastering-architecture-and-real-estate-photography/,Charlie Borland,£74.99,£13.19,"Rating: 4.4 out of 54.4 - (2,283)","[(/user/charlieborland/, Charlie Borland)]",Photography,Commercial Photography,Real Estate Photography,"14,163",English,"Start a business photographing real estate photography jobs for architects, builders, and real estate agents",6/2019,01/27/20
Photography Composition & Portrait Photography Masterclass,www.udemy.com/course/creative-photography-composition-masterclass/,"Mark Timberlake, Philomena Timberlake",£199.99,£13.19,Rating: 4.6 out of 54.6 - (975),"[(/user/marktimberlake/, Mark Timberlake), (/user/philomenatimberlake/, Philomena Timberlake)]",Photography,Digital Photography,Photography,"9,852",English,"Creative Photography : DSLR Photography, Black And White Photography, Studio Portrait Lighting, Street Photography",3/2019,01/27/20
Video Production Masterclass: Complete Video Camera Course,www.udemy.com/course/video-production-masterclass-complete-video-camera-course/,"Chris Haroun, Steven Washer",£199.99,£13.19,Rating: 4.7 out of 54.7 - (109),"[(/user/chris-haroun/, Chris Haroun), (/user/steven-washer/, Steven Washer)]",Photography,Video Design,Video Production,"2,543",English,Learn to Use Any Photography Camera or Video Camera to Make Great Videos With Any Budget for Personal or Business Use,1/2020,01/27/20
Digital Photography for Beginners with DSLR cameras,www.udemy.com/course/digital-photography-for-beginners-with-dslr-cameras/,Villiers Steyn,£99.99,£13.19,"Rating: 4.6 out of 54.6 - (1,840)","[(/user/villierssteyn/, Villiers Steyn)]",Photography,Digital Photography,DSLR,"8,833",English,Learn how to take stunning photographs by mastering both the technical and creative sides of digital photography.,10/2019,01/27/20
Hollywood Film School: Filmmaking & TV Directing Masterclass,www.udemy.com/course/hollywood-film-television-video-directing-filmmaker/,"IFH Courses, Gil Bettman",£174.99,£13.19,Rating: 4.4 out of 54.4 - (755),"[(/user/b01ab0b4-4a3a-4f94-938c-92782a241d76/, IFH Courses), (/user/gil-bettman/, Gil Bettman)]",Photography,Video Design,Filmmaking,"6,570",English,"Learn How to Be a Working Hollywood Director, Take Your Filmmaking, Film School & Video Production to the Next Level.",7/2018,01/27/20
VIDEO CINEMATOGRAPHY techniques loved by pro filmmakers,www.udemy.com/course/motivate-inspire-and-empower-your-video-audience/,Andrew St.Pierre White,£99.99,£13.19,"Rating: 4.4 out of 54.4 - (1,221)","[(/user/andrewstpierrewhite/, Andrew St.Pierre White)]",Photography,Video Design,Videography,"6,640",English,Creative video. Learn what pro broadcast camera ops do to grab and excite an audience. Taught by a pro broadcaster,3/2018,01/27/20
Documentary Filmmaking Masterclass,www.udemy.com/course/documentary-filmmaking-masterclass/,Jonny Von Wallström,£99.99,£13.19,Rating: 4.1 out of 54.1 - (366),"[(/user/jonny-von-wallstrom/, Jonny Von Wallström)]",Photography,Other,Filmmaking,"2,166",English,How to Make A Documentary - From Start to Finish by Award Winning Netflix Director,7/2018,01/27/20
Make Epic Videos for the Internet!,www.udemy.com/course/make-epic-videos-for-the-internet/,Gene Nagata,0,£49.99,Rating: 4.7 out of 54.7 - (787),"[(/user/gene-nagata/, Gene Nagata)]",Photography,Video Design,Filmmaking,"1,916",English,"YouTube, Facebook, IGTV, etc. They all want one thing from you... Great Content! Let's start creating!",8/2018,01/27/20
YOUTUBE VIDEO CONTENT CREATORS - Follow the YouTube masters,www.udemy.com/course/youtube-content-masterclass/,Andrew St.Pierre White,£154.99,£13.19,Rating: 4.6 out of 54.6 - (473),"[(/user/andrewstpierrewhite/, Andrew St.Pierre White)]",Photography,Video Design, ,"2,964",English,It's the quality of the video content that makes the great YouTubers great. Learn it here. Simple and easy to follow.,12/2019,01/27/20
Cinematography Course: Shoot Better Video with Any Camera,www.udemy.com/course/online-cinematography-course-filmmaking-video-production-lighting/,"Phil Ebiner, William Carnahan, Video School Online Inc",£199.99,£13.19,"Rating: 4.2 out of 54.2 - (2,060)","[(/user/philipebiner2/, Phil Ebiner), (/user/william-carnahan/, William Carnahan), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Video Design,Cinematography,"30,657",English,Shoot better video by learning the video production techniques used by Hollywood filmmakers. And get paid to do it!,11/2018,01/27/20
Affinity Photo: Beginner to Pro via Reference and Workflow,www.udemy.com/course/affinity-photo-beginner-to-pro-via-reference-and-workflow/,Simon Foster,£99.99,£13.19,Rating: 4.6 out of 54.6 - (772),"[(/user/simonfoster4/, Simon Foster)]",Photography,Digital Photography,Affinity Photo,"4,700",English,"Master Affinity Photo - the tools, the techniques and the methods!",7/2019,01/27/20
Adobe Lightroom CC + Classic // Learn Photo Editing by Pro,www.udemy.com/course/master-adobe-lightroom-6-in-1-day/,Chris Parker,£199.99,£13.19,Rating: 4.3 out of 54.3 - (954),"[(/user/chrisparker5/, Chris Parker)]",Photography,Photography Tools,Adobe Lightroom,"9,579",English,Lightroom - Learn all my Lightroom CC Classic secrets & photo editing techniques. Get organized & make your images pop!,12/2019,01/27/20
Cinematography Course: Shoot Expert Video on Any Camera,www.udemy.com/course/cinematographycourse/,Dale McManus,£74.99,£13.19,"Rating: 4.6 out of 54.6 - (1,519)","[(/user/dale-mcmanus/, Dale McManus)]",Photography,Video Design,Videography,"5,421",English,Your Online Guide to Professional Cinematography. Learn to Shoot Stunning Video Like a Professional With Any Camera.,6/2018,01/27/20
Nikon DSLR Photography: Getting Started with Your DSLR,www.udemy.com/course/nikon-camera-photography-course/,"Phil Ebiner, Video School Online Inc, William Carnahan",£99.99,£13.19,Rating: 4.7 out of 54.7 - (100),"[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc), (/user/william-carnahan/, William Carnahan)]",Photography,Photography Tools,DSLR,"2,612",English,Improve your photography by learning how to confidently use your Nikon DSLR camera - perfect for beginner photographers!,11/2019,01/27/20
Affinity Photo for the iPad,www.udemy.com/course/affinity-photo-for-the-ipad/,Simon Foster,£99.99,£13.19,Rating: 4.5 out of 54.5 - (817),"[(/user/simonfoster4/, Simon Foster)]",Photography,Digital Photography,Affinity Photo,"4,035",English,The tools and techniques you need to make your photos shine!,1/2020,01/27/20
Wedding Photography: Complete Guide to Wedding Photography,www.udemy.com/course/wedding-photography-course/,"Phil Ebiner, William Carnahan, Video School Online Inc",£199.99,£13.19,"Rating: 4.4 out of 54.4 - (1,166)","[(/user/philipebiner2/, Phil Ebiner), (/user/william-carnahan/, William Carnahan), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Commercial Photography,Wedding Photography,"21,531",English,"Learn exactly how to become a wedding photographer, start a photo business of your own, and shoot better wedding photos.",3/2019,01/27/20
Portrait Photography and Posing For Photographers,www.udemy.com/course/photography-posing/,Rapid Growth Coaching Top 10% on Udemy,"¥24,000","¥1,500",Rating: 4.0 out of 54.0 - (755),"[(/user/jonhaase2/, Rapid Growth Coaching Top 10% on Udemy)]",Photography,Digital Photography,Portrait Photography,"7,619",English,For those who want to get paid to take photos. Learn the pro tricks every portrait photographer needs.,12/2018,01/27/20
Beginner Canon Digital SLR (DSLR) Photography,www.udemy.com/course/beginner-canon-digital-slr-dslr-photography-class-jp/,JP Teaches Photo .,"¥3,600","¥1,380","Rating: 4.5 out of 54.5 - (1,934)","[(/user/jppullos/, JP Teaches Photo .)]",Photography,Digital Photography,DSLR,"10,866",English,Learn how to use your camera intuitively. Learn through doing rather than memorizing.,11/2014,01/27/20
Documentary Filmmaking with Soul,www.udemy.com/course/documentary-filmmaking-with-soul/,Dandan Liu,"¥18,000","¥1,440",Rating: 4.5 out of 54.5 - (288),"[(/user/dandanliu/, Dandan Liu)]",Photography,Video Design,Documentary Filmmaking,"1,424",English,"How to Create a Modern, Cinematic, Story-Driven Documentary from Start to Finish",6/2019,01/27/20
Cinematic Color Grading: Making Your Videos Come Alive,www.udemy.com/course/cinematic-color-grading-course/,Matti Haapoja,"¥18,000","¥4,500",Rating: 4.4 out of 54.4 - (953),"[(/user/matti-haapoja/, Matti Haapoja)]",Photography,Video Design,Color Grading,"3,859",English,Learn how to take your footage to the next level using professional color correct and grading techniques.,3/2017,01/27/20
VIDEO EDITING. Techniques loved by pro broadcast filmmakers,www.udemy.com/course/creative-video-editing-how-to-edit-to-engage-your-audience/,Andrew St.Pierre White,"¥12,000","¥1,380",Rating: 4.5 out of 54.5 - (696),"[(/user/andrewstpierrewhite/, Andrew St.Pierre White)]",Photography,Video Design,Video Editing,"4,926",English,"Creative video editing techniques used by professionals is taught by a veteran, international award-winning editor.",1/2020,01/27/20
Drone Photography | Shoot Professional Photos With Any Drone,www.udemy.com/course/dronephotography/,Dale McManus,"¥9,000","¥1,620",Rating: 4.7 out of 54.7 - (667),"[(/user/dale-mcmanus/, Dale McManus)]",Photography,Photography Tools,Drone Photography,"3,516",English,Your Complete Online Guide to Shooting Incredible Drone Photography Like a Professional,3/2019,01/27/20
Basic Food Photography,www.udemy.com/course/basic-food-photography/,Andrew Olson,"¥6,000","¥1,500",Rating: 4.5 out of 54.5 - (690),"[(/user/andrewolson5/, Andrew Olson)]",Photography,Commercial Photography,Food Photography,"5,734",English,Learn how to take delicious food photos from scratch,7/2019,01/27/20
Beginner Photography Composition,www.udemy.com/course/photography-composition-course/,"JP Teaches Photo ., Phil Ebiner, Video School Online Inc","¥12,000","¥1,380",Rating: 4.3 out of 54.3 - (55),"[(/user/jppullos/, JP Teaches Photo .), (/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Photography Fundamentals,Photography Composition,526,English,Improve your photography by practicing photo composition techniques. Capture photos that stand out from the crowd!,11/2019,01/27/20
Canon DSLR Photography: Getting Started with Your DSLR,www.udemy.com/course/canon-dslr-photography-course/,"Phil Ebiner, Video School Online Inc","¥12,000","¥1,380",Rating: 4.7 out of 54.7 - (179),"[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Digital Photography,DSLR,"1,158",English,Improve your photography by learning how to confidently use your Canon DSLR camera - perfect for beginner photographers!,5/2019,01/27/20
Documentary Filmmaking Step by Step,www.udemy.com/course/documentary-filmmaking-step-by-step/,Adam Bhala Lough,"¥24,000","¥1,500",Rating: 4.0 out of 54.0 - (314),"[(/user/adam-bhala-lough/, Adam Bhala Lough)]",Photography,Video Design,Documentary Filmmaking,"6,704",English,"From a 3-time Sundance alum, learn to make documentary films and videos from production to distribution on any budget",10/2019,01/27/20
Ultimate Guide to Landscape and Nature Photography,www.udemy.com/course/ultimate-guide-to-landscape-and-nature-photography/,Charlie Borland,"¥7,200","¥1,560",Rating: 4.2 out of 54.2 - (430),"[(/user/charlieborland/, Charlie Borland)]",Photography,Other,Nature Photography,"3,533", English,"Learn how lighting, composition, and photography techniques help you create stunning landscape and nature photography",1/2020,01/27/20
Affinity Photo: Complete Guide to Photo Editing in Affinity,www.udemy.com/course/affinity-photo/,"Phil Ebiner, Video School Online Inc, Jeremy Hazel","¥24,000","¥1,380",Rating: 4.2 out of 54.2 - (317),"[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc), (/user/22903096-39fd-48bb-838d-1e103f468d83/, Jeremy Hazel)]",Photography,Photography Tools,Affinity Photo,"2,397",English,"Make your photos look amazing with Affinity Photo, an inexpensive and easy-to-use photo editing tool for Mac and PC.",1/2020,01/27/20
"Filmmaking: Write, Direct and Distribute Your Feature Film",www.udemy.com/course/indiefilmmaking/,Paul Bright,"¥24,000","¥1,380",Rating: 4.5 out of 54.5 - (307),"[(/user/paul-bright-5/, Paul Bright)]",Photography,Video Design,Filmmaking,"1,920",English,Make Your Dream Come True by Filming Your Movie and Distributing It Around the World,11/2019,01/27/20
Photography Beginners: DSLR Photography Camera Settings,www.udemy.com/course/dslr-camera-settings-photography-for-beginners-photography-made-easy/,Rosie Parsons,"¥12,000","¥1,380","Rating: 4.6 out of 54.6 - (1,004)","[(/user/rosieparsons/, Rosie Parsons)]",Photography,Photography Fundamentals,DSLR,"5,082",English,Photography settings - learn how to get the most from your DSLR camera and improve your photography!,11/2017,01/27/20
Posing Like A Pro: Create Your Best Portraits Ever! Part 1,www.udemy.com/course/posing-like-a-pro-create-your-best-portraits-ever/,Sandy Dee,"¥24,000","¥1,560",Rating: 4.3 out of 54.3 - (464),"[(/user/sandydee/, Sandy Dee)]",Photography,Portraits,Posing,"3,925",English,Learn the Foundations of Poses That Will Flatter Your Subjects And Elevate Your Portrait Photography Skills,10/2018,01/27/20
Start Your Photography Business - The Complete Course,www.udemy.com/course/photography-business-course/,"Phil Ebiner, Video School Online Inc, William Carnahan","¥12,000","¥1,380",Rating: 4.3 out of 54.3 - (127),"[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc), (/user/william-carnahan/, William Carnahan)]",Photography,Commercial Photography,Photography Business,"1,136",English,A step-by-step guide to launching your own successful photography business!,11/2019,01/27/20
Photography - The Ultimate Guide to Using Off-Camera Flash,www.udemy.com/course/photography-off-camera-flash-using-speedlights/,Bernie Raffe AMPA,"₩38,500","₩13,200",Rating: 4.5 out of 54.5 - (935),"[(/user/bernieraffe/, Bernie Raffe AMPA)]",Photography,Digital Photography,Flash Photography,"6,127",English,Follow me on 19 photo sessions & learn to create beautiful light using small flashes & take stunning dramatic portraits.,10/2015,01/27/20
Guide to DaVinci Resolve 16 Video Editing,www.udemy.com/course/guide-to-davinci-resolve-16-video-editing/,Chris Navarre,"₩44,000","₩13,200",Rating: 4.1 out of 54.1 - (109),"[(/user/chris-navarre/, Chris Navarre)]",Photography,Video Design,Video Editing,"1,734",English,"Learn how to edit videos, create 3D special effects, and color grade videos in this great video editor.",12/2019,01/27/20
Food Photography: Capturing Food in Your Kitchen,www.udemy.com/course/food-photography/,"Phil Ebiner, William Carnahan, Video School Online Inc","₩110,000","₩13,200","Rating: 4.5 out of 54.5 - (1,134)","[(/user/philipebiner2/, Phil Ebiner), (/user/william-carnahan/, William Carnahan), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Digital Photography,Food Photography,"30,931",English,"With DIY Food Photography, you'll be taking better photos in no time with what you have in your own kitchen!",3/2019,01/27/20
Photography - Become a Better Photographer - Part I,www.udemy.com/course/great-photography-tips-photo-tutorials/,Bernie Raffe AMPA,"₩38,500","₩13,200","Rating: 4.5 out of 54.5 - (1,492)","[(/user/bernieraffe/, Bernie Raffe AMPA)]",Photography,Photography Fundamentals,Photography,"13,500",English,"See results today! 50 photography tips for taking amazing photos with your DSLR, Mirrorless or compact camera.",4/2016,01/27/20
Learn Adobe After Effects CC 2019 for Beginners,www.udemy.com/course/adobe-after-effects-beginners/,Jordy Vandeput,"₩110,000","₩13,200",Rating: 4.8 out of 54.8 - (216),"[(/user/jordyvandeput/, Jordy Vandeput)]",Photography,Video Design,VFX Visual Effects,934,English,Dive in the world of Visual Effects in this exciting and themed hands-on course,4/2019,01/27/20
Affinity Photo: The Little Box of Tricks,www.udemy.com/course/affinity-photo-the-little-box-of-tricks/,Simon Foster,"₩110,000","₩13,200",Rating: 4.3 out of 54.3 - (510),"[(/user/simonfoster4/, Simon Foster)]",Photography,Digital Photography,Affinity Photo,"4,201",English,"Learn the techniques the pros use to enhance your photos - restoring, recoloring, beauty retouching, art effects etc.",6/2019,01/27/20
The Art of Finding Light: Photography for the artist in you,www.udemy.com/course/a-room-for-improvement-the-art-of-finding-light/,Adam Marelli,"₩22,000","₩13,200",Rating: 4.5 out of 54.5 - (576),"[(/user/adammarelli/, Adam Marelli)]",Photography,Photography Fundamentals,Photography,"3,916",English,"Spotting great lighting is not a gift, it is Skill. Become a photographer who knows how to find great light.",10/2014,01/27/20
A Practical Guide to Shooting Video on Panasonic GH5 & GH5S,www.udemy.com/course/gh5guide/,Myles Fearnley,"₩99,000","₩24,750",Rating: 4.4 out of 54.4 - (182),"[(/user/mylesfearnley/, Myles Fearnley)]",Photography,Other, Cameras,565,English,Fast-track your way to recording video confidently on the GH5 or GH5S in a range of situations,1/2020,01/27/20
Color Grading Masterclass: Resolve 15,www.udemy.com/course/color-grading-masterclass/,Jonny Von Wallström,"₩154,000","₩13,200",Rating: 4.2 out of 54.2 - (408),"[(/user/jonny-von-wallstrom/, Jonny Von Wallström)]",Photography,Video Design,Color Grading,"2,809",English,Learn How to Take Your Color Grading to the Next Level and Become a Pro. Made by a Netflix Film Director.,9/2018,01/27/20
Lightroom CC MasterClass,www.udemy.com/course/lightroom-cc-masterclass/,Martin Perhiniak,"₩220,000","₩13,200",Rating: 4.5 out of 54.5 - (143),"[(/user/martinperhiniak/, Martin Perhiniak)]",Photography,Digital Photography,Adobe Lightroom,"1,158",English,Master the industry-leading photo editing and cataloging application. Take your DSLR / mobile photos to the next level!,7/2018,01/27/20
Adobe Lightroom CC: Landscape Photography Masterclass 2020,www.udemy.com/course/lightroom-cc-masterclass-landscape-photography-workflow/,Fabian Rosshirt,"₩198,000","₩13,200",Rating: 4.6 out of 54.6 - (436),"[(/user/fabian-rosshirt/, Fabian Rosshirt)]",Photography,Other,Workflow,"7,318",English,Edit landscape photos in Adobe Lightroom Classic CC like a Pro! ✓ all RAW files ✓ new Adobe Lightroom CC presets,11/2019,01/27/20
Sell Stock Footage & Photography from ZERO to PASSIVE INCOME,www.udemy.com/course/stockcreators/,Gui Siebert Make Money Online with Stock Photography & Stock Footage,0,"₩33,000",Rating: 4.6 out of 54.6 - (233),"[(/user/gui-siebert/, Gui Siebert Make Money Online with Stock Photography & Stock Footage)]",Photography,Commercial Photography,Photography Business,886,English,"STOCK CREATORS - How Filmmakers & Photographers earn PASSIVE INCOME with Stock Photography (Videos, Images, and Vectors)",8/2019,01/27/20
Posing Like A Pro: The Ultimate Posing Flow! Part 2,www.udemy.com/course/the-ultimate-posing-flow-for-portrait-photographers/,Sandy Dee,"₩220,000","₩13,200",Rating: 4.3 out of 54.3 - (132),"[(/user/sandydee/, Sandy Dee)]",Photography,Portraits,Posing,"2,395",English,From Headshots To Fashion - Create Your Best Portrait Photography Ever and Flow Through Your Photo Shoot With Ease!,10/2018,01/27/20
The Complete Adobe Premiere Pro CC Master Class Course,www.udemy.com/course/adobepremiereprocc/,"Joe Parys, Joe Parys Support, Jack Cole","₩220,000","₩13,200",Rating: 4.6 out of 54.6 - (496),"[(/user/josephparys/, Joe Parys), (/user/joe-parys-academy/, Joe Parys Support), (/user/jack-cole-6/, Jack Cole)]",Photography,Video Design,Adobe Premiere,"27,662",English,In this complete master class course students will be able to edit video like a professional using adobe premiere pro cc,4/2018,01/27/20
Complete Guide to Colour Grading in Final Cut Pro X,www.udemy.com/course/fcpx-grading/,Myles Fearnley,"₩99,000","₩24,750",Rating: 4.5 out of 54.5 - (32),"[(/user/mylesfearnley/, Myles Fearnley)]",Photography,Other,Color Grading,183,English,Beginner to pro grading course for FCPX | Delivered by BBC-published video creator,1/2020,01/27/20
The Ultimate Photoshop Elements Training Bundle - 73 Hours,www.udemy.com/course/the-ultimate-photoshop-elements-training-course/,Simon Sez IT,"₩220,000","₩13,200",Rating: 4.2 out of 54.2 - (308),"[(/user/simonsezit/, Simon Sez IT)]",Photography,Photography Tools,Photoshop,"11,871",English,Master Photoshop Elements with over 73 hours of training tutorials. Get ready to make your photos look magnificent!,2/2019,01/27/20
DSLR Video Production - Start Shooting Better Video Today,www.udemy.com/course/dslr-video-production-online-course-tutorial-training/,"Phil Ebiner, Video School Online Inc",$199.99,$10.99,"Rating: 4.3 out of 54.3 - (1,065)","[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Video Design,DSLR,"26,270",English,Learn how to shoot beautiful video with your DSLR camera. This is the perfect video course for beginners and hobbyists.,11/2018,01/27/20
The Ultimate Photography Course For Beginners,www.udemy.com/course/the-ultimate-photography-course-for-beginners/,Jellis Vaes,$199.99,$10.99,Rating: 4.4 out of 54.4 - (568),"[(/user/jellis-vaes/, Jellis Vaes)]",Photography,Digital Photography,Photography,"4,272",English,"Learn all the essentials of photography, and develop your skills to become an ultimate photographer yourself.",1/2020,01/27/20
The Craft of Photoshop: Solid Foundations,www.udemy.com/course/the-craft-of-photoshop-solid-foundations/,Simon Foster,$199.99,$10.99,Rating: 4.8 out of 54.8 - (29),"[(/user/simonfoster4/, Simon Foster)]",Photography,Digital Photography,Digital Image Processing,284,English,"Photoshop tools, methods, a full PDF of video notes plus how, when and why to use Photoshop from a 30+ year veteran!",11/2019,01/27/20
