Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Curso de After Effects CC ,www.udemy.com/course/after-effects-cc-2015/,Vejaeaprenda Treinamentos em Software,"₩22,000","₩13,200",Rating: 3.2 out of 53.2 - (96),"[(/user/9a8cdb20-f7cb-4648-b3c4-53197bdd16c8/, Vejaeaprenda Treinamentos em Software)]",Fotografia,Design de vídeos,After Effects,541,Português,Crie efeitos e enriqueça seus videos com as infinitas possibilidades do After Effects CC,2/2017,01/27/20
"Pano2Vr Programı ve Sanal Tur Yapımı, Google Maps Yükleme",www.udemy.com/course/pano2vr-vr-tour/,Harun Erdemoğlu,"₩27,500","₩13,200",Rating: 4.5 out of 54.5 - (3),"[(/user/harun-erdemoglu/, Harun Erdemoğlu)]",Fotoğrafçılık,Ticari Fotoğrafçılık,Fotoğrafçılık,16,Türkçe,360 Virutal Tour and Upload to Google Maps and Google Street View.,12/2019,01/27/20
PHOTOSHOP: Restauro de Imagens com o Photoshop,www.udemy.com/course/photoshop-restauro-imagens/,Magno Urbano,"₩143,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/magno-lima-4/, Magno Urbano)]",Fotografia,Fotografia digital,Retoques no Photoshop,13,Português,"Aprenda a restaurar imagens degradadas, a equilibrar cores e luminosidades e recuperar elementos destruídos",9/2019,01/27/20
Edius Montaj Yazılımıyla Hızlı Kurgu Yapmayı Öğrenin,www.udemy.com/course/ediuslahizlikurguogren/,Erdal Demirhan,"₩22,000","₩13,200",Rating: 4.7 out of 54.7 - (3),"[(/user/erdal-kerem/, Erdal Demirhan)]",Fotoğrafçılık,Video Tasarımı,Video Düzenleme,27,Türkçe,Videonuzun film gibi görünmesini istiyorsanız Edius'un yeteneklerine hakim olun ve bunları uygulayın,5/2019,01/27/20
Fotografía básica para venta en Internet (Stock Photography),www.udemy.com/course/fotografia-basica-para-venta-en-internet-stock-photography/,Alex Carranza,"₩22,000","₩13,200",Rating: 5.0 out of 55.0 - (1),"[(/user/alex-784/, Alex Carranza)]",Photography,Commercial Photography,Photography,9,Spanish,La fotografía de Stock simplificada y llevada a la práctica.,3/2019,01/27/20
Kurs Sony Vegas,www.udemy.com/course/kurs-sony-vegas/,eduweb.pl - Kursy Wideo,0,"₩55,000",Rating: 5.0 out of 55.0 - (1),"[(/user/eduwebpl/, eduweb.pl - Kursy Wideo)]",Fotografia,Projektowanie wideo,Edycja wideo,3,Polski,Techniki Montażu Wideo,6/2019,01/27/20
Connaissance pour les Pilotes de drone de loisir,www.udemy.com/course/connaissance-pour-les-pilotes-de-drone-de-loisir/,Nicolas Rodriguez,"₩22,000","₩13,200",Rating: 3.3 out of 53.3 - (2),"[(/user/nicolas-rodriguez-43/, Nicolas Rodriguez)]",Photographie,Outils photographiques,Drone,7,Français,"Météo, Drone, Règles, risques",2/2019,01/27/20
Fotografía Nocturna: Captura Imágenes Nocturnas como Nadie,www.udemy.com/course/fotografia-nocturna-captura-imagenes-nocturnas-como-nadie/,"Phil Ebiner, William Carnahan, Sam Shimizu-Jones, Video School Online Inc, Federico Garay","₩33,000","₩13,200",Rating: 4.4 out of 54.4 - (4),"[(/user/philipebiner2/, Phil Ebiner), (/user/william-carnahan/, William Carnahan), (/user/samshimizujones2/, Sam Shimizu-Jones), (/user/phil-ebiner/, Video School Online Inc), (/user/fedegaray/, Federico Garay)]",Photography,Digital Photography,Night Photography,162,Spanish,¡Capturará increíbles fotos nocturnas que impresionarán a todos con este curso completo de fotografía nocturna!,12/2019,01/27/20
How to Lightroom CC (Thai) PART 2 Develop,www.udemy.com/course/how-to-lightroom-cc-thai-part-2-develop/,Nattavuth Sudtanakit,"₩49,500","₩13,200",Rating: 4.7 out of 54.7 - (2),"[(/user/nuttavut-sudtanakit/, Nattavuth Sudtanakit)]",การถ่ายภาพ,การถ่ายภาพดิจิตอล,Adobe Lightroom,ผู้เรียนลงทะเบียน,ไทย,เรียนรู้การทำภาพถ่ายด้วยโปรแกรม Lr เริ่มต้น-มืออาชีพ เน้นการนำไปใช้จริงเพื่อประกอบอาชีพ,6/2016,01/27/20
"Vídeos que Vendem - Dicas, Ferramentas e Muita Prática",www.udemy.com/course/producaodevideo/,Wanderson Bellini,"¥4,800","¥1,270",Rating: 5.0 out of 55.0 - (2),"[(/user/wanderson-bellini/, Wanderson Bellini)]",Fotografia,Design de vídeos,Videografia,10,Português,Do equipamento inicial ao processo de Edição,1/2020,01/27/20
GrassValley Edius - Diventa un vero professionista,www.udemy.com/course/grassvalleyedius/,Danilo Cialona,"¥24,000","¥1,270",Rating: 3.7 out of 53.7 - (8),"[(/user/danilo-cialona-2/, Danilo Cialona)]",Fotografia,Video design,Editing audio,15,Italiano,Imparerai a utilizzare questo software partendo da 0 e sarai in grado di realizzare montaggi professionali.,2/2019,01/27/20
Curso Newborn A Experiência,www.udemy.com/course/curso-newborn-a-experiencia/,Sonhos Produções,0,"¥3,000",Rating: 4.1 out of 54.1 - (2),"[(/user/sonhos-producoes-2/, Sonhos Produções)]",Fotografia,Outro,Retrato fotográfico,10,Português,Fotografia de Recém-Nascido,2/2019,01/27/20
videodan nesne kaldırma Mocha Pro,www.udemy.com/course/videodan-nesne-kaldrma-mocha-pro/,Hamza Aslan,"¥2,400","¥1,320",Rating: 4.9 out of 54.9 - (4),"[(/user/hamza-aslan-6/, Hamza Aslan)]",Fotoğrafçılık,Video Tasarımı,After Effects,33,Türkçe,Mocha Pro Silme Modülünü Öğrenin!,10/2019,01/27/20
Filtry ND i ND-PL,www.udemy.com/course/filtry-nd-i-nd-pl/,Rafal Galinski,"¥2,400","¥1,270",Rating: 4.5 out of 54.5 - (8),"[(/user/rafal-galinski-2/, Rafal Galinski)]",Fotografia,Narzędzia fotograficzne,Fotografia przy użyciu dronów,28,Polski,Przewodnik Użytkownika,10/2019,01/27/20
Photoshop para Fotógrafos - Diagramação,www.udemy.com/course/photoshop-para-fotografos-diagramacao/,Diego Abreu,"¥8,400","¥1,270",Rating: 4.6 out of 54.6 - (10),"[(/user/diego-de-abreu/, Diego Abreu)]",Fotografia,Outro,Photoshop,30,Português,Uma abordagem prática dos principais conceitos e técnicas voltadas para a diagramação de álbuns no Photoshop,12/2018,01/27/20
Создание видеоуроков в Camtasia,www.udemy.com/course/sozdaniye_videourokov_v_camtasia/,Alex Nekrashevich,"¥12,000","¥1,270",Rating: 0.0 out of 50.0 - (0),"[(/user/alex-nekrashevich/, Alex Nekrashevich)]",Фотография,Видеомонтаж,Camtasia,2,Русский,"Научитесь не только снимать видео с экрана монитора, но и делать профессиональный монтаж.",12/2019,01/27/20
Adobe Lightroom: Máster en Fotografía Digital,www.udemy.com/course/adobelightroom/,"Miguel-Ángel Plaza, Cotufa Academy, Rosalvy Puentes","¥12,000","¥1,270",Rating: 4.4 out of 54.4 - (29),"[(/user/miguel-angel-plaza-2/, Miguel-Ángel Plaza), (/user/cotufa-academy/, Cotufa Academy), (/user/rosalvy-puentes/, Rosalvy Puentes)]",Fotografía,Fotografía digital,Adobe Lightroom,157,Español,¡Tu guía completa para gestionar todas tus fotografías con Adobe Lightroom!,1/2018,01/27/20
Guión de Cine: Estructura Narrativa Clásica - Tercer Acto,www.udemy.com/course/guion-de-cine-estructura-narrativa-clasica-tercer-acto/,Jorge E. Blein,"¥2,400","¥1,320",Rating: 4.7 out of 54.7 - (29),"[(/user/cinetcnica/, Jorge E. Blein)]",Photography,Video Design,Scriptwriting,159,Spanish,Te damos todas las herramientas para que el final de tu guión audiovisual esté a la altura de las expectativas.,5/2014,01/27/20
Wondershare Filmora تعلم مونتاج الفيديو كالمحترفين ببرنامج,www.udemy.com/course/wondershare-filmora-m/,Reem zehlawi,"¥5,400","¥1,350",Rating: 4.3 out of 54.3 - (26),"[(/user/reem-zehlawi/, Reem zehlawi)]",Photography,Video Design,Video Editing,425,Arabic,هذا الكورس موجه لكافة المستويات لتتعلموا من خلاله كيفية مونتاج الفيديو خطوة بخطوة باستخدام برنامج Wondershare Filmor,7/2018,01/27/20
Kurs Photoshop - podstawy retuszu,www.udemy.com/course/kurs-photoshop-podstawy-retuszu/,Edugrafia.pl - wideo kursy,"¥3,000","¥1,270",Rating: 0.0 out of 50.0 - (0),"[(/user/raf20/, Edugrafia.pl - wideo kursy)]",Fotografia,Fotografia cyfrowa,Photoshop,4,Polski,Z naszym kursem opanujesz sztukę prawidłowego retuszu i edycji zdjęć. W kursie znajdziesz mnóstwo porad na temat poprawy,10/2019,01/27/20
Kurs Lightroom Classic CC,www.udemy.com/course/kurs-lightroom-classic-cc/,eduweb.pl - Kursy Wideo,0,"¥5,400",Rating: 4.5 out of 54.5 - (2),"[(/user/eduwebpl/, eduweb.pl - Kursy Wideo)]",Fotografia,Fotografia cyfrowa,Adobe Lightroom,10,Polski,Techniki Pracy,6/2019,01/27/20
Apprendre Facilement le Montage Vidéo avec Sony Vegas Pro,www.udemy.com/course/apprendre-facilement-le-montage-video-avec-sony-vegas-pro/,Ayoub Baa,"¥3,000","¥1,270",Rating: 4.9 out of 54.9 - (4),"[(/user/ayoub-baa/, Ayoub Baa)]",Photographie,Conception vidéo,Montage de vidéos,19,Français,Découvrez toutes les méthodes pour faire du montage professionnel avec Sony Vegas Pro | Guide Complet,7/2019,01/27/20
Motion Graphics con Cinema 4D Lite y After Effects CC,www.udemy.com/course/cinema-4d-lite-y-after-effects-cc/,Jesús Hernández Ruiz,"¥24,000","¥1,270",Rating: 4.3 out of 54.3 - (16),"[(/user/jesushernandezruiz/, Jesús Hernández Ruiz)]",Photography,Video Design,Cinema 4D,108,Spanish,Aprende motion graphics con estos dos programas en un curso 100% práctico,7/2014,01/27/20
تعلم مونتاج الفيديو من الصفر للاحتراف,www.udemy.com/course/filmoralearn/,Ahmad fanjary,"¥4,800","¥1,270",Rating: 0.0 out of 50.0 - (0),"[(/user/ahmad-fanjary/, Ahmad fanjary)]",Photography,Video Design,Video Creation,1,Arabic,اسهل طريقة لصناعة الفيديو والمونتاج,12/2019,01/27/20
Capture One Pro 10 (+ novità 11)-Strumenti per le fotografie,www.udemy.com/course/capture-one-pro-10-gli-strumenti-per-gestire-le-fotografie/,Teacher-in-a-Box | Videocorsi Professionali,0,"¥2,400",Rating: 4.9 out of 54.9 - (4),"[(/user/annalisa-righetti/, Teacher-in-a-Box | Videocorsi Professionali)]",Fotografia,Fotografia digitale,Elaborazione digitale delle immagini,51,Italiano,Gianluca Catzeddu,7/2018,01/27/20
Aprende y domina After Affects CC 2017 - Curso completo 2020,www.udemy.com/course/aprende-y-domina-after-affects-cc/,Biblioteca Digital x86,"₩22,000","₩13,200",Rating: 4.0 out of 54.0 - (6),"[(/user/biblioteca-digital-x86/, Biblioteca Digital x86)]",Photography,Video Design,After Effects,37,Spanish,Aprende y domina las herramientas más importantes de Adobe After Effects para lograr resultados increíbles.,4/2018,01/27/20
Fotografia de Moda com Celular,www.udemy.com/course/fotografia-de-moda-com-celular/,Anna Paula Ramalho,"₩22,000","₩13,200",Rating: 3.6 out of 53.6 - (5),"[(/user/anna-paula-martins-ramalho/, Anna Paula Ramalho)]",Fotografia,Fotografia comercial,Fotografia em dispositivos móveis,13,Português,Aprendendo a fotografar e dicas de poses.,7/2019,01/27/20
Corso fondamentale di Capture One 10,www.udemy.com/course/corso-fondamentale-di-capture-one-10/,Stefano Venneri,"₩22,000","₩13,200",Rating: 3.8 out of 53.8 - (10),"[(/user/stefanovenneri/, Stefano Venneri)]",Fotografia,Strumenti fotografici,Elaborazione digitale delle immagini,32,Italiano,Impara a gestire i tuoi file Raw grazie ad uno dei software più professionali in commercio,2/2017,01/27/20
"Creative Shadows: Post Produci in UN CLICK, ti piace l'idea?",www.udemy.com/course/creativeshadowspost/,Mauro Prelli,"₩220,000","₩13,200",Rating: 4.8 out of 54.8 - (3),"[(/user/mauro-prelli/, Mauro Prelli)]",Fotografia,Ritratti,Fotografia ritrattistica,28,Italiano,"OTTIENI SUBITO IL RISULTATO con i 6 Preset di POST Produzione Adobe Lightroom e Camera Raw, DOWNLOAD GRATIS !",1/2019,01/27/20
"Как заработать онлайн, рисуя линии",www.udemy.com/course/5-dollarov-za-minutu/,Вячеслав Белов,"₩22,000","₩13,200",Rating: 5.0 out of 55.0 - (1),"[(/user/viacheslav-278/, Вячеслав Белов)]",Фотография,Другое,Редактирование изображений,4,Русский,Простой метод заработка для начинающих и профессионалов,5/2019,01/27/20
Yeni Başlayan Fotoğrafçılar için Lightroom Eğitimi,www.udemy.com/course/yeni-baslayan-fotografcilar-icin-lightroom-egitimi/,Tahir YILDIZ,"₩22,000","₩13,200",Rating: 4.5 out of 54.5 - (13),"[(/user/tahiryildiz/, Tahir YILDIZ)]",Fotoğrafçılık,Fotoğrafçılık Araçları,Adobe Lightroom,82,Türkçe, Adobe Lightroom Classic CC ile fotoğraflarınızı nasıl etkileyici hale getirebileceğinizi bu kursla öğrenin!,6/2019,01/27/20
Fotografía móvil: Cómo hacer retratos desde cero.,www.udemy.com/course/fotografiaderetratocontelefonomovil/,David Salas,"₩66,000","₩13,200",Rating: 4.3 out of 54.3 - (9),"[(/user/david-salas-25/, David Salas)]",Fotografía,Retratos,Fotografía móvil,23,Español,Aprende todo lo necesario para realizar retratos espectaculares en interior con elementos ''low cost''.,3/2019,01/27/20
Curso Adobe Photoshop e Lightroom. Tratamento de Imagem,www.udemy.com/course/top-melhor-curso-adobe-photoshop-tratamento-de-imagem-andre-rossiter/,André Rossiter,"₩110,000","₩13,200",Rating: 4.3 out of 54.3 - (30),"[(/user/vdeoaula/, André Rossiter)]",Fotografia,Ferramentas de fotografia,Adobe Lightroom,209,Português,Aprenda os segredos do tratamento de imagem profissional por meio de vídeo aulas em alta definição,1/2018,01/27/20
Photoshop CC -  Restaurar e Colorir Fotos,www.udemy.com/course/photoshop-cc-restaurar-e-colorir-fotos/,Fernando Alves Cordeiro,"₩22,000","₩13,200",Rating: 4.6 out of 54.6 - (22),"[(/user/fernando-alves-cordeiro/, Fernando Alves Cordeiro)]",Fotografia,Ferramentas de fotografia,Photoshop,278,Português,Photoshop CC - Restaurar e Colorir Fotos,5/2018,01/27/20
Photoshop Facile: le Scorciatoie Veloci Vincenti,www.udemy.com/course/photoshop-facile/,Mauro Prelli,"₩170,500","₩13,200",Rating: 4.5 out of 54.5 - (16),"[(/user/mauro-prelli/, Mauro Prelli)]",Fotografia,Ritratti,Photoshop,105,Italiano,Grazie a questo corso ci metterai un decimo del tempo per fare lo stesso lavoro di ora. Il Workflow che spacca!,1/2019,01/27/20
カメラ写真講座「初心者は、これだけで大丈夫！カメラの設定と絵作り」,www.udemy.com/course/photomasa/,デジカメ 兄さん,"₩22,000","₩13,200",Rating: 3.0 out of 53.0 - (1),"[(/user/masa-4/, デジカメ 兄さん)]",写真,写真撮影の基礎,写真,28人の受講生が登録,日本語,東京の写真教室で1000人以上教えた経験により生徒さんの知りたい事を優先順位をつけて短時間で教えます。,12/2017,01/27/20
Fotoğrafçılar için Photoshop ve Lightroom,www.udemy.com/course/fotografclar-icin-photoshop-ve-lightroom/,Nezihi Gözen,"₩22,000","₩13,200",Rating: 4.8 out of 54.8 - (46),"[(/user/nezihi-gozen/, Nezihi Gözen)]",Fotoğrafçılık,Dijital Fotoğrafçılık,Photoshop,763,Türkçe,Photoshop ve Lightroom ile Fotoğraf Düzenlemeyi Öğreniyoruz.,4/2018,01/27/20
Vende tus fotografías con Microstock,www.udemy.com/course/vende-tus-fotografias-con-microstock/,El Profesor Online Plataforma e-learning,"₩22,000","₩13,200",Rating: 4.3 out of 54.3 - (29),"[(/user/davidantonio/, El Profesor Online Plataforma e-learning)]",Fotografía,Fotografía comercial,Fotografía,146,Español,El Microstock es un sistema de comercialización de fotografías por internet.,3/2013,01/27/20
Давай займемося відео,www.udemy.com/course/let-s-take-a-video/,Андрій Приймаченко,"₩27,500","₩13,200",Rating: 5.0 out of 55.0 - (7),"[(/user/taras-bogatyrev/, Андрій Приймаченко)]",Photography,Photography Fundamentals,Video Creation,117, Ukrainian,Сучасний освітній курс для охочих мати справу з відео,10/2017,01/27/20
【プロに負けない商品撮影術】,www.udemy.com/course/shohin01/,踊るカメラマンAKIRA しみずあきら,0,"₩33,000",Rating: 4.4 out of 54.4 - (10),"[(/user/5574e1079f9ca/, 踊るカメラマンAKIRA しみずあきら)]",写真,写真撮影の基礎,写真,45人の受講生が登録,日本語,スマホで簡単に撮る方法から、一眼カメラのメリットや、スマホでの写真編集の仕方,2/2019,01/27/20
一眼レフ&ミラーレスカメラで撮影したオンラインコースの編集方法,www.udemy.com/course/online-course-editing/,"石崎力也 (RIKIYA ISHIZAKI), あずさ 鈴木","₩220,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/shi-qi-li-ye/, 石崎力也 (RIKIYA ISHIZAKI)), (/user/haamalu/, あずさ 鈴木)]",写真,ビデオデザイン,オンラインコース作成,6人の受講生が登録,日本語,このコースでは、一眼レフとミラーレスカメラで別撮りした2つの動画をPremiere Proで編集する方法が学べます。視聴者が飽きない、カッコイイ動画を作成できます。,2/2019,01/27/20
Edición fotográfica digital con Gimp,www.udemy.com/course/curso-basico-de-gimp/,Moisés Fernández Ruiz,£19.99,£10.99,Rating: 4.2 out of 54.2 - (44),"[(/user/moises-fernandez-ruiz/, Moisés Fernández Ruiz)]",Fotografía,Fotografía digital,GIMP,3.396,Español,Procesamiento digital de imágenes,1/2019,01/27/20
Fotografía básica con Adobe Lightroom CC,www.udemy.com/course/fotografiabasicaconlightroom/,Johnny Mora,£199.99,£10.99,Rating: 4.3 out of 54.3 - (76),"[(/user/johnnymora/, Johnny Mora)]",Photography,Digital Photography,Adobe Lightroom,"2,341",Spanish,Curso de fotografía para manejo de cámara y retoque fotográfico con Adobe Photoshop Lightroom,8/2018,01/27/20
After Effectsで映画のフィルム再現,www.udemy.com/course/after-effects-film/,AdobeMania ミハラ,£199.99,£10.99,Rating: 0.0 out of 50.0 - (0),"[(/user/mihara-motomu/, AdobeMania ミハラ)]",写真,ビデオデザイン,After Effects,3人の受講生が登録,日本語,After Effectsで映画のフィルム、アナログテレビの再現、通信状態が悪い時の映像の再現、アスキーアート風の映像の再現、画像を古い写真に加工するなど独特の味わいをもった昔ながらの映像メディアの質感を再現することができます。,12/2019,01/27/20
Komple Uygulamalı Sony Vegas Pro ile Kurgu/Montaj Eğitimi,www.udemy.com/course/sony-vegas-pro-video-duzenleme-kurgu-montaj-egitimi/,Sinan Karabalta,£94.99,£10.99,Rating: 4.3 out of 54.3 - (6),"[(/user/sinan-karabalta/, Sinan Karabalta)]",Fotoğrafçılık,Video Tasarımı,Video Düzenleme,81,Türkçe,"""A'dan Z'ye Sony Vegas Pro Eğitimi "" Kurgu/Montaj hakkında herşey |Youtube, instagram için Video Düzenleme",4/2019,01/27/20
Fotografien richtig und erfolgreich verkaufen,www.udemy.com/course/fotografien-richtig-und-erfolgreich-verkaufen/,Marco Lermer,£49.99,£10.99,Rating: 2.2 out of 52.2 - (5),"[(/user/marco-lermer/, Marco Lermer)]",Fotografie,Digitale Fotografie,Fotografie,55,Deutsch,Inklusive Motiv- und Projektideen finden,2/2017,01/27/20
Equipamentos Essenciais para Produção de Vídeos,www.udemy.com/course/equipamentos-essenciais-para-producao-de-videos/,Jader Carvalho do Walle,£19.99,£10.99,Rating: 4.3 out of 54.3 - (3),"[(/user/jader-carvalho-do-walle/, Jader Carvalho do Walle)]",Fotografia,Design de vídeos,Produção de vídeo,26,Português,"Luz, câmera, ação! Aprenda a produzir vídeos fantásticos com equipamentos de excelente custo-benefício",6/2019,01/27/20
风景摄影完全指南,www.udemy.com/course/landscape-photography-course-chinese/,"Video School Online Inc, Transvidio Inc., Sam Shimizu-Jones, William Carnahan",£29.99,£10.99,Rating: 5.0 out of 55.0 - (1),"[(/user/phil-ebiner/, Video School Online Inc), (/user/transvidio/, Transvidio Inc.), (/user/samshimizujones2/, Sam Shimizu-Jones), (/user/william-carnahan/, William Carnahan)]",摄影,数码摄影,风景摄影,9,Simplified Chinese,拍摄令家人和朋友印象深刻的精美风景照！,3/2019,01/27/20
Curso OnLine de Edição de Vídeo com Adobe Premiere Pró CC,www.udemy.com/course/melhor-curso-online-de-edicao-de-video/,André Rossiter,£49.99,£10.99,Rating: 4.3 out of 54.3 - (28),"[(/user/vdeoaula/, André Rossiter)]",Fotografia,Design de vídeos,Adobe Premiere,137,Português,"Esse é um curso bem objetivo, todos os pontos didáticos tem animações para ajudar e dar dinamismo ao seu aprendizado",9/2018,01/27/20
Photoshop: Soluciones para tus fotografías con Camera Raw,www.udemy.com/course/photoshop-soluciones-para-tus-fotografias-con-camera-raw/,Hector Novo,£74.99,£10.99,Rating: 4.3 out of 54.3 - (22),"[(/user/hector-novo/, Hector Novo)]",Fotografía,Herramientas de fotografía,Photoshop,286,Español,Aprende a solucionar los problemas más comunes que afectan a tus imágenes en Photoshop con Camera Raw.,5/2019,01/27/20
Crea Fotos Increíbles,www.udemy.com/course/crea-fotos-increibles/,Alejandro Gutiérrez,£59.99,£10.99,Rating: 5.0 out of 55.0 - (8),"[(/user/alejandro-gutierrez-108/, Alejandro Gutiérrez)]",Photography,Digital Photography, ,394,Spanish,De fotógrafo principiante a profesional,12/2019,01/27/20
Stok Video Üreterek Para Kazanma,www.udemy.com/course/stok-video-ureterek-para-kazanma/,Yücel Özel,£19.99,£10.99,Rating: 4.6 out of 54.6 - (3),"[(/user/yucel-ozel/, Yücel Özel)]",Fotoğrafçılık,Ticari Fotoğrafçılık,Hazır Görüntü,6,Türkçe,Stok Video Üretimi ve Teknikleri,1/2020,01/27/20
"Szybki, prosty montaż i edycja wideo w movavi",www.udemy.com/course/szybka-i-prosta-edycja-wideo-oraz-audio-w-movavi/,Sebastian Wozniak,£19.99,£10.99,Rating: 4.7 out of 54.7 - (2),"[(/user/itcure/, Sebastian Wozniak)]",Fotografia,Projektowanie wideo,Edycja wideo,6,Polski,"Edycja audio, edycja wideo, to nic trudnego. Używaj green screen, filtrów, animacji, efektów. Twórz własne arcydzieła.",5/2019,01/27/20
Réussir vos Photos au Smartphone,www.udemy.com/course/reussir-vos-photos-au-smartphone/,Aymeric Baron,0,£34.99,Rating: 0.0 out of 50.0 - (0),"[(/user/aymeric-baron/, Aymeric Baron)]",Photographie,Principes de base de la photographie,Photographie,1,Français,"Apprenez à faire les photos dont vous avez toujours rêvé, simplement avec votre Smartphone, d'ici 2h",1/2020,01/27/20
Curso de After Effects CC 2018,www.udemy.com/course/curso-de-after-effects-cc-2018/,Hugo Vasconcelos,£19.99,£10.99,Rating: 4.2 out of 54.2 - (67),"[(/user/hugo-vasconcelos/, Hugo Vasconcelos)]",Fotografia,Design de vídeos,After Effects,216,Português,Edição de Videos para Iniciantes,1/2018,01/27/20
Macro y aproximación para fotografía y vídeo,www.udemy.com/course/macro-y-aproximacion-para-fotografia-y-video/,Daniel Vega Martínez,£39.99,£10.99,Rating: 4.5 out of 54.5 - (10),"[(/user/daniel-vega-martinez/, Daniel Vega Martínez)]",Fotografía,Otros,Fotografía,45,Español,"Descubre un nuevo mundo con paisajes, composiciones y formas que nunca has visto.",1/2017,01/27/20
佳能Canon数码相机完全使用指南,www.udemy.com/course/canon-camera-course-chinese/,"Phil Ebiner, Video School Online Inc, Transvidio Inc.",£19.99,£10.99,Rating: 0.0 out of 50.0 - (0),"[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc), (/user/transvidio/, Transvidio Inc.)]",摄影,数码摄影,DSLR,3,Simplified Chinese,通过学习如何使用佳能数字单反相机来改善摄影效果-非常适合初学者！,10/2019,01/27/20
Уроки монтажа видео для начинающих,www.udemy.com/course/fcpxfbgnrs/,Евгений Багрецов,"₩22,000","₩13,200",Rating: 3.8 out of 53.8 - (4),"[(/user/evgenii-bagretsov/, Евгений Багрецов)]",Фотография,Видеомонтаж,Видеомонтаж,12,Русский,программа Final Cut Pro X,1/2020,01/27/20
Edición de imágenes con el teléfono. Lightroom VSCO snapseed,www.udemy.com/course/edicion-de-imagenes-con-el-telefono-lightrrom-vsco-snapseed/,Jeans Claude Garcia monserrat,"₩22,000","₩13,200",Rating: 5.0 out of 55.0 - (1),"[(/user/jeans-claude/, Jeans Claude Garcia monserrat)]",Fotografía, Herramientas de fotografía,Edición de imágenes,4,Español,Obteniendo un resultado profesional en la edición de fotografía desde tu teléfono de manera simple.,10/2019,01/27/20
Aprenda Fotografar Casamento em 30 dias !,www.udemy.com/course/aprenda-fotografar-casamento-em-30-dias/,CARLOS VENTURA,"₩187,000","₩13,200",Rating: 3.9 out of 53.9 - (16),"[(/user/jose-carlos-da-silva-9/, CARLOS VENTURA)]",Fotografia,Fotografia digital,Fotografia de casamentos,66,Português,Realize seu sonho de aprender Fotografar e faça disso sua futura carreira Fotografando casamentos.,3/2018,01/27/20
Fotografía Digital - Introducción,www.udemy.com/course/fotografiadigital/,Eduardo Escalante,"₩33,000","₩13,200",Rating: 4.3 out of 54.3 - (22),"[(/user/eduardoescalante4/, Eduardo Escalante)]",Photography,Digital Photography, ,200,Spanish,Fotografía: Curso introduce al alumno en nociones de fotografía básicas del la fotografía digital,7/2014,01/27/20
Photoshop ile Manipülasyon Teknikleri,www.udemy.com/course/photoshop-ile-manipulasyon-teknikleri/,Vidobu Eğitim,"₩99,000","₩13,200",Rating: 4.5 out of 54.5 - (3),"[(/user/vidobu/, Vidobu Eğitim)]",Fotoğrafçılık,Fotoğrafçılık Araçları,Photoshop,850,Türkçe,Photoshop ile harikalar yaratmak sizin elinizde! İleri düzey Photoshop teknikleri ile manipülasyon yapmayı öğrenin.,5/2019,01/27/20
"Как фотографировать изделия handmade, если ты не фотограф",www.udemy.com/course/how_to_photo_handmade/,Ekaterina Rinkevich,"₩22,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/ekaterina-rinkevich/, Ekaterina Rinkevich)]",Фотография,Основы фотографии,Мобильная фотография,5,Русский,Простые инструкции и разбор на примерах.,6/2019,01/27/20
Premiere CC 2018 rápido,www.udemy.com/course/premiere-cc-2018-rapido/,Rodolfo Miró,"₩220,000","₩13,200",Rating: 4.4 out of 54.4 - (10),"[(/user/rodolfo-miro/, Rodolfo Miró)]",Fotografia,Design de vídeos,Adobe Premiere,28,Português,Aprenda a editar videos no Premiere CC 2018 em 80 minutos,1/2018,01/27/20
Camtasia in 60 Minuten,www.udemy.com/course/camtasia-9-in-60-minuten/,Andreas Pilz,"₩82,500","₩20,625",Rating: 4.2 out of 54.2 - (27),"[(/user/andreaspilz/, Andreas Pilz)]",Fotografie,Fotografietools,Camtasia,192, Deutsch,Starte sofort mit der Erstellung deiner Videos in Camtasia! Lerne in 60 Minuten die wichtigsten Funktionen kennen.,10/2018,01/27/20
Secretos TOP del Fotógrafo Profesional Para Master Tu Selfie,www.udemy.com/course/master-en-fotografia-de-retrato-y-auto-retrato/,Zayra Mo,"₩82,500","₩13,200",Rating: 3.8 out of 53.8 - (15),"[(/user/zayramo/, Zayra Mo)]",Photography,Portraits,Photography,65,Spanish,Aprende la guía más fácil y completa de fotografía del auto- retrato. Y los principales trucos para ser fotogénic@.,1/2015,01/27/20
Historia de la Fotografía I,www.udemy.com/course/historia-de-la-fotografia-i/,José M. Ramírez,"₩60,500","₩13,200",Rating: 4.6 out of 54.6 - (18),"[(/user/jose-m-ramirez-2/, José M. Ramírez)]",Photography,Photography Fundamentals,Art History,47,Spanish,Siglo XIX y primera mitad del siglo XX,11/2018,01/27/20
