Course,URL,instructor,Price (full),Price (discount),Rank
The Colored Pencil Drawing Course,www.udemy.com/course/the-colored-pencil-course/,Matthew Fussell,34.99,11.99,"4.4(2,157 ratings)"
The Colored Pencil Drawing Course - Beginner to Advanced,www.udemy.com/course/the-colored-pencil-drawing-course-beginner-to-advanced/,Quinton Batchelor,119.99,11.99,4.5(645 ratings)
3 Little Birds with Colored Pencils,www.udemy.com/course/3-little-birds-with-colored-pencils/,Matthew Fussell,19.99,11.99,4.6(20 ratings)
The Colored Pencil Drawing Techniques Course,www.udemy.com/course/the-colored-pencil-drawing-techniques-course/,Matin Shafiei,99.99,11.99,4.1(174 ratings)
Colored Pencil Character Drawing Secrets with Cindy Wider,www.udemy.com/course/colored-pencil-drawing/,Cindy Wider,99.99,11.99,4.8(59 ratings)
"How To Draw Dogs Vol 1 - Pug, Collie, Labrador & Terrier",www.udemy.com/course/dogs-pastel-vol1/,Colin Bradley Art,39.99,11.99,3.5(28 ratings)
How to Draw Cats with Pastel Pencils,www.udemy.com/course/cats-pastel-pencils/,Colin Bradley Art,39.99,11.99,4.2(8 ratings)
Fundamentals of Coloured Pencils - Beginners Course,www.udemy.com/course/fundamentals-of-coloured-pencils-beginners-course/,Sheldene Visagie,0,59.99,4.3(200 ratings)
"How To Draw Flowers Vol 1 - Roses, Tulips & Daffodils",www.udemy.com/course/flowers-pastel-pencils/,Colin Bradley Art,24.99,11.99,4.9(14 ratings)
"colored pencils on sanded paper, the basics",www.udemy.com/course/colored-pencils-on-sanded-paper-the-basics/,Martine Venis-Heethaar,34.99,19.99,4.7(34 ratings)
"How To Draw Dogs Vol 2 - Staffy, German Shepherd & Shih Tzu",www.udemy.com/course/draw-dogs-v2/,Colin Bradley Art,29.99,11.99,5.0(2 ratings)
Colored Pencil for the Curious Beginner,www.udemy.com/course/colored-pencil-for-the-curious-beginner/,Diane Flick,99.99,11.99,4.9(5 ratings)
Draw Victorian Portraits with Pastel Pencils | 3 in 1 Bundle,www.udemy.com/course/portraits-pastel-pencils/,Colin Bradley Art,24.99,11.99,4.9(4 ratings)
How to Draw Figures in Landscapes with Pastel Pencils,www.udemy.com/course/landscapes-pastel-pencils/,Colin Bradley Art,29.99,11.99,4.9(6 ratings)
