Course,URL,instructor,Price (full),Price (discount),Rank
Scrum Certification Prep +Scrum Master+ Agile Scrum Training,www.udemy.com/course/scrum-certification/,Paul Ashun,194.99,11.99,"4.4(13,297 ratings)"
Agile Crash Course: Agile Project Management; Agile Delivery,www.udemy.com/course/agile-crash-course/,Mauricio Rubio - Agile Guru & Founder of AgileKB | Ureducation,199.99,11.99,"4.3(15,601 ratings)"
Agile Fundamentals: Including Scrum and Kanban - 2019,www.udemy.com/course/agile-fundamentals-scrum-kanban-scrumban/,The BA Guide | Jeremy Aschenbrenner,184.99,11.99,"4.4(4,343 ratings)"
Agile Project Management: Scrum Step by Step with Examples,www.udemy.com/course/scrum-master-training/,Paul Ashun,194.99,11.99,"4.2(2,507 ratings)"
The Agile Samurai Bootcamp,www.udemy.com/course/the-agile-samurai-bootcamp/,Jonathan Rasmusson,199.99,11.99,"4.4(4,257 ratings)"
Mastering Agile Scrum Project Management,www.udemy.com/course/mastering-agile-scrum-project-management-pmi-rep/,LearnSmart LLC,0,199.99,"4.3(3,143 ratings)"
Business Strategy Execution: The Agile/Lean Way,www.udemy.com/course/agile-strategy-execution/,Lawrence M. Miller,199.99,11.99,4.4(781 ratings)
User Stories for Agile Scrum+Product Owner+Business Analysis,www.udemy.com/course/userstory/,Paul Ashun,49.99,11.99,"4.2(1,528 ratings)"
Best QA Manual Software Testing: Live Project+Agile+Jira+API,www.udemy.com/course/best-manual-software-testing-live-project-agile-jira/,Richa Mehta,84.99,11.99,"4.2(2,039 ratings)"
The Agile and Scrum Complete Blueprint,www.udemy.com/course/pmi-acp-agile/,Innate Images LLC,94.99,11.99,"4.2(1,845 ratings)"
Product Management :Agile Requirements using Product Backlog,www.udemy.com/course/agile-product-management-scrum/,Paul Ashun,194.99,11.99,3.7(413 ratings)
Agile Scrum Training: Scrum Master+Agile Project Management,www.udemy.com/course/scrum-training-scrum-master-certification-agile-project-management/,"Umer Waqar,PMP",199.99,11.99,4.4(59 ratings)
Agile Transformation and Scaled Agile,www.udemy.com/course/agile-transformation-and-scaled-agile/,ICAN Consultancy,49.99,11.99,4.0(239 ratings)
Agile PM 402 - Enterprise-level Agile Project Management,www.udemy.com/course/enterprise-level-agile-project-management-course-7-of-7/,Agile Project Management Academy - Chuck Cobb,169.99,42.50,4.3(221 ratings)
Kanban: Productivity & Efficiency for Agile Lean Project,www.udemy.com/course/kanban-board/,Paul Ashun,194.99,11.99,4.2(815 ratings)
Agile Business Analysis: Getting / Writing Lean Requirements,www.udemy.com/course/getting-and-writing-it-requirements-in-a-lean-agile-world/,Tom and Angela Hathaway,199.99,11.99,4.2(778 ratings)
HR - Agile HR Fundamentals ( Human Resources ),www.udemy.com/course/agile-hr-an-introduction/,Culturelligence LLC,179.99,13.19,3.8(124 ratings)
"Agile Scrum Deep Dive, Certification, Jira + Bonus* SAFe",www.udemy.com/course/agile-scrum-deep-dive-certification-and-much-more/,Mairaj Ahmed,199.99,14.99,4.0(176 ratings)
AgilePM® Project Management - Foundation and Practitioner,www.udemy.com/course/agilepm-project-management-foundation-and-practitioner/,SkillSolve Training,199.99,11.39,4.2(160 ratings)
Scrum,www.udemy.com/course/scrum-master-test-guide/,Rapid Growth Coaching Top 10% on Udemy,199.99,13.19,4.4(155 ratings)
Agile PM 301 - Mastering Agile Project Management,www.udemy.com/course/agile-project-management-overview-for-project-managers/,Agile Project Management Academy - Chuck Cobb,169.99,42.50,4.4(603 ratings)
SAFe® 4. Agilist Certification Practice Exams,www.udemy.com/course/safe-4-agilist-certification-practice-exams/,Ryan Hansen,34.99,13.19,3.5(10 ratings)
The Agile Methodology for Project Risk Managers,www.udemy.com/course/the-agile-methodology-for-project-risk-managers/,Sorin Dumitrascu,199.99,11.39,4.1(114 ratings)
Certified SAFe®  4.6 Practitioner Practice Exams,www.udemy.com/course/certified-safe-46-practitioner-practice-exams/,Ryan Hansen,34.99,13.19,3.5(12 ratings)
Agile PM 401 - Advanced Agile Project Management,www.udemy.com/course/advanced-agile-project-management/,Agile Project Management Academy - Chuck Cobb,169.99,42.50,4.3(371 ratings)
Building a Smart Agile Product Backlog with User Stories,www.udemy.com/course/building-a-smart-agile-product-backlog-with-user-stories/,Sanjeet Biswas,29.99,13.19,4.3(202 ratings)
Agile Retrospective: Continuous Improvement+Kaizen wth Scrum,www.udemy.com/course/agile-retrospectives-kaizen-lean/,Paul Ashun,194.99,13.19,4.4(335 ratings)
Agile PM 201 - Understanding Agile at a Deeper Level,www.udemy.com/course/understanding-agile-at-a-deeper-level/,Agile Project Management Academy - Chuck Cobb,129.99,32.50,"4.3(1,238 ratings)"
Agile Project Management for Business Managers,www.udemy.com/course/agile-project-management-overview-for-executives/,Agile Project Management Academy - Chuck Cobb,199.99,50.00,4.3(258 ratings)
