Course,URL,instructor,Price (full),Price (discount),Rank
The Data Science Course 2019: Complete Data Science Bootcamp,www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,365 Careers,199.99,11.39,"4.5(39,300 ratings)"
Microsoft Excel - Advanced Excel Formulas & Functions,www.udemy.com/course/excel-for-analysts/,Maven Analytics,174.99,11.39,"4.6(19,085 ratings)"
Learning Python for Data Analysis and Visualization,www.udemy.com/course/learning-python-for-data-analysis-and-visualization/,Jose Portilla,194.99,11.39,"4.3(12,208 ratings)"
Data Analysis with Pandas and Python,www.udemy.com/course/data-analysis-with-pandas/,Boris Paskhaver,199.99,11.39,"4.6(7,109 ratings)"
SQL for Data Analysis: Weekender Crash Course for Beginners,www.udemy.com/course/sql-for-newbs/,A Course You'll Actually Finish,199.99,11.39,"4.1(8,954 ratings)"
Data Analysis and Visualization - Complete Bootcamp by TM,www.udemy.com/course/learn-data-analytics-complete-bootcamp-by-takenmind/,TakenMind Internship,0,29.99,"4.4(2,066 ratings)"
Data Analysis Essentials Using Excel,www.udemy.com/course/business-data-analysis-excel/,Symon He,194.99,11.39,"4.5(2,053 ratings)"
Manage Finance Data with Python & Pandas: Unique Masterclass,www.udemy.com/course/finance-data-with-python-and-pandas/,Alexander Hagmann,199.99,11.39,4.7(91 ratings)
Statistics & Applied Data Science - Business Data Analysis,www.udemy.com/course/ureadup_sds/,Mahmoud Ali,189.99,11.39,4.6(216 ratings)
Complete Data Science Training with Python for Data Analysis,www.udemy.com/course/complete-data-science-training-with-python-for-data-analysis/,Minerva Singh,199.99,11.39,"4.2(1,116 ratings)"
Statistics for Data Analysis Using Excel 2016,www.udemy.com/course/statistics-using-excel/,Sandeep Kumar ­,134.99,13.79,4.5(897 ratings)
Data Analysis and Dashboards with Google Data Studio,www.udemy.com/course/data-analysis-and-dashboards-with-google-data-studio/,Ian Littlejohn,99.99,11.39,4.4(778 ratings)
Tableau 2019 + Tableau 2018: Tableau CA Certification 2020,www.udemy.com/course/tableau-certified-associate-questions/,Emin Cengay,199.99,11.39,4.6(48 ratings)
Complete Introduction to Business Data Analysis,www.udemy.com/course/the-complete-introduction-to-business-data-analysis/,Ian Littlejohn,99.99,11.39,"4.4(1,894 ratings)"
Applied Statistical Modeling for Data Analysis in R,www.udemy.com/course/applied-statistical-modeling-for-data-analysis-in-r/,Minerva Singh,199.99,11.39,4.4(789 ratings)
Complete neural signal processing and analysis: Zero to hero,www.udemy.com/course/solved-challenges-ants/,Mike X Cohen,19.99,11.39,4.6(72 ratings)
R Level 1 - Data Analytics with R,www.udemy.com/course/r-level1/,R-Tutorials Training,169.99,11.99,"4.3(1,439 ratings)"
Data Analytics Using Splunk -Beginner to Intermediate Course,www.udemy.com/course/data-analytics-using-splunk/,Bigdata ABC,0,19.99,4.0(476 ratings)
From Zero to NVivo 12 - Qualitative data analysis with NVivo,www.udemy.com/course/from-zero-to-nvivo-12/,Dr Jaroslaw Kriukow,39.99,11.99,4.5(59 ratings)
MicroStrategy for Business Intelligence and Data Analysis,www.udemy.com/course/microstrategy/,Saad Qureshi,199.99,11.99,4.1(28 ratings)
Learn Data Visualization Using Tableau from Zero to Hero,www.udemy.com/course/learn-data-visualization-using-tableau-from-zero-to-hero/,Data Science Guide,19.99,11.99,4.6(35 ratings)
Excel for Data Analysts,www.udemy.com/course/the-data-analyst-skills-training-course-dast-with-excel/,Ashish Agarwal,74.99,11.99,4.2(255 ratings)
Learn Business Data Analysis with SQL and Tableau,www.udemy.com/course/learn-business-data-analysis-with-sql-and-tableau/,Data Science Guide,19.99,11.99,4.7(136 ratings)
From Zero to NVivo 11 - Qualitative data analysis with NVivo,www.udemy.com/course/from-zero-to-nvivo-qualitative-data-analysis-with-nvivo/,Dr Jaroslaw Kriukow,39.99,11.99,4.4(324 ratings)
Complete Introduction to Methods of Data Analysis,www.udemy.com/course/complete-introduction-to-methods-of-data-analysis/,Ian Littlejohn,99.99,11.99,4.4(8 ratings)
"ACL for Audit, Data analysis and Visualization",www.udemy.com/course/acl-for-audit-data-analysis-and-visualization/,Samuel Kolawole,79.99,11.99,4.4(163 ratings)
Tidy Data: Updated Data Processing With tidyr and dplyr in R,www.udemy.com/course/tidy-data-updated-data-processing-with-tidyr-and-dplyr-in-r/,Minerva Singh,199.99,11.99,4.5(40 ratings)
Data Analyst's Toolbox: Excel to MySQL,www.udemy.com/course/data-analysts-toolbox-excel-to-mysql-am/,Vardges Zardaryan,99.99,11.99,4.1(29 ratings)
Statistical Data Analysis with SAS,www.udemy.com/course/statistical-data-analysis-with-sas/,John Zhong | JSTARTS.COM,69.99,11.99,4.4(127 ratings)
TIBCO Cloud Spotfire Data Visualization and Analytics,www.udemy.com/course/tibco-cloud-spotfire-713-certified-analytics-developer/,Lorenz De Smedt,19.99,11.99,4.1(399 ratings)
Advanced Google Sheets for Data Analysis,www.udemy.com/course/advanced-google-sheets-for-data-analysis/,David Krevitt,99.99,11.99,4.0(112 ratings)
Implement Machine Learning in Data Mining Using Python,www.udemy.com/course/implement-machine-learning-in-data-mining-using-python/,Data Science Guide,19.99,11.99,4.7(45 ratings)
Microsoft Excel - Learn Business Data Analytics,www.udemy.com/course/business-data-analytics-from-the-ground-up/,Sean J. Thompson,174.99,11.99,4.4(289 ratings)
"Excel Data Analysis with Excel Pivot Tables, Excel Dashboard",www.udemy.com/course/learn-excel-pivot-table-and-pivot-charts-like-a-pro/,Skills On Demand,199.99,11.99,4.2(116 ratings)
Excel Master Class-Power Pivot - Data Model and DAX Formulas,www.udemy.com/course/excel-master-class-power-pivot-data-model-and-dax-formulas/,Ian Littlejohn,99.99,11.99,4.8(74 ratings)
An Introduction to Stata,www.udemy.com/course/an-introduction-to-stata/,Najib Mozahem,24.99,11.99,4.4(124 ratings)
Regression Analysis / Data Analytics in Regression,www.udemy.com/course/regression-statistics/,Quantitative  Specialists,99.99,11.99,4.3(367 ratings)
Qualitative Data Analysis using MAXQDA: Scratch to Advanced,www.udemy.com/course/qualitative-data-analysis-using-maxqda/,Scholarsight Learning,199.99,11.99,4.6(183 ratings)
How to analyse Qualitative data,www.udemy.com/course/how-to-analyse-qualitative-data/,Dr Jaroslaw Kriukow,24.99,11.99,4.5(69 ratings)
Linear Regression using Stata,www.udemy.com/course/linear-regression-using-stata/,Najib Mozahem,29.99,11.99,4.5(33 ratings)
Analytics for Beginners,www.udemy.com/course/jigsaw-academy-analytics-for-beginners/,Jigsaw Academy,19.99,11.99,4.3(220 ratings)
PostgreSQL:  Advanced SQL Queries and Data Analysis,www.udemy.com/course/postgresql-advanced-sql-queries-and-data-analysis/,Bluelime Learning Solutions,124.99,11.99,3.6(114 ratings)
"Data Analytics: SQL for newbs, beginners and marketers",www.udemy.com/course/sql-for-marketers-data-analytics-data-science-big-data/,Lazy Programmer Inc.,59.99,11.99,4.3(987 ratings)
Machine Learning Career Guide – Technical Interview,www.udemy.com/course/mlcg-technical-interview/,Vladimir Poliakov,119.99,11.99,4.1(49 ratings)
QlikSense Master Class : Self Service Analytics,www.udemy.com/course/qliksense-master-class-self-service-analytics/,Paul Scotchford,174.99,11.99,4.7(15 ratings)
Mastering Data Analysis in Excel,www.udemy.com/course/mastering-data-analysis-in-excel-am/,Vardges Zardaryan,99.99,11.99,4.4(46 ratings)
Become a Python Data Analyst,www.udemy.com/course/become-a-python-data-analyst/,Packt Publishing,124.99,11.99,4.1(259 ratings)
Build an NBA Fantasy Projection Model in Python with Pandas,www.udemy.com/course/build-a-nba-fantasy-projection-model-in-python-with-pandas/,John Mannelly,19.99,11.99,4.7(12 ratings)
Statistics/Data Analysis with SPSS: Descriptive Statistics,www.udemy.com/course/descriptive-statistics-spss/,Quantitative  Specialists,74.99,11.39,4.6(248 ratings)
Data Analysis Excel for Beginners: Statistical Data Analysis,www.udemy.com/course/statistical-data-analysis-in-excel/,Kawser Ahmed,94.99,11.39,3.5(230 ratings)
Econometrics#2: Econometrics Modeling and Analysis in EViews,www.udemy.com/course/eviews-and-its-application-to-econometric-modeling/,Avinash Data and Coding,199.99,11.39,2.9(34 ratings)
Data Science with Python 3.x,www.udemy.com/course/data-science-with-python-3x/,Packt Publishing,199.99,11.39,4.5(4 ratings)
Google Analytics Certification Exam Training,www.udemy.com/course/google-analytics-certification-coursenvy/,COURSE ENVY,49.99,11.39,4.1(151 ratings)
Excel Data Analytics in AML Financial Intelligence Analysis,www.udemy.com/course/excel-essentials-in-amlcft-analysis-and-investigations/,Nasiru Musa,24.99,11.39,4.1(74 ratings)
Audit Command Language for Beginners,www.udemy.com/course/audit-command-language-for-beginners/,Samuel Kolawole,49.99,11.39,4.1(81 ratings)
Big Data Analytics with GIS,www.udemy.com/course/big-data-and-gis/,Arthur Lembo,49.99,11.39,4.0(61 ratings)
Analytics For All,www.udemy.com/course/data-analytics-for-beginners/,ATI - Analytics Training Institute,19.99,11.39,4.6(248 ratings)
AIAG-VDA FMEA Training,www.udemy.com/course/aiag-vda-fmea-training/,Nilakantasrinivasan Janakiraman,34.99,11.39,4.1(14 ratings)
SAP S/4HANA Analytics,www.udemy.com/course/sap-s4hana-analytics/,Digitial Transformation Acadmy (Battel of mind),199.99,11.39,2.6(29 ratings)
Exploratory Data Analysis with Pandas and Python 3.x,www.udemy.com/course/exploratory-data-analysis-with-pandas-and-python-3x/,Packt Publishing,124.99,11.39,4.2(23 ratings)
